Neighborhood,Total Population,Group Quarter Population,Percent Female,Housholds,Family Households,Non-Family Households,"Single Person Households, % of Total","Households with Children, % of Total","Households with 60 years and older, % of Total",Average Household Size,Average Family Household Size,Asian,Black/African American,White,Native American Indian,Native Hawaiian/Pacific Islander,Other/Two or More Races,% Latino (of Any Race),0-4 Years,5-17 Years,18-34 Years,35-59 Years,60 and older,High School or Less,Some College/Associate Degree,College Degree,Graduate/Professional Degree,Foreign Born,English Only,Spanish Only,Asian/Pacific Islander,Other European Languages,Other Languages,% of All Households,% of Spanish-Speaking Households,% of Asian-Speaking Households,% of Other European-Speaking Households,% of Households Speaking Other Languages,Total Number of Units,Median Year Structure Built,Owner Occupied,Renter Occupied,Vacant Units,For Rent,For Sale Only,"Rented or Sold, Not Occupied","For Seasonal, Recreation or Occasional Use",Other Vacant,Median Year Moved in to Unit (Own),Median Year Moved in to Unit (Rent),Percent in Same House Last Year,Percent Abroad Last Year,"Overcrowding, Renter Occupied Housing",Single Family Housing,2-4 Units,5-9 Units,10-19 Units,20 Units or More,Other Type,No Bedroom,1 Bedroom,2 Bedrooms,3-4 Bedrooms,5 or More Bedrooms,Median Rent,Median Contract Rent,Median Rent as % of Household Income,Rent Burdened,Extremely Rent Burdened,Median Home Value,Vehicles Available,Vehicles Homeowners,Vehicles Renters,Vehicles Per Capita,Households with no Vehicle,Percent of Homeowning Households,Percent of Renting Households,Median Household Income (B19013_001),Median Family Income (B19113_001),Per Capita Income,Percent in Poverty,Household Income Less than 10000,Household Income 10000 to 14999,Household Income 15000 to 19999,Household Income 20000 to 24999,Household Income 25000 to 29999,Household Income 30000 to 34999,Household Income 35000 to 39999,Household Income 40000 to 44999,Household Income 45000 to 49999,Household Income 50000 to 59999,Household Income 60000 to 74999,Household Income 75000 to 99999,Household Income 100000 to 124999,Household Income 125000 to 149999,Household Income 150000 to 199999,Household Income Greater than 200000,Unemployment Rate,Percent Unemployment Female,Percent Unemployment Male,Employed Residents,Managerial Professional,Services,Sales and Office,Natural Resources,Production Transport Materials,Workers 16 Years and Older,Car,Drove Alone,Carpooled,Transit,Bike,Walk,Other Journey Type,Worked at Home,Population Density per Acre
Inner Richmond,21767.0,177.0,0.5360407956999127,8950.0,0.4867039106145251,0.5132960893854749,0.3,0.2293854748603352,0.3293854748603352,2.412290502793296,3.1136363636363638,0.37221482059999084,0.017917030367069417,0.49340745164698857,0.002067349657738779,0.002986171727844903,0.11140717600036752,0.09156061928607526,0.05297009234161804,0.10203519088528507,0.3246198373684936,0.3230578398493132,0.19731703955529012,0.12047491560935863,0.16779187521825165,0.4263182400186241,0.2854149691537656,0.2875453668397115,0.6270980886775978,0.05006306393713011,0.2579800135830018,0.058115843601435915,0.006742990200834385,0.08188609682739885,0.002085960997380421,0.0672358591248666,0.007519161734743378,0.003735325506937033,9685.0,1939.0,0.3337430167597765,0.6662569832402234,0.07589055240061951,0.10204081632653061,0.0,0.1564625850340136,0.272108843537415,0.46938775510204084,2000.1591760299625,2012.61312849162,0.8583082271147161,0.010104287369640788,0.016937782995136676,0.21982447083118223,0.4601961796592669,0.16375838926174496,0.13185338151781104,0.024367578729994836,0.0,0.06484254001032524,0.24336602994321116,0.35157459989674755,0.30604026845637583,0.03417656169334022,2360.344827586207,2292.1225382932166,22.69931330472103,0.2733523394264632,0.14472580915646488,1638835.8778625955,9769.0,0.3818200429931416,0.6181799570068585,0.44879864014333626,0.23608938547486033,0.16069635085369938,0.2738554418916653,143506.4935064935,190754.039497307,82361.33137317958,0.06206609275201333,232.0,340.0,134.0,138.0,67.0,121.0,48.0,294.0,150.0,220.0,553.0,957.0,822.0,539.0,1071.0,3264.0,0.03668622322753941,0.517636247967767,0.5190499752597724,13628.0,0.6441884355738187,0.11689169357205753,0.17199882594658056,0.01651012621074259,0.050410918696800706,13465.0,0.4264389157073895,0.35937616041589304,0.06706275529149647,0.2618640920906053,0.04225770516152989,0.04656516895655403,0.028963980690679538,0.19391013739324173,21767.0
Inner Sunset,28070.0,961.0,0.5260420377627361,11973.0,0.4631253654054957,0.5368746345945044,0.36390211308778087,0.19017790027562015,0.34477574542721123,2.2641777332331077,3.0934174932371508,0.3364089775561097,0.023049519059494122,0.4997149982187389,0.0013893836836480229,0.0006768792304951906,0.13876024225151407,0.09600997506234414,0.05261845386533666,0.0779123619522622,0.3417883861774136,0.3163519771998575,0.21132882080513002,0.12885510939284772,0.12731745892276602,0.4204375713909147,0.32338986029347155,0.2823655147844674,0.643251983604708,0.06373857782123116,0.20573083142180273,0.08321738803444516,0.004061219117812959,0.04914827210168089,0.0007520776144098071,0.04403414432369421,0.004362050163576881,0.0,13034.0,1943.5466461063993,0.4141819092959158,0.5858180907040842,0.08140248580635262,0.09707822808671066,0.0,0.33364750235626767,0.25070688030160226,0.31856738925541944,2000.2988215488215,2015.0519801980197,0.8136710867685212,0.008035456904006918,0.035642999714856,0.39435323001381,0.3174773668866043,0.11308884456038054,0.09421512966088691,0.07549485959797453,0.0053705692803437165,0.0850851618843026,0.2574804357833359,0.3132576338806199,0.31855148074267303,0.02562528770906859,2572.873658133774,2511.3636363636365,23.232708333333335,0.3551468491588252,0.19147419446820643,1519473.293768546,14407.0,0.5631290344971195,0.43687096550288057,0.5132525828286427,0.214399064561931,0.08671103044968743,0.3046763615625891,142711.20293847568,172899.15966386555,80851.36088350552,0.0875582804067697,568.0,142.0,110.0,185.0,464.0,117.0,118.0,343.0,156.0,438.0,459.0,1167.0,948.0,1089.0,1617.0,4052.0,0.03715170278637771,0.5121545694301112,0.5249971333562665,16794.0,0.7319280695486483,0.10914612361557699,0.11402881981660117,0.010599023460759796,0.03429796355841372,16260.0,0.36697416974169744,0.30793357933579335,0.05904059040590406,0.27207872078720785,0.04206642066420664,0.09981549815498154,0.032103321033210334,0.18696186961869618,28070.0
Japantown,3666.0,46.0,0.5458265139116203,2309.0,0.24599393676916415,0.7540060632308359,0.6405370290168905,0.0692940666955392,0.5500216543958424,1.5677782589865743,2.5721830985915495,0.29541734860883795,0.0463720676486634,0.47490452809601746,0.0019094380796508457,0.0057283142389525366,0.1756683033278778,0.1314784506273868,0.033006001091107476,0.024549918166939442,0.26895799236224766,0.2572285870158211,0.41625750136388434,0.1876528117359413,0.1754278728606357,0.3713325183374083,0.2655867970660147,0.33006001091107473,0.6335684062059238,0.057545839210155145,0.25585331452750354,0.05303244005641749,0.0,0.18815232722143865,0.0,0.1763046544428773,0.011847672778561354,0.0,2459.0,1973.3088235294117,0.08271979211779991,0.9172802078822001,0.061000406669377796,0.64,0.0,0.0,0.24,0.12,2007.857142857143,2015.0215633423181,0.8079650845608293,0.014729950900163666,0.05051935788479698,0.061407076047173645,0.0923139487596584,0.01057340382269215,0.1268808458723058,0.70882472549817,0.0,0.32574217161447744,0.4087027246848312,0.15697437982919887,0.1024806832045547,0.0061000406669377795,1695.110701107011,1685.5263157894738,23.863389121338912,0.3980169971671388,0.24645892351274787,2000000.0104166667,1320.0,0.15303030303030302,0.8469696969696969,0.36006546644844517,0.5504547423126894,0.21465968586387435,0.5807365439093485,88671.875,175193.7984496124,76255.91925804692,0.14640198511166252,172.0,255.0,181.0,188.0,73.0,74.0,15.0,17.0,0.0,8.0,84.0,160.0,106.0,118.0,400.0,458.0,0.03453689167974882,0.47985347985347987,0.554683411826269,1845.0,0.7929539295392954,0.013550135501355014,0.1013550135501355,0.04173441734417344,0.05040650406504065,1810.0,0.32265193370165746,0.318232044198895,0.004419889502762431,0.21988950276243094,0.04696132596685083,0.06077348066298342,0.04696132596685083,0.3027624309392265,3666.0
Lakeshore,13579.0,2566.0,0.5222770454378084,4818.0,0.421129099211291,0.578870900788709,0.3845994188459942,0.13449564134495642,0.3677874636778746,2.2858032378580324,2.988664366683095,0.31467707489505853,0.0961779217910008,0.3510567788496944,0.003976728772369099,0.0016201487591133367,0.23249134693276383,0.22527432064216804,0.018999926356874586,0.05788349657559467,0.5125561528831284,0.22637896752338169,0.1841814566610207,0.19073884043099026,0.25756798358132377,0.35659312467932275,0.19510005130836328,0.3610722439060314,0.5159522558366489,0.14751144808948277,0.1873733203212972,0.13820283762480295,0.010960138127768186,0.07979881390286014,0.03355603933638616,0.029427220178665267,0.016815554387808723,0.0,5493.0,1956.853898096992,0.06102117061021171,0.9389788293897883,0.12288367012561442,0.5911111111111111,0.0,0.1362962962962963,0.044444444444444446,0.22814814814814816,2015.158273381295,2013.1002824858756,0.6399231678486997,0.01795212765957447,0.07493368700265252,0.1591115965774622,0.118332423083925,0.0456945202985618,0.0828326961587475,0.5927544147096304,0.0012743491716730383,0.11068632805388677,0.3362461314400146,0.3990533406153286,0.1500091024940834,0.004005097396686692,2191.9191919191917,2103.1088082901556,31.800936329588016,0.49248452696728556,0.3541114058355438,1227544.9101796406,5214.0,-255721.68431146911,0.9098580744150364,0.3839752559098608,0.23993358239933582,0.04421768707482993,0.2526525198938992,70996.62162162163,108002.33644859813,37481.84696958539,0.198421339139902,400.0,146.0,259.0,230.0,54.0,144.0,180.0,117.0,381.0,281.0,296.0,386.0,467.0,327.0,579.0,571.0,0.12925251557259224,0.5881648298993771,0.5410876856732152,7269.0,0.45508323015545465,0.18888430320539276,0.24845233182005777,0.016646031090934103,0.09093410372816069,7081.0,0.49371557689591866,0.3883632255331168,0.10535235136280187,0.2790566304194323,0.006778703572941675,0.08995904533258015,0.025985030362943088,0.10450501341618415,13579.0
Lincoln Park,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23391812865497075,0.29239766081871343,0.38596491228070173,0.0,0.0,0.08771929824561403,0.07017543859649122,0.0,0.0,0.0,0.14035087719298245,0.8596491228070176,0.4444444444444444,0.1286549707602339,0.17543859649122806,0.25146198830409355,0.2631578947368421,0.7017543859649122,0.07017543859649122,0.22807017543859648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,1.0,1.0,-3898635.4736842103,0.0,0.0,0.0,0.0,0.0,-3898635.4736842103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0
Lone Mountain/USF,16964.0,2673.0,0.5334237208205612,6178.0,0.41663968921981226,0.5833603107801878,0.3381353188734218,0.15199093557785692,0.31563612819682746,2.3132081579799286,2.9285159285159286,0.21875736854515446,0.050931384107521814,0.556767271869842,0.012732846026880454,0.0,0.16081112945060128,0.1304527234142891,0.040497524168828104,0.06466635227540675,0.46380570620136763,0.2718108936571563,0.1592195236972412,0.12423275227105328,0.13528111956788608,0.46108519518782226,0.2794009329732384,0.23449658099504833,0.6808379922590158,0.07003747619340173,0.13411562327210175,0.10235301345456779,0.012655894820912944,0.060514836886404126,0.012225840142532408,0.03489586533144928,0.01241014929040978,0.000982982122012656,6812.0,1939.0,0.33505988993201685,0.6649401100679831,0.09307105108631826,0.3249211356466877,0.0,0.09305993690851735,0.14353312302839116,0.41798107255520506,2008.4957627118645,2014.1489361702127,0.7114129790010677,0.02586309170720133,0.048198636806231744,0.115237815619495,0.4768056371109806,0.16764533176746918,0.1396065766294774,0.1007046388725778,0.0,0.08426306517909571,0.31679389312977096,0.3417498532002349,0.24427480916030533,0.012918379330593071,2145.6473214285716,2054.0048543689322,21.992266462480856,0.29795520934761444,0.16723466407010712,1332072.6172465961,6293.0,0.46019386620054026,0.5398061337994597,0.3709620372553643,0.24749109744253803,0.07004830917874397,0.33690360272638753,146734.23423423423,182019.70443349754,66267.0183918887,0.09630741928878575,230.0,294.0,108.0,232.0,123.0,25.0,130.0,35.0,32.0,173.0,319.0,499.0,503.0,444.0,999.0,2032.0,0.040624108077252405,0.5219294072876035,0.518694700789649,10084.0,0.6563863546211821,0.12782625942086473,0.1849464498214994,0.004958349861166204,0.025882586275287583,9931.0,0.2953378310341355,0.25475782902023963,0.04058000201389588,0.2808377806867385,0.059812707683012785,0.10864968281139865,0.05125365018628537,0.20410834759842916,16964.0
Marina,24993.0,90.0,0.5434321610050814,12559.0,0.35010749263476393,0.6498925073652361,0.4298112907078589,0.15064893701727844,0.21689624970140936,1.9828808026116729,2.799636115533318,0.0941463609810747,0.003681030688592806,0.7784579682311047,0.0023606609850758214,0.004281198735645981,0.11707278037850598,0.09262593526187332,0.06781898931700876,0.06545832833193294,0.4207178009842756,0.2955627575721202,0.1504421237946625,0.04969219404087663,0.08323073134695888,0.5533119921201675,0.313765082491997,0.1580042411875325,0.8308867713966864,0.04996137007468452,0.049102927289896126,0.06545626234011503,0.004592668898617907,0.01540904798695167,0.00030045497467593785,0.00836981715168684,0.006738775860588892,0.0,14431.0,1939.0,0.2608487936937654,0.7391512063062345,0.129720740073453,0.07478632478632478,0.03258547008547009,0.16452991452991453,0.30288461538461536,0.4252136752136752,2007.7777777777778,2015.390608034745,0.7404670050761422,0.01835532994923858,0.01723580738985242,0.12687963412098954,0.3177880950731065,0.13775899106091055,0.2833483473078789,0.13304691289584922,0.0011780195412653316,0.12701822465525606,0.361444113367057,0.29256461783660176,0.1948582911787125,0.02411475296237267,2851.46373918829,2781.377106333527,20.203136933987995,0.2455025315092104,0.09264246472045674,2000000.2195652174,12655.0,0.36823389964440933,0.6317661003555907,0.5063417756971952,0.24564057647901902,0.07967032967032966,0.3042120004308952,192174.79674796748,210699.39113335716,131760.46493018046,0.046168051708217916,269.0,215.0,101.0,152.0,73.0,125.0,159.0,247.0,72.0,281.0,366.0,685.0,818.0,1264.0,1722.0,6010.0,0.026964560862865947,0.5375302663438256,0.4894342945190403,17667.0,0.7154581989019075,0.0271692986924775,0.2416935529518311,0.007018735495556688,0.008660213958227204,17307.0,0.3281909054139943,0.2687351938521985,0.059455711561795806,0.26220604379730744,0.028947824579649853,0.07476743514185012,0.07702085861212227,0.22886693245507597,24993.0
McLaren Park,104.0,0.0,1.0,99.0,0.050505050505050504,0.9494949494949495,0.9494949494949495,0.0,1.0,1.0505050505050506,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,99.0,2003.4868421052631,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.3389830508474,1.0,0.0,0.050505050505050504,0.0,0.0,0.0,0.04040404040404041,0.9595959595959596,0.0,0.050505050505050504,0.9090909090909091,0.0,0.04040404040404041,0.0,276.05263157894734,273.54651162790697,31.57016129032258,0.6666666666666666,0.04040404040404041,0.0,0.0,0.0,0.0,0.0,0.9494949494949495,0.0,0.9494949494949495,12632.978723404256,32500.0,11711.538461538461,0.9038461538461539,0.0,94.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
Mission,57018.0,1640.0,0.45312006734715354,22899.0,0.40202628935761386,0.5979737106423861,0.3535525568802131,0.17681994846936547,0.2573038123935543,2.41835888030045,3.4629589398218554,0.15172401697709495,0.045494405275527026,0.4881090182047774,0.022799817601459188,0.0025781332210880773,0.2892946087200533,0.3441018625697148,0.03912799466835035,0.08525377950822548,0.33077273843347715,0.39431407625662074,0.15053141113332633,0.2440723145381457,0.15086308820052022,0.37560996582041745,0.2294546314409166,0.3019923532919429,0.5899027141475167,0.2739518498913976,0.08228229324474784,0.04515669775676712,0.008706444959570701,0.07191487031595087,0.05225692226258054,0.017120849836640077,0.00222680562907259,0.0,26164.0,1939.0,0.2608847547927857,0.7391152452072143,0.12478978749426693,0.31454823889739664,0.02358346094946401,0.32863705972434915,0.10290964777947932,0.23032159264931087,2008.4719260838665,2013.3196493181185,0.8376646367370061,0.012622149837133551,0.11657311669128508,0.1517352086836875,0.3180324109463385,0.17011924782143403,0.10101666411863629,0.25256077052438464,0.006535697905519034,0.17149518422259594,0.26528818223513223,0.3177648677572237,0.22775569484788258,0.017696070937165572,2096.004151530877,1991.9623059866963,21.98922627080522,0.32023633677991137,0.14038404726735598,1246978.8519637461,18875.0,0.37398675496688744,0.6260132450331126,0.3310358132519555,0.3821127560155465,0.17073987278205557,0.4567208271787297,130710.43165467626,127541.72989377845,72368.05044021187,0.12787488500459981,833.0,1006.0,461.0,747.0,678.0,472.0,348.0,240.0,684.0,803.0,1359.0,1799.0,1702.0,1390.0,2801.0,7576.0,0.05909056518120602,0.4550957100703639,0.603994855110842,37303.0,0.6194139881510871,0.1461276572929791,0.14628850226523335,0.03375063667801517,0.054419215612685305,36781.0,0.24651314537397026,0.19811859383921046,0.04839455153475979,0.34330224844348983,0.07933443897664555,0.10693020853157881,0.0352355835893532,0.18868437508496236,57018.0
Mission Bay,14896.0,370.0,0.5134264232008593,6654.0,0.5419296663660956,0.4580703336339044,0.3258190562067929,0.21791403666967238,0.15749924857228734,2.183047790802525,2.8358291735995564,0.39863050483351237,0.036721267454350164,0.44810687432867885,0.0,0.009197099892588614,0.10734425349087003,0.12298603651987111,0.06558807733619763,0.09002416756176154,0.39084317937701396,0.3589554242749731,0.0945891514500537,0.1711299239806496,0.12102626123013131,0.2950932964754665,0.4127505183137526,0.4182330827067669,0.48379912350025145,0.10252173288310942,0.26596738271427545,0.08987714634672031,0.057834614555643364,0.13140311804008908,0.018607658596163517,0.10165960198290107,0.011135857461024499,0.0,7343.0,2007.3196276183087,0.31409678388938983,0.6859032161106101,0.09383085932180307,0.35413642960812775,0.09288824383164006,0.09869375907111756,0.09579100145137881,0.3584905660377358,2014.4730679156908,2015.6612672701285,0.7299250170415814,0.04839809134287662,0.07559158632778265,0.01566117390712243,0.009124336102410459,0.0,0.0012256570883834945,0.9739888329020836,0.0,0.10064006536837805,0.36892278360343184,0.43034182214353806,0.10009532888465204,0.0,2900.9287925696594,2882.7838827838827,25.239668874172185,0.3781770376862401,0.13869412795793165,1217770.0348432055,5167.0,0.3708147861428295,0.6291852138571705,0.3468716433941998,0.345356176735798,0.19090909090909092,0.4160823838737949,164115.6462585034,187344.91315136477,90922.47583243824,0.0785488090320804,233.0,466.0,151.0,79.0,57.0,78.0,244.0,0.0,0.0,64.0,229.0,546.0,472.0,459.0,882.0,2694.0,0.01898671913428431,0.4558780127889818,0.5631087063453025,9972.0,0.773967107902126,0.06257521058965103,0.11803048535900522,0.00681909346169274,0.03860810268752507,9698.0,0.2472674778304805,0.2242730459888637,0.022994431841616828,0.25242318003712105,0.02072592287069499,0.21458032584037945,0.03804908228500722,0.22695401113631677,14896.0
Nob Hill,25622.0,910.0,0.46151744594489114,14716.0,0.270725740690405,0.729274259309595,0.529016036966567,0.05252786083174776,0.2920630606142974,1.679260668659962,2.5519578313253013,0.3233549293575833,0.04207321832799937,0.5224026227460776,0.0024588244477402234,0.0011318398251502614,0.10857856529544922,0.09632347201623605,0.02314417297634845,0.024197954882522833,0.3975880103036453,0.3291702443212864,0.22589961751619703,0.18608326560101146,0.16314458592973902,0.4002528673349589,0.2505192811342906,0.31039731480758725,0.66015422110352,0.04131207798953214,0.21918574453633785,0.06520436293899078,0.014143593431619321,0.10699588477366255,0.003515921531024012,0.0963282592193056,0.004994206720204563,0.002157497303128371,17897.0,1939.0,0.13699374830116878,0.8630062516988312,0.1777392859138403,0.33700094309965417,0.009116629990569003,0.13549198365293932,0.20559572461490097,0.3127947186419365,2010.272373540856,2014.690082644628,0.7718742669481585,0.021463757916959886,0.0841732283464567,0.036207185561826005,0.10113426831312511,0.11471196289880986,0.19640163155836174,0.5515449516678773,0.0,0.3249706654746606,0.3928032631167235,0.20338604235346705,0.07258199698273454,0.0062580320724143716,1923.5622672734794,1872.6832350463353,26.109234731420162,0.3905511811023622,0.17566929133858267,1197336.5617433414,5806.0,0.24767481915260076,0.7523251808473992,0.22660213878697993,0.5975129111171514,0.3149801587301587,0.6423622047244094,100017.85714285714,128793.77431906614,80664.52267582546,0.11071702067631292,855.0,595.0,256.0,473.0,485.0,235.0,420.0,457.0,286.0,826.0,1225.0,1244.0,1400.0,1156.0,1636.0,3167.0,0.06150329287541501,0.47678658901649157,0.5847167038589234,17243.0,0.6700690135127298,0.1032302963521429,0.17554949834715536,0.018616250072493186,0.032534941715478743,17015.0,0.17255362915074934,0.14187481633852483,0.030678812812224506,0.23191301792535998,0.02826917425800764,0.36062297972377316,0.05706729356450191,0.14957390537760798,25622.0
Noe Valley,23121.0,97.0,0.47013537476752737,10778.0,0.4690109482278716,0.5309890517721284,0.34366301725737614,0.19205789571349044,0.2879012803859714,2.1362033772499536,2.887636003956479,0.16781281086458197,0.020544094113576404,0.6596600493058259,0.002595043466978072,0.0,0.14938800224903767,0.1109813589377622,0.05254963020630596,0.09601660827818866,0.23485143376151552,0.4315124778340037,0.18506984991998615,0.07678119730185498,0.12995362563237775,0.37552698145025293,0.41773819561551434,0.23147787725444402,0.7605222313521409,0.0818040719437597,0.06879393773395417,0.08426915000456496,0.0046106089655802065,0.009723363462065187,0.005341002465078061,0.003971514653519584,0.0004108463434675431,0.0,11740.0,1939.0,0.48608276118018184,0.5139172388198181,0.08194207836456559,0.21933471933471935,0.0,0.41372141372141374,0.22661122661122662,0.14033264033264034,2007.6854020296644,2015.1632064590542,0.84842132844229,0.007118214769203895,0.022206174399711138,0.3844974446337308,0.3522998296422487,0.12793867120954003,0.04224872231686542,0.0903747870528109,0.0026405451448040886,0.046848381601362864,0.2593696763202726,0.31848381601362863,0.3460817717206133,0.029216354344122657,2689.604377104377,2605.744680851064,21.59681328545781,0.27568153096226755,0.12312691821628453,1843122.4899598393,13126.0,0.5873838183757428,0.4126161816242572,0.5677090091259028,0.14381146780478754,0.05936247375453331,0.22368658602635855,194154.05777166437,208484.24211563732,120127.17875524415,0.039894422569339276,258.0,98.0,116.0,163.0,122.0,42.0,77.0,157.0,76.0,404.0,384.0,739.0,664.0,805.0,1454.0,5219.0,0.029072745901639344,0.45530225409836067,0.5737704918032787,15162.0,0.7971903442817571,0.0518401266323704,0.11449676823638043,0.015367365782878247,0.021105395066613904,14620.0,0.3285909712722298,0.29897400820793435,0.029616963064295485,0.29165526675786596,0.041450068399452804,0.04021887824897401,0.04274965800273598,0.25533515731874146,23121.0
North Beach,11672.0,16.0,0.4727553118574366,6198.0,0.39577282994514357,0.6042271700548564,0.4899967731526299,0.1334301387544369,0.39367537915456596,1.8806066473055825,2.826742763962495,0.3881082933516107,0.04377998629198081,0.43248800548320765,0.005140507196710075,0.005311857436600411,0.12517135023989034,0.10366689513365318,0.038468128855380396,0.0841329677861549,0.29720699108978754,0.3244516792323509,0.25574023303632626,0.19257762654189706,0.17949808592088473,0.36091025095703955,0.26701403658017864,0.341329677861549,0.6019780807270784,0.044640470462443196,0.28049541120912413,0.06584692150049007,0.007039116100864297,0.14764323264724227,0.0033859039472511807,0.12946627461463067,0.012296177492649024,0.0008910273545397843,7490.0,1948.6144578313254,0.19764440141981285,0.8023555985801871,0.17249666221628837,0.24613003095975233,0.0,0.03560371517027864,0.2306501547987616,0.48761609907120745,2007.46,2012.9573863636363,0.8678387650085764,0.029845626072041165,0.0943092700583149,0.07049399198931909,0.3177570093457944,0.18237650200267022,0.062082777036048066,0.36261682242990656,0.004672897196261682,0.20774365821094792,0.3485981308411215,0.29212283044058746,0.14138851802403204,0.010146862483311082,1908.2236842105262,1826.9656699889258,25.91378048780488,0.40317715664588777,0.18922179770762115,1547413.7931034483,4287.0,0.38185211103335664,0.6181478889666433,0.3672892392049349,0.4774120684091642,0.10285714285714286,0.5696762517595013,89263.48547717842,104055.55555555556,84287.89410555175,0.11608978752570254,347.0,542.0,388.0,211.0,376.0,162.0,290.0,91.0,16.0,218.0,183.0,482.0,558.0,359.0,352.0,1623.0,0.06877776185699958,0.45035105315947843,0.6184267086975211,6499.0,0.637944299122942,0.11971072472688106,0.1967995076165564,0.010155408524388367,0.03539006000923219,6259.0,0.2001917239175587,0.18054002236779038,0.019651701549768332,0.2450870746125579,0.034350535229269855,0.3126697555520051,0.023006870107045854,0.18469404058156255,11672.0
Oceanview/Merced/Ingleside,26296.0,286.0,0.49262245208396716,7959.0,0.6264606106294761,0.37353938937052394,0.24475436612639778,0.26561125769569044,0.5162708883025505,3.2679984922728984,4.1323706377858,0.5603133556434439,0.08913903255247946,0.15158198965622147,0.0041451171280803166,0.0014831153027076362,0.19333738971706724,0.18371615454822027,0.033236994219653176,0.12062671128688773,0.2505324003650745,0.3292515972010952,0.26635229692728934,0.3681858802502234,0.24540760599741834,0.2637275345050144,0.12267897924734386,0.48250684514755093,0.3652348359688459,0.14609393438753834,0.46050664778538275,0.01876327590276139,0.009401305955471638,0.155849264416647,0.02769254976005035,0.12658327432932107,0.000786720163637794,0.0,8374.0,1946.4,0.6987058675713029,0.30129413242869707,0.04955815619775496,0.25060240963855424,0.01927710843373494,0.05060240963855422,0.03614457831325301,0.6433734939759036,2000.6301089918256,2013.8511029411766,0.9276087205528617,0.005650796074987591,0.10508757297748124,0.8008120372581801,0.11786481967996179,0.012061141628851206,0.002866013852400287,0.06556006687365655,0.0008359207069500836,0.03737759732505374,0.0939813709099594,0.3636255075232864,0.45605445426319563,0.0489610699785049,2555.309734513274,2317.180616740088,29.463815789473685,0.4341117597998332,0.19974979149291075,971194.7844598191,12909.0,0.7641180571694167,0.2358819428305833,0.4909111651962276,0.14825983163714035,0.09908289875921597,0.26230191826522103,108126.77053824363,114089.3470790378,40776.684666869485,0.09583955295288399,333.0,144.0,114.0,168.0,252.0,184.0,186.0,177.0,335.0,298.0,554.0,1005.0,706.0,678.0,1217.0,1608.0,0.04351491569390402,0.4964332036316472,0.5470817120622569,14740.0,0.41478968792401627,0.2455223880597015,0.20522388059701493,0.032632293080054275,0.10183175033921303,14474.0,0.5460135415227304,0.4473538759154346,0.09865966560729585,0.2815393118695592,0.007945281193864862,0.012850628713555341,0.02611579383722537,0.1255354428630648,26296.0
