Neighborhood,Total Population,Group Quarter Population,Percent Female,Housholds,Family Households,Non-Family Households,"Single Person Households, % of Total","Households with Children, % of Total","Households with 60 years and older, % of Total",Average Household Size,Average Family Household Size,Asian,Black/African American,White,Native American Indian,Native Hawaiian/Pacific Islander,Other/Two or More Races,% Latino (of Any Race),0-4 Years,5-17 Years,18-34 Years,35-59 Years,60 and older,High School or Less,Some College/Associate Degree,College Degree,Graduate/Professional Degree,Foreign Born,English Only,Spanish Only,Asian/Pacific Islander,Other European Languages,Other Languages,% of All Households,% of Spanish-Speaking Households,% of Asian-Speaking Households,% of Other European-Speaking Households,% of Households Speaking Other Languages,Total Number of Units,Median Year Structure Built,Owner Occupied,Renter Occupied,Vacant Units,For Rent,For Sale Only,"Rented or Sold, Not Occupied","For Seasonal, Recreation or Occasional Use",Other Vacant,Median Year Moved in to Unit (Own),Median Year Moved in to Unit (Rent),Percent in Same House Last Year,Percent Abroad Last Year,"Overcrowding, Renter Occupied Housing",Single Family Housing,2-4 Units,5-9 Units,10-19 Units,20 Units or More,Other Type,No Bedroom,1 Bedroom,2 Bedrooms,3-4 Bedrooms,5 or More Bedrooms,Median Rent,Median Contract Rent,Median Rent as % of Household Income,Rent Burdened,Extremely Rent Burdened,Median Home Value,Vehicles Available,Vehicles Homeowners,Vehicles Renters,Vehicles Per Capita,Households with no Vehicle,Percent of Homeowning Households,Percent of Renting Households,Median Household Income (B19013_001),Median Family Income (B19113_001),Per Capita Income,Percent in Poverty,Household Income Less than 10000,Household Income 10000 to 14999,Household Income 15000 to 19999,Household Income 20000 to 24999,Household Income 25000 to 29999,Household Income 30000 to 34999,Household Income 35000 to 39999,Household Income 40000 to 44999,Household Income 45000 to 49999,Household Income 50000 to 59999,Household Income 60000 to 74999,Household Income 75000 to 99999,Household Income 100000 to 124999,Household Income 125000 to 149999,Household Income 150000 to 199999,Household Income Greater than 200000,Unemployment Rate,Percent Unemployment Female,Percent Unemployment Male,Employed Residents,Managerial Professional,Services,Sales and Office,Natural Resources,Production Transport Materials,Workers 16 Years and Older,Car,Drove Alone,Carpooled,Transit,Bike,Walk,Other Journey Type,Worked at Home,Population Density per Acre
Outer Mission,24101.0,185.0,0.48902535164516,6576.0,0.7372262773722628,0.26277372262773724,0.13838199513381996,0.3082420924574209,0.5177919708029197,3.636861313868613,4.156765676567657,0.5497697190987926,0.02630596240819883,0.1919007510061823,0.0042736815899755195,0.007468569768889257,0.2202813161279615,0.27351562175843325,0.02950085058711257,0.12040994149620347,0.213684079498776,0.386083564997303,0.25032156342060496,0.4072135266712035,0.24011935298120715,0.2415327435481338,0.11113437679945558,0.5498941952616074,0.2768277041470714,0.24792646430098333,0.4533561351004703,0.01646002565198803,0.00542967079948696,0.14330910645575032,0.030354852501068834,0.10974775545104745,0.0005985463873450193,0.0005985463873450193,6824.0,1939.0,0.6865875912408759,0.3134124087591241,0.03634232121922626,0.03225806451612903,0.0,0.2540322580645161,0.03225806451612903,0.6814516129032258,2002.411083540116,2011.4590592334496,0.9088777219430486,0.024958123953098828,0.16642406598738477,0.8352872215709262,0.10126025791324736,0.0123094958968347,0.019196951934349355,0.031213364595545134,0.0007327080890973036,0.03238569753810082,0.060228604923798355,0.3801289566236811,0.451348182883939,0.07590855803048066,1932.8817733990147,1771.2527964205817,26.475,0.42358078602620086,0.21542940320232898,1057125.3071253072,11100.0,0.7792792792792793,0.22072072072072071,0.4605618024148376,0.1339720194647202,0.06755260243632337,0.2794759825327511,119965.03496503497,125132.97872340426,43664.59068088461,0.09136184816271867,64.0,114.0,92.0,164.0,96.0,168.0,106.0,156.0,243.0,298.0,379.0,837.0,715.0,681.0,628.0,1835.0,0.05889587318939601,0.4885897786280404,0.5703060945613556,13774.0,0.3920429795266444,0.2672426310439959,0.1905764483810077,0.03622767533033251,0.11391026571801946,13467.0,0.4752357614910522,0.3976386723100913,0.07759708918096087,0.3382342021237098,0.009207692878889137,0.010470037870349743,0.04254845177099577,0.12430385386500334,24101.0
Outer Richmond,45236.0,176.0,0.5275444336369264,19075.0,0.5208387942332896,0.47916120576671034,0.34993446920052423,0.22951507208387942,0.42825688073394497,2.3622542595019658,3.146250629089079,0.423114333716509,0.016137589530462463,0.44148465823680255,0.0015032275179060926,0.00013263772216818464,0.11762755327615174,0.06822000176850296,0.05511097356088072,0.09943407905208242,0.24146697320718014,0.34364223185073833,0.2603457423291184,0.1696133226873503,0.20534390327363977,0.3875327934299076,0.2375099806091023,0.33119639225395703,0.5842126196102285,0.031420349530917345,0.28921694780431884,0.08113609245958403,0.01401399059495122,0.10118615913716866,0.0020354210046089416,0.06803453197014715,0.024635612848887538,0.0057787240015909035,20858.0,1939.0,0.41960681520314547,0.5803931847968545,0.08548278837855978,0.1850813236118901,0.062254627033090294,0.12787436904094224,0.12058328659562535,0.504206393718452,1998.3423099940155,2012.24645957058,0.8594363102311711,0.0041929191237471694,0.0545569505916358,0.32759612618659506,0.40766132898648,0.12364560360533129,0.08183910250263687,0.059257838718956755,0.0,0.06573017547224087,0.22485377313261098,0.35128008438009395,0.315418544443379,0.042717422571675136,2001.6840171463564,1899.7315159025197,24.923849525200875,0.337367898112185,0.15545117875530665,1442951.6329061596,22810.0,0.5192459447610697,0.4807540552389303,0.5042444071093819,0.20414154652686764,0.13468265867066467,0.2543582332219312,118345.77114427861,151990.8386187456,68012.540896631,0.09502632859861056,681.0,779.0,410.0,396.0,524.0,488.0,288.0,464.0,268.0,881.0,1071.0,1960.0,1809.0,1536.0,2500.0,5020.0,0.05499868603821752,0.5229192476630251,0.5320794383751924,25167.0,0.5967338180951246,0.13434259148885444,0.1819843445782175,0.02519171931497596,0.061747526522827514,24859.0,0.44004183595478497,0.3575365058932379,0.08250533006154713,0.2849269882135243,0.023854539603362968,0.03210104992155759,0.029486302747495877,0.18958928355927432,45236.0
Pacific Heights,23895.0,481.0,0.4975099393178489,12850.0,0.31828793774319064,0.6817120622568094,0.5236575875486381,0.12342412451361867,0.28848249027237355,1.822101167315175,2.861124694376528,0.1808328102113413,0.04816907302783009,0.6796400920694706,0.0024272860431052523,0.0,0.08893073864825277,0.08876333961079724,0.043565599497802886,0.0734881774429797,0.34379577317430426,0.3305293994559531,0.20862105042896004,0.0650301890527566,0.12110264277937247,0.4400673067405721,0.3737998614272988,0.21288972588407618,0.7787258248009101,0.047694057932965786,0.09368163122429334,0.07692307692307693,0.002975409118753829,0.021002887897085848,0.002581604970683469,0.01461450949505557,0.00280038505294478,0.0,15231.0,1939.0,0.310272373540856,0.689727626459144,0.15632591425382444,0.2259554808903822,0.0,0.1616967660646787,0.3385132297354053,0.2738345233095338,2008.3439201451906,2015.1144157814872,0.792667990032521,0.007813489884698231,0.042874873067809995,0.14982601273718074,0.14805331232355065,0.15435624712756876,0.20116866916157836,0.3460048585122448,0.0005909001378766989,0.1758256188037555,0.36497931849517434,0.22992580920491104,0.1863961657146609,0.04287308778149826,2651.6129032258063,2561.0419906687403,20.02232968881413,0.29121065102109894,0.1469028545639174,1728785.9007832897,11975.0,0.42505219206680583,0.5749478079331941,0.5011508683825068,0.2876264591439689,0.12816654125909205,0.3593591334762496,175997.425997426,208985.51784997995,130834.6976354886,0.05895633652822151,441.0,419.0,150.0,269.0,271.0,175.0,100.0,178.0,162.0,323.0,450.0,753.0,1276.0,650.0,1554.0,5679.0,0.03718091009988901,0.5109754593661364,0.5262054507337526,15542.0,0.7482306009522584,0.039505855102303436,0.1728863724102432,0.018144382962295716,0.02123278857289924,15469.0,0.31469390393690605,0.25728877109056825,0.05740513284633784,0.24384252375719181,0.016678518326976532,0.12075764432089986,0.08242291033680264,0.2216044993212231,23895.0
Portola,15965.0,174.0,0.4873160037582211,4870.0,0.7262833675564682,0.27371663244353184,0.1868583162217659,0.2720739219712526,0.4731006160164271,3.242505133470226,3.878710771840543,0.585029752583777,0.029627309740056375,0.18127153147510178,0.002254932665205136,0.00043845912934544314,0.20137801440651426,0.2241778891324773,0.03382398997807704,0.13761352959599124,0.19862198559348576,0.38791105543376136,0.24202943939868463,0.42532729917569095,0.28600290932600614,0.19589461774688863,0.09277517375141425,0.49846539304729093,0.3489141004862237,0.13419773095623988,0.49711507293354945,0.01815235008103728,0.0016207455429497568,0.1413290113452188,0.01205834683954619,0.12447325769854133,0.0008427876823338735,0.0,5079.0,1953.5903983656792,0.6474332648870637,0.35256673511293635,0.041149832644221306,0.3062200956937799,0.07655502392344497,0.0,0.0,0.6172248803827751,2000.2800953516091,2012.2645211930926,0.9679949399114485,0.004301075268817204,0.10425160163075131,0.8127584170112226,0.1141957078164993,0.016538688718251624,0.01831069108092144,0.03819649537310494,0.0,0.049419177003347116,0.08919078558771412,0.38038984051978736,0.43236857649143534,0.04863162039771608,2010.9126984126983,1845.0095969289828,35.8083850931677,0.569015725101922,0.25742574257425743,1037249.8146775389,8037.0,0.7683215130023641,0.23167848699763594,0.5034137175070467,0.1513347022587269,0.09673326990168093,0.2516016307513104,114088.6287625418,120263.9751552795,45253.69245223927,0.0911836888804984,146.0,162.0,211.0,137.0,37.0,143.0,100.0,147.0,78.0,204.0,236.0,497.0,598.0,458.0,587.0,1129.0,0.04989372413021591,0.48607226759145317,0.5638214565387627,8493.0,0.3652419639703285,0.2049923466384081,0.1983986812669257,0.08995643471093842,0.14141057341339927,8267.0,0.6288859320188702,0.5149389137534777,0.11394701826539252,0.2617636385629612,0.007499697592838999,0.019716946897302527,0.015241320914479255,0.06689246401354784,15965.0
Potrero Hill,15089.0,5.0,0.47425276691629664,7287.0,0.4329628104844243,0.5670371895155757,0.35364347468093865,0.18649650061753809,0.20804171812817346,2.0699876492383695,2.7362916006339146,0.22473324938697065,0.04228245741931208,0.5562992908741468,0.0,0.0,0.17668500231957054,0.11246603485983167,0.05825435747895818,0.08350453973092982,0.3554244814102989,0.36417257604877723,0.13864404533103586,0.08213914018093027,0.12304859498839164,0.43559362741173646,0.3592186374189416,0.21412949831002717,0.7421534130893737,0.07065446868402533,0.10450387051372273,0.07839549612948628,0.004292751583391977,0.02104152005629838,0.003940886699507389,0.014989444053483462,0.00211118930330753,0.0,8043.0,1972.8670360110802,0.445450802799506,0.554549197200494,0.09399477806788512,0.3148148148148148,0.03571428571428571,0.14682539682539683,0.18783068783068782,0.3148148148148148,2009.1908975979773,2015.720467032967,0.8213778649178555,0.012169562571834224,0.08240534521158129,0.23846823324630112,0.26420489866965063,0.05234365286584608,0.08951883625512869,0.3554643789630735,0.0,0.15069004102946662,0.2288946910356832,0.3777197563098346,0.23038667163993534,0.012308839985080195,3237.3076923076924,3169.817073170732,21.064482200647248,0.2826033160108884,0.1432813659985152,1285308.056872038,8555.0,0.5428404441846874,0.4571595558153127,0.5669693153953211,0.1752435844654865,0.04621072088724584,0.2788913635238802,198703.25693606754,207342.10005408328,121655.39134468818,0.06319209601485312,118.0,122.0,155.0,118.0,175.0,90.0,133.0,122.0,75.0,193.0,213.0,462.0,383.0,477.0,829.0,3622.0,0.03764904703783682,0.45986292366913906,0.5777861233686977,10250.0,0.7974634146341464,0.06546341463414634,0.09648780487804878,0.018341463414634145,0.02224390243902439,9993.0,0.3060142099469629,0.25888121685179627,0.047132993095166616,0.1778244771339938,0.0687481236865806,0.11167817472230561,0.07605323726608626,0.2596817772440709,15089.0
Presidio,4231.0,0.0,0.5447884660836682,1351.0,0.5854922279792746,0.41450777202072536,0.11324944485566248,0.40932642487046633,0.11324944485566248,3.131754256106588,3.463969658659924,0.0768139919640747,0.017726305837863388,0.6197116520917041,0.0068541715906405105,0.0,0.27889387851571734,0.2013708343181281,0.11510281257385961,0.13850153627983927,0.3505081541006854,0.35428976601276296,0.041597731032852754,0.08769497400346621,0.05684575389948007,0.48596187175043326,0.36949740034662043,0.16450011817537225,0.8058226495726496,0.08173076923076923,0.038995726495726496,0.07077991452991453,0.002670940170940171,0.019764957264957264,0.0,0.007745726495726496,0.01201923076923077,0.0,1379.0,1946.0915492957747,0.008142116950407105,0.9918578830495929,0.02030456852791878,0.0,0.0,0.0,0.0,1.0,2005.0,2015.60663507109,0.6787654320987654,0.006419753086419753,0.014179104477611941,0.25090645395213923,0.5286439448875997,0.04713560551124003,0.0,0.1602610587382161,0.01305293691080493,0.022480058013052938,0.07686729514140682,0.20232052211747642,0.659173313995649,0.03915881073241479,3500.516853932584,3500.3011583011585,23.577298850574714,0.3119402985074627,0.18955223880597014,2000001.0,0.0,0.0,0.0,0.0,0.04219096965210955,0.0,0.04253731343283582,206363.30361757107,210764.31944444444,75165.25644055779,0.033325454975183175,0.0,10.0,0.0,0.0,21.0,0.0,0.0,0.0,46.0,72.0,74.0,86.0,62.0,78.0,128.0,774.0,0.027119938884644767,0.5813598166539343,0.4457601222307105,2547.0,0.6274047899489595,0.10757754220651747,0.2061248527679623,0.027483313702394974,0.031409501374165684,2463.0,0.4185952090946001,0.33617539585870887,0.08241981323589119,0.1993503857084856,0.03857084855866829,0.09460008120178644,0.0637434023548518,0.1851400730816078,4231.0
Presidio Heights,10475.0,98.0,0.5189498806682578,5051.0,0.49514947535141557,0.5048505246485845,0.38685408829934664,0.20075232627202533,0.34409027915264306,2.0544446644228866,2.6873250699720113,0.19990453460620525,0.003532219570405728,0.6755131264916467,0.0,0.0006682577565632459,0.120381861575179,0.09460620525059665,0.04897374701670645,0.10863961813842482,0.2565155131264916,0.34797136038186155,0.23789976133651553,0.07017969888295289,0.10830500242836329,0.47826614861583294,0.3432491500728509,0.20782816229116946,0.7759486046978519,0.06484641638225255,0.08462156193535435,0.0727765508933949,0.0018068660911463562,0.037241517767516566,0.0,0.02589841397309777,0.011343103794418791,0.0,5552.0,1939.0,0.3842803405266284,0.6157196594733716,0.09023775216138329,0.0,0.03992015968063872,0.4590818363273453,0.05788423153692615,0.4431137724550898,2007.5584795321638,2014.6666666666667,0.7948569218870843,0.013727764887857695,0.04340836012861737,0.2802593659942363,0.27953890489913547,0.12896253602305474,0.15922190201729106,0.15201729106628242,0.0,0.07835014409221902,0.27953890489913547,0.2512608069164265,0.32222622478386165,0.06862391930835735,2533.9506172839506,2438.133874239351,23.066831683168317,0.28713826366559486,0.14180064308681672,2000000.3367609254,6039.0,0.5149859248219903,0.4850140751780096,0.5765155131264916,0.2134230845377153,0.0994332818134982,0.2845659163987138,150613.8392857143,206670.39847539848,119636.91646778044,0.06024327171726846,173.0,193.0,97.0,164.0,8.0,85.0,109.0,61.0,245.0,171.0,145.0,359.0,273.0,437.0,448.0,2083.0,0.062180974477958235,0.525908739365816,0.5362722351121423,6063.0,0.7549068118093353,0.043212930892297545,0.16130628401781297,0.01896750783440541,0.021606465446148772,5989.0,0.3832025379863082,0.2638169978293538,0.11938554015695442,0.2868592419435632,0.01452663215895809,0.053598263483052265,0.02821840040073468,0.23359492402738355,10475.0
Russian Hill,17614.0,5.0,0.5219143862836381,9407.0,0.3609014563622834,0.6390985436377166,0.42510896141171467,0.07101094929307962,0.34655044116083766,1.8719039013500585,2.56759941089838,0.23946860451913252,0.017656409674122856,0.6731009424321562,0.005166344952878392,0.0009651413648234359,0.06364255705688657,0.06409674122856819,0.020324741682752355,0.02390144203474509,0.401952991938231,0.30208924718973545,0.25173157715453615,0.1513420902341519,0.10774795355035217,0.4268671870042515,0.31404276921124435,0.24298853184966504,0.7202132591562355,0.04218822438572091,0.1746059341678257,0.0584144645340751,0.004578117756142791,0.05088085303662494,0.003245248029670839,0.04299953639313862,0.004636068613815485,0.0,11322.0,1939.0,0.2334431806101839,0.7665568193898161,0.16913972796325738,0.22767624020887728,0.026631853785900782,0.0422976501305483,0.34308093994778066,0.360313315926893,2008.235294117647,2012.7037157757497,0.7751664485289933,0.02088431115916463,0.02579392594647067,0.06562444797738916,0.28095742801625156,0.18521462639109698,0.2087087087087087,0.2594947889065536,0.0,0.10528175234057587,0.39206853912736267,0.3400459282812224,0.1584525702172761,0.004151210033562975,2389.21651221567,2301.0695187165775,20.08482428115016,0.29787824157537096,0.1582304812092636,1296108.291032149,7353.0,0.3385012919896641,0.661498708010336,0.4174520267968661,0.39513128521313917,0.1552823315118397,0.4681736236305644,144501.1025358324,175195.3125,107686.57885772681,0.07187464516861587,353.0,291.0,171.0,264.0,359.0,251.0,111.0,95.0,84.0,353.0,341.0,638.0,685.0,907.0,1075.0,3429.0,0.024533704821608236,0.4979490751489823,0.526584629672626,12604.0,0.6838305299904792,0.07854649317676927,0.21128213265629958,0.0011107584893684545,0.025230085687083466,12478.0,0.22319281936207724,0.1923385157877865,0.030854303574290753,0.2488379548004488,0.03710530533739381,0.20203558262542073,0.06202917134156115,0.22679916653309826,17614.0
Seacliff,2501.0,0.0,0.5173930427828869,902.0,0.7749445676274944,0.22505543237250555,0.18181818181818182,0.38470066518847007,0.4844789356984479,2.772727272727273,3.171673819742489,0.21391443422630949,0.012395041983206718,0.6745301879248301,0.0,0.0,0.09916033586565375,0.058376649340263896,0.05437824870051979,0.1995201919232307,0.11515393842463015,0.36105557776889247,0.2698920431827269,0.07126948775055679,0.09688195991091314,0.3585746102449889,0.4732739420935412,0.20151939224310275,0.825369978858351,0.041014799154334036,0.1010570824524313,0.03255813953488372,0.0,0.02748414376321353,0.0,0.02748414376321353,0.0,0.0,1039.0,1939.0,0.7427937915742794,0.2572062084257206,0.13185755534167468,0.0,0.0,0.0,0.8759124087591241,0.12408759124087591,2003.2278481012659,2015.0204081632653,0.9314792422410318,0.0024183796856106408,0.0,0.7776708373435997,0.13763233878729547,0.03657362848893166,0.04812319538017324,0.0,0.0,0.0,0.02598652550529355,0.2030798845043311,0.6467757459095284,0.12415784408084697,2438.7755102040815,2431.818181818182,28.54,0.47413793103448276,0.34913793103448276,2000000.8057040998,1706.0,0.824736225087925,0.17526377491207504,0.6821271491403439,0.037694013303769404,0.029850746268656716,0.0603448275862069,203791.13524590165,209548.99305555556,150830.70771691322,0.023590563774490203,18.0,2.0,9.0,5.0,16.0,0.0,5.0,5.0,14.0,58.0,35.0,21.0,44.0,86.0,96.0,488.0,0.01326053042121685,0.4594383775351014,0.5538221528861155,1265.0,0.7343873517786561,0.07905138339920949,0.15019762845849802,0.014229249011857707,0.022134387351778657,1202.0,0.5831946755407654,0.5249584026622296,0.05823627287853577,0.06156405990016639,0.0,0.028286189683860232,0.026622296173044926,0.3003327787021631,2501.0
South of Market,24972.0,1156.0,0.4273986865289124,13068.0,0.30402509947964496,0.695974900520355,0.5668044077134986,0.10751453933272115,0.25382614018977656,1.822467095194368,3.0495846967027433,0.4412141598590421,0.08561588979657216,0.30317956110844146,0.003684126221367932,0.005926637834374499,0.16037962518020182,0.15513374979977576,0.03067435527791126,0.06439211917347429,0.36849271183725774,0.3628063431042768,0.17363447060707993,0.25027701498289734,0.2024859083682613,0.33444139326492267,0.2127956833839187,0.4541086016338299,0.5034289019251426,0.11096422374617863,0.3166157151119557,0.05882838965545732,0.010162769561265802,0.16409154755019417,0.047261009667024706,0.10741138560687433,0.007394860778319425,0.0020242914979757085,15318.0,1998.4395132426628,0.1994949494949495,0.8005050505050505,0.14688601645123384,0.49822222222222223,0.013777777777777778,0.09688888888888889,0.14888888888888888,0.24222222222222223,2014.9724842767296,2015.2320754716982,0.7465167637020679,0.02397109014254166,0.13631583978587133,0.038386212299255776,0.06410758584671628,0.05679592636114375,0.08264786525656091,0.7580624102363233,0.0,0.3926100013056535,0.3463898681289986,0.18801410105757932,0.06064760412586499,0.012338425381903642,1520.5066344993968,1476.7945544554455,27.055166666666665,0.41114616193480547,0.18669343275021508,892169.1792294807,5230.0,0.4581261950286807,0.5418738049713193,0.2094345667147205,0.6039179675543311,0.2911392405063291,0.6818659783959469,90569.27297668038,125694.44444444444,70590.72961717124,0.15847327005759715,989.0,1485.0,420.0,153.0,409.0,322.0,554.0,345.0,133.0,429.0,841.0,729.0,763.0,921.0,1328.0,3247.0,0.05819332846359873,0.393718042366691,0.6644752860969078,15452.0,0.6102769867978255,0.17143411856070412,0.13894641470359825,0.0066658037794460265,0.07267667615842609,15254.0,0.1360954503736725,0.11124950832568507,0.024845942047987412,0.2428215550019667,0.041366199029762685,0.3403697390848302,0.03880949259210699,0.20053756391766095,24972.0
Sunset/Parkside,81209.0,452.0,0.50461155783226,27609.0,0.6819153174689413,0.3180846825310587,0.20714259842804883,0.2589010829801876,0.48962294903835707,2.925024448549386,3.468688585542041,0.5325025551355146,0.013446785454814121,0.33027127535125417,0.0012560184216035169,0.0068834735066310385,0.11563989213018261,0.07891982415742098,0.046127892228693866,0.1112438276545703,0.21647846913519436,0.36085901808912807,0.2652907928924134,0.2552949249820643,0.20696216351102653,0.3686952181914595,0.16904769331544964,0.399869472595402,0.4779701276738572,0.047480732736919565,0.41246788789486594,0.04977860397867369,0.012302647715683616,0.10126124730516504,0.0018976801827969483,0.09117901449724385,0.004569923705511019,0.00118766378787292,29094.0,1944.7727272727273,0.6617407367162882,0.3382592632837118,0.05104145184574139,0.17845117845117844,0.0053872053872053875,0.298989898989899,0.08484848484848485,0.43232323232323233,2000.2593037214885,2012.2210197210197,0.9094798104784052,0.005956748286968525,0.07152800085662277,0.7448958548154259,0.1764625008592837,0.042723585619027976,0.014779679659036227,0.020691551522650717,0.00044682752457551384,0.02560665429298137,0.09318072454801678,0.3765724891730254,0.46263834467587817,0.0420017873100983,2398.463593854375,2232.946298984035,25.652583862194017,0.35892493843023876,0.1831031159653068,1282279.4396062098,46523.0,0.7134105711153623,0.28658942888463773,0.5728798532182393,0.10080046361693651,0.07651888341543514,0.14830281614733912,131196.33981021238,149792.817679558,56163.53359849278,0.06932570069139841,702.0,566.0,613.0,660.0,698.0,458.0,624.0,449.0,671.0,1051.0,1866.0,2565.0,2333.0,2213.0,3716.0,8424.0,0.05918837120081845,0.5004689031928045,0.558719468008014,44110.0,0.5426887327136704,0.1679664475175697,0.1748129675810474,0.03609158920879619,0.07844026297891635,42899.0,0.5085200121214947,0.4092869297652626,0.09923308235623209,0.2600759924473764,0.020466677544931117,0.03787967085479848,0.03545537192009138,0.13760227511130796,81209.0
Tenderloin,31118.0,1590.0,0.4294299119480686,18133.0,0.24579495946616667,0.7542050405338333,0.6548833618265042,0.10296145149727016,0.3222301880549275,1.6284122869905697,3.0608032308727844,0.31486599395848064,0.08368147053152517,0.34680892088180476,0.021370268012083037,0.0016067870685776721,0.23166655954752877,0.23340188958159264,0.03808085352529083,0.0677100070698631,0.27337875184780513,0.39498039719776334,0.22584999035927758,0.39735048032228076,0.23907654167957856,0.24674620390455532,0.11682677409358537,0.4337361012918568,0.47469348211004575,0.1800688203654829,0.2319847659773494,0.08037951424848828,0.03287341729863361,0.19714027995857414,0.04433234223098253,0.11699462132095012,0.018173921758594194,0.015467878261450572,20903.0,1939.0,0.03325428776264269,0.9667457122373573,0.13251686360809453,0.448014440433213,0.0,0.09963898916967509,0.047653429602888084,0.4046931407942238,2009.9330357142858,2014.043312101911,0.8167185877466251,0.012461059190031152,0.1618938961779806,0.009185284408936517,0.018466248863799453,0.015308807348227527,0.05702530737214754,0.8976701908816916,0.00234416112519734,0.6264172606802851,0.28005549442663735,0.0573123475099268,0.02152801033344496,0.014686887049705784,1138.5135135135135,1090.9253945480632,30.45172678434382,0.46965202509982884,0.22413006274957217,861550.6329113924,3740.0,-1069518.65,0.9344919786096256,0.12018767272960987,0.792312358683064,0.4262023217247098,0.804905875641757,41055.3772070626,56464.35452793834,40407.75114081882,0.231372163190345,1812.0,3170.0,1054.0,950.0,750.0,566.0,633.0,623.0,716.0,1196.0,1359.0,1228.0,1050.0,746.0,1095.0,1185.0,0.10795164311254896,0.4098984051308247,0.6980532379817243,15703.0,0.40756543335668344,0.28586894224033627,0.17079538941603514,0.05584920078965803,0.07992103419728715,15401.0,0.1268748782546588,0.11629114992532952,0.010583728329329264,0.3433543276410623,0.033958833841958316,0.34692552431660284,0.042140120771378485,0.10674631517433933,31118.0
Treasure Island,3185.0,951.0,0.4364207221350079,650.0,0.47692307692307695,0.5230769230769231,0.15846153846153846,0.3030769230769231,0.29846153846153844,3.436923076923077,3.6451612903225805,0.09073783359497645,0.18398744113029827,0.43893249607535323,0.010675039246467817,0.02857142857142857,0.24709576138147565,0.271585557299843,0.024803767660910518,0.1368916797488226,0.46373626373626375,0.29073783359497646,0.08383045525902669,0.28069226608977826,0.3174689021092482,0.3104380746349378,0.0914007571660357,0.3246467817896389,0.5634256278171281,0.2031551835157759,0.08950418544752092,0.11526078557630393,0.02865421764327109,0.11526078557630393,0.06310367031551835,0.014810045074050225,0.03734707018673535,0.0,679.0,1956.7412935323382,0.0,1.0,0.042709867452135494,1.0,0.0,0.0,0.0,0.0,0.0,2015.0676691729323,0.7683042789223454,0.005071315372424723,0.1076923076923077,0.30338733431516934,0.35198821796759944,0.26362297496318116,0.05743740795287187,0.023564064801178203,0.0,0.0,0.036818851251840944,0.25184094256259204,0.6715758468335787,0.039764359351988215,2300.518134715026,2245.4545454545455,23.46453488372093,0.3984615384615385,0.21846153846153846,0.0,968.0,-688705.2334710744,1.0,0.30392464678178965,0.17076923076923076,0.0,0.17076923076923076,84146.34146341463,37118.64406779661,24439.27786499215,0.4210357027983274,40.0,35.0,24.0,0.0,27.0,30.0,66.0,36.0,16.0,21.0,0.0,82.0,0.0,33.0,81.0,159.0,0.12698412698412698,0.5088985088985089,0.6180856180856181,1815.0,0.21652892561983472,0.27107438016528923,0.2815426997245179,0.051790633608815424,0.1790633608815427,1763.0,0.4078275666477595,0.3295519001701645,0.07827566647759501,0.41123085649461144,0.03119682359614294,0.07657402155416904,0.0,0.07317073170731707,3185.0
Twin Peaks,8095.0,924.0,0.43125386040765906,3532.0,0.44394110985277463,0.5560588901472253,0.4116647791619479,0.12485843714609286,0.3672140430351076,2.0302944507361267,2.7755102040816326,0.20679431747992588,0.05583693638048178,0.5939468807906115,0.0002470660901791229,0.0,0.14317479925880172,0.148733786287832,0.01445336627547869,0.07498455836936381,0.24891908585546635,0.3676343421865349,0.2940086473131563,0.15614713038500072,0.18305424359524833,0.36825533132961213,0.29254329469013884,0.24410129709697345,0.7598395587866633,0.08460767109551266,0.09074956129355728,0.058285284532464274,0.006517924291802457,0.024191526698420656,0.016545500125344698,0.007646026573075959,0.0,0.0,3795.0,1963.2015590200444,0.41647791619479047,0.5835220838052095,0.06930171277997364,0.5475285171102662,0.0,0.2813688212927757,0.09505703422053231,0.07604562737642585,2002.8247734138972,2012.3462929475588,0.8015873015873016,0.01103670634920635,0.06356137797185832,0.3997364953886693,0.0927536231884058,0.14808959156785242,0.23241106719367588,0.12015810276679842,0.006851119894598155,0.13465085638998683,0.247167325428195,0.3061923583662714,0.2951251646903821,0.01686429512516469,2423.245614035088,2395.8333333333335,23.912347560975608,0.2789907811741873,0.07811741872877244,1243367.3469387754,4877.0,0.42710682796801314,0.5728931720319869,0.6024706609017912,0.14354473386183467,0.13256288239293,0.15138282387190685,141884.32835820896,173287.67123287672,80631.11797405806,0.09844054580896686,100.0,244.0,57.0,34.0,88.0,61.0,39.0,67.0,31.0,109.0,85.0,341.0,329.0,268.0,469.0,1210.0,0.02927548441449031,0.4022746419545072,0.6270008424599831,4609.0,0.7776090258190497,0.08049468431330006,0.1143415057496203,0.012367107832501627,0.015187676285528313,4547.0,0.5190235319991203,0.4504068616670332,0.06861667033208708,0.1757202551132615,0.014954915328788213,0.0200131955135254,0.04486474598636463,0.22542335605893996,8095.0
