Attribute,North Beach,Russian Hill,Financial District,Chinatown,Nob Hill,Tenderloin,Marina,Pacific Heights,Presidio Heights,Western Addition,Japantown,Lone Mountain/USF,Hayes Valley,Haight Ashbury,Castro/Upper Market,South of Market,Mission,Treasure Island,Twin Peaks,Noe Valley,Glen Park,Potrero Hill,Bayview Hunters Point,Bernal Heights,Outer Mission,Excelsior,Portola,Visitacion Valley,Inner Sunset,West of Twin Peaks,Oceanview/Merced/Ingleside,Sunset/Parkside,Lakeshore,Inner Richmond,Outer Richmond,Seacliff,Presidio,Mission Bay,Lincoln Park,Golden Gate Park,McLaren Park,sf,Category
Average Family Household Size,2.8574346405228757,2.52430449403852,2.422513321492007,2.898563734290844,2.5695102685624014,3.1461502996772706,2.7436077879427634,2.7598475222363406,2.767728237791932,2.8789133247089262,2.3267148014440435,2.7997685185185186,2.7721518987341773,2.900726392251816,2.666581567526168,2.7679490320999753,3.2677357689039934,3.7583892617449663,2.8116621983914207,2.9394127377998345,3.084553613604157,2.694555112881806,4.058303270103573,3.3351724137931034,4.0299500831946755,3.9797428432799613,3.83835005574136,4.156488549618321,3.033068305023491,3.0649040850810056,3.927574347562209,3.4257495399935056,2.9502285424073134,3.0562597287080275,3.079337059919584,3.1510903426791277,3.4374193548387098,2.834400222655163,0.0,1.9090909090909092,2.0,3.2014261720246338,Households
Asian,0.34378194207836454,0.24353710022555086,0.44618649573389924,0.8368509457386986,0.3149987884661982,0.307056401297729,0.1028858218318695,0.17089928683249261,0.23629417382999046,0.26702985007428753,0.3271305285868393,0.2034658264663112,0.18567151636115342,0.09570724841660802,0.12916058878132874,0.427715019778965,0.15755638493544527,0.10363520408163265,0.22322775263951736,0.1665150136487716,0.13859910581222057,0.2341557491520915,0.38631929867884923,0.1554084063471555,0.5631737056016964,0.49261185192812645,0.6103170065434217,0.5758062728582511,0.337949439215262,0.364701173959445,0.6025094408575953,0.5283155304087483,0.36906377204884666,0.3680926067073171,0.43582437798667356,0.25298126064735943,0.06983805668016195,0.44546019900497513,0.3118279569892473,0.0,1.0,0.34795472811960954,Race/Ethnicity
Black/African American,0.05144804088586031,0.0188537389393326,0.013816102906145784,0.016650843496677135,0.04733058719004927,0.09411654604442227,0.004182350480970306,0.04431205427030788,0.0044890162368672396,0.16514339741569492,0.03910463861920173,0.046958313136209406,0.08624402542150324,0.04216965300709143,0.029748486054015824,0.07573100607642429,0.05117948534795264,0.1603954081632653,0.049270990447461034,0.018458338749512544,0.06534449157399977,0.03331781605373412,0.2422768242992962,0.04409092744377599,0.02964304647464216,0.022627812387375792,0.029921860110539357,0.09259669732904799,0.027155685383533485,0.023772678762006404,0.07568928411905632,0.01427194073021592,0.08380557107510575,0.014576981707317074,0.015233437282659907,0.012776831345826235,0.013663967611336033,0.06455223880597015,0.23655913978494625,0.0,0.0,0.05176984287386197,Race/Ethnicity
White,0.44514480408858603,0.6369209415302759,0.4425483996708389,0.08310815745271306,0.4890558113238026,0.33379086598452706,0.7554161438728565,0.680422682205601,0.6298949379178606,0.3998018999594795,0.42394822006472493,0.5665899175957344,0.5884237617521929,0.7425973041736589,0.7033549927065376,0.32315158435626606,0.46677619243200774,0.39285714285714285,0.5771744595274007,0.6442653494518826,0.5749168863922962,0.5392032985302919,0.11754537597234227,0.47357370694876244,0.19080226188372504,0.2053750707923596,0.19865319865319866,0.114318962651003,0.4921562263334415,0.46755602988260403,0.13927802818045235,0.3266815517722579,0.31638598451592304,0.48551829268292684,0.4263118928499316,0.6030664395229983,0.6060222672064778,0.36461442786069653,0.3548387096774194,0.631578947368421,0.0,0.4188706470701592,Race/Ethnicity
Native American Indian,0.004173764906303236,0.006824359493378058,0.0018190480315301658,0.007814211640984444,0.000605766900896535,0.022429498377838784,0.00246758678377248,0.0026961210645329624,0.0,0.01094052496510738,0.0016181229773462784,0.012603005332040717,0.0013656179421188087,0.0031938504844908787,0.007558679220262565,0.00783002324538151,0.02158967124412936,0.013392857142857142,0.00025138260432378077,0.002253130551583691,0.0022927891780350797,0.00046551838797632506,0.00664279540684035,0.004118383332660395,0.005212935147552571,0.0035010039643721363,0.002032907693285052,0.004710185082566774,0.0012261531248873021,0.0030416221985058696,0.0018678685995046087,0.0010910105802653947,0.005826482560459733,0.002429496951219512,0.0035671819262782403,0.0,0.003036437246963563,0.0,0.0,0.0,0.0,0.005552056552249258,Race/Ethnicity
Native Hawaiian/Pacific Islander,0.006729131175468484,0.001041003990515297,0.006020182771016501,0.0,0.000242306760358614,0.0007798852008984278,0.004726056043496445,0.0,0.0,0.007248660573589662,0.0,0.0,0.002100950680182783,0.0,0.002652168147460549,0.004649076301945271,0.00210718048536581,0.03571428571428571,0.0,0.0,0.0,0.0,0.02286702061982961,0.0,0.004461919066972964,0.00514853524172373,0.0004446985579061051,0.014906350437770144,0.0012261531248873021,0.0004535752401280683,0.002679985381897917,0.006216223073605156,0.0006385186367627105,0.0038109756097560975,0.00015704574518206089,0.0,0.0,0.007587064676616915,0.0,0.0,0.0,0.003891727259481385,Race/Ethnicity
Other/Two or More Races,0.14872231686541737,0.09282285582094732,0.08960977088656936,0.05557584167092675,0.14776673935869478,0.24182680309458449,0.1303220409870347,0.10166985562706558,0.12932187201528175,0.14983566701184098,0.20819848975188782,0.17038293746970432,0.1361941278428489,0.11633194391815081,0.12752508509039473,0.1609232902410179,0.3007910855550992,0.2940051020408163,0.15007541478129713,0.1685081675982495,0.21884672704344835,0.1928576178759061,0.22434868502284233,0.32280857592764567,0.20670613182541084,0.2707357256860423,0.1586303284416492,0.19766153164136097,0.14028634281798838,0.14047491995731057,0.17797539286149347,0.12342374343490727,0.22427967116290207,0.12557164634146342,0.11890606420927467,0.131175468483816,0.3074392712550607,0.1177860696517413,0.0967741935483871,0.3684210526315789,0.0,0.17196099812463866,Race/Ethnicity
% Latino (of Any Race),0.1217206132879046,0.08455265745185357,0.08831045086404782,0.03651500766815161,0.120103384217753,0.23998627402046419,0.09117524048515266,0.08923291007131676,0.10353390639923592,0.10994552248885688,0.18230852211434737,0.13917838099854582,0.1130311465938337,0.07123910572186434,0.10153383724528135,0.15146201215284857,0.31827354059893925,0.31026785714285715,0.14643036701860232,0.11256986871181594,0.11498337727845924,0.10966283168185144,0.2497098407210767,0.3163079904711915,0.2500441774165047,0.3164032332801318,0.19153802172670098,0.1983264989471351,0.10772115835406974,0.10226787620064035,0.15645429812807082,0.08204145840205009,0.20680022348152285,0.0916063262195122,0.07257756938056671,0.05834752981260647,0.24544534412955465,0.09259950248756219,0.08064516129032258,0.21052631578947367,0.0,0.15453752837717794,Race/Ethnicity
Latino Population (of Any Race),1429.0,1462.0,2039.0,500.0,2974.0,7693.0,2180.0,2052.0,1084.0,2442.0,676.0,2297.0,2152.0,1316.0,2297.0,3714.0,17823.0,973.0,1165.0,2598.0,1003.0,1649.0,10112.0,7834.0,5660.0,12291.0,3015.0,3579.0,2987.0,3833.0,3853.0,6467.0,2591.0,1923.0,3235.0,137.0,970.0,1489.0,15.0,8.0,0.0,131517.0,Race/Ethnicity
0-4 Years,0.05741056218057922,0.025273263547510267,0.028411797825804497,0.023150514861608122,0.02095953477102011,0.036779386074369855,0.060142199916352994,0.04157244738215342,0.047946513849092647,0.019359776687227048,0.019687162891046387,0.03156810470189045,0.04306948894374705,0.05072267633843989,0.02165937320426115,0.034419477182822886,0.0356256361720745,0.030612244897959183,0.015334338863750628,0.05866805320854456,0.06419809698498223,0.0570592538405267,0.061464378318310905,0.06952800096903138,0.03719738469694292,0.039154610513308964,0.03500412934375199,0.039233071040673834,0.05258033106134372,0.03671291355389541,0.033905875664920614,0.04797909319260143,0.017878521829355894,0.05630716463414634,0.05121934803580643,0.05834752981260647,0.12095141700404859,0.07531094527363184,0.0,0.0,0.0,0.04297938042573992,Age
5-17 Years,0.07529812606473595,0.030420449945058124,0.026809303131361255,0.07580515591908274,0.023261448994426944,0.07121911654604442,0.06859054788791301,0.06188032701339363,0.11041069723018147,0.07460267435054703,0.007820927723840345,0.06798351914687349,0.03834234991333579,0.07080604124939101,0.07103390354948504,0.05305656376167367,0.08735870283397917,0.12755102040816327,0.07604323780794368,0.09614801334546558,0.13722343230539952,0.07481545521048082,0.15967403383133721,0.11684903298744297,0.12581728220533664,0.13190547289296195,0.11695572072930563,0.14274631497284718,0.07793285008474882,0.13252401280683032,0.11544240061720876,0.11502549920077132,0.06951871657754011,0.10103849085365854,0.10580396203979987,0.16993185689948892,0.13486842105263158,0.06598258706467662,0.0,0.0,0.0,0.09262240375260271,Age
18-34 Years,0.27487223168654173,0.3848244751604881,0.4153059898653038,0.21894398597823705,0.3947177126241822,0.2659408535063639,0.41718946047678795,0.34579926943816314,0.2667621776504298,0.3115123137184278,0.33872707659115425,0.4623121667474552,0.43479174326382686,0.4041574189357441,0.25562480661273923,0.3533297989478406,0.3033089876604939,0.45376275510204084,0.2264957264957265,0.2306425755015382,0.17448125644846957,0.36829154751612686,0.23417705889616003,0.20337545928049422,0.20339282558755964,0.21461669155125368,0.19236389047709804,0.19533414607115152,0.3322514335172563,0.18105656350053362,0.23734112965444432,0.2007078882602187,0.47146619841966636,0.2856326219512195,0.22699840710744174,0.141396933560477,0.3097165991902834,0.39695273631840794,0.0,0.2894736842105263,0.0,0.28403733802095327,Age
35-59 Years,0.3438671209540034,0.3172748828870511,0.35791935553726884,0.2902943109618053,0.3344640982150069,0.3912216121786873,0.304642409033877,0.3165333101408941,0.35797516714422156,0.31200756381972894,0.19147788565264293,0.2799321376635967,0.37475707757760385,0.3467763763330266,0.4578084250541484,0.34280820521185923,0.4055250986624761,0.31760204081632654,0.3647561588738059,0.42358854369773385,0.4058236845122091,0.3559220589213274,0.3333251018644277,0.40759882101183026,0.3908376038169288,0.36384698553261596,0.3866336319166508,0.3797517455391777,0.3229831584261964,0.33159018143009605,0.33629755958906893,0.36140359779768094,0.24463245270971345,0.3315548780487805,0.35499068943082135,0.3390119250425894,0.3952429149797571,0.36075870646766167,0.13978494623655913,0.7105263157894737,0.0,0.35540447172622547,Age
60 and older,0.2485519591141397,0.24220692845989242,0.1715535536402616,0.3918060322792668,0.22659720539536388,0.23483903169453457,0.149435382685069,0.2342146460253957,0.2169054441260745,0.28251767142406914,0.44228694714131606,0.1582040717401842,0.10903934030148642,0.12753748714339846,0.19387349157936612,0.2163859548958036,0.16818157467097627,0.07047193877551021,0.31737053795877324,0.19095281424671778,0.2182735297489396,0.1439116845115382,0.21135942708976416,0.2026486857512012,0.24275490369323202,0.2504762395098594,0.2690426275331936,0.24293472237614985,0.21425222691045476,0.3181163287086446,0.27701303447435743,0.2748839215487276,0.19650411046372415,0.22546684451219512,0.2609875933861306,0.29131175468483816,0.039220647773279355,0.1009950248756219,0.8602150537634409,0.0,1.0,0.22495640607447864,Age
High School or Less,0.1708181232553146,0.1434356629653821,0.11445363083972507,0.6475790211014797,0.19122373876182047,0.42195067431636984,0.04732247690030119,0.06327191739218466,0.06830296268749225,0.21148782977808822,0.1914096281349092,0.117943972406831,0.11649092156985087,0.0695698708943742,0.0779550767354406,0.2743185918377298,0.24632895994439136,0.35034403669724773,0.17907148120854827,0.07385547934279789,0.08108522378908645,0.0785816962146622,0.4634291308300119,0.24741087691907365,0.411801347754686,0.4122642142713298,0.43596274775133326,0.49099399599733157,0.12509538130077652,0.13115919943106777,0.38600900617865747,0.24985873197823666,0.16653279785809907,0.13758068371981833,0.16895263623142948,0.08328479906814211,0.08721359940872137,0.16105221829603455,0.489247311827957,0.15789473684210525,1.0,0.2279394364313295,Educational Attainment
Some College/Associate Degree,0.1859566244363324,0.11325930764206402,0.10683334993525251,0.1282724805183434,0.1718451576838869,0.23839505252961776,0.08581346674153861,0.12978335695484916,0.10598735589438453,0.16834130353017032,0.1181896800230614,0.14250862286531504,0.14537967180383105,0.11599438089504314,0.13304197581054986,0.19030669462187333,0.14705882352941177,0.2930045871559633,0.1722918201915991,0.117509437975222,0.15266707541385652,0.11276153969014534,0.27015593315152786,0.15961488420504813,0.231383430545331,0.270255756192522,0.26434768765422273,0.24342154028611668,0.12581354638897616,0.17995868468285414,0.2304953398261598,0.2028447343353945,0.2508701472556894,0.1712287831699737,0.18902734608913854,0.0803727431566686,0.04656319290465632,0.08299960738123283,0.12903225806451613,0.13157894736842105,0.0,0.17416509025594443,Educational Attainment
College Degree,0.3505475628086751,0.4285434356629654,0.3568582528140253,0.1536643026004728,0.3976335771183677,0.22904403546680574,0.5328500689162285,0.4468515893905649,0.48121978430643364,0.3572618343990113,0.4286537907177861,0.4361907966686296,0.44387595931864976,0.4675898053381497,0.41574346986482363,0.32180993710078504,0.36664784082022767,0.2815366972477064,0.3442888725128961,0.36380071250066465,0.3727774371551196,0.41726561252196137,0.1829242710299979,0.3227166276346604,0.2524491760575344,0.240350406122038,0.21507601687495026,0.20369134978874806,0.41604201265765967,0.37464865047918994,0.2613886270813698,0.364245467314616,0.3779116465863454,0.4030002390628735,0.3904302945621489,0.40419336051252186,0.4933481152993348,0.31063996859049864,0.16666666666666666,0.5,0.0,0.35080687241582553,Educational Attainment
Graduate/Professional Degree,0.29267768949967793,0.3147615937295885,0.4218547664109971,0.07048419577970405,0.23929752643592492,0.11061023768720661,0.33401398744193167,0.3600931362624013,0.3444898971116896,0.2629090322927301,0.2617469011242433,0.3033566080592244,0.29425344730766834,0.3468459428724329,0.3732594775891859,0.2135647764396119,0.23996437570596924,0.07511467889908256,0.30434782608695654,0.44483437018131544,0.39347026364193743,0.3913911515732311,0.08349066498846235,0.2702576112412178,0.10436604564244861,0.07712962341411023,0.08461354771949375,0.06189311392780372,0.33304905965258763,0.3142334654068881,0.12210702691381296,0.18305106637175286,0.20468540829986615,0.2881902940473344,0.25158972311728306,0.4321490972626674,0.3728750923872875,0.445308205732234,0.21505376344086022,0.21052631578947367,0.0,0.24708860089690055,Educational Attainment
Foreign Born,0.3101362862010221,0.23515123474639987,0.4144830871843735,0.7124808296209743,0.3179872385106211,0.4281257798852009,0.15989125888749478,0.2060793181422856,0.22540592168099333,0.36225293773355544,0.3748651564185545,0.21703829374697042,0.2141919218446347,0.13554917988415524,0.17698802104053396,0.424493291464459,0.29611243057911746,0.3380102040816326,0.27463549522373054,0.23484553056891547,0.21185372005044137,0.22710647070559287,0.3878750463020126,0.26567610126377844,0.5382134652765507,0.4446275034752613,0.49444126802617366,0.5244375484871994,0.2777236827869739,0.2796958377801494,0.48791976286189953,0.3939689950016492,0.387740442174156,0.2865853658536585,0.33643685639288357,0.22913117546848383,0.16852226720647773,0.40870646766169155,0.3548387096774194,0.21052631578947367,1.0,0.3386096475354744,Nativity
English Only,0.6227182360383156,0.7240417704995846,0.5088485713012081,0.23863636363636365,0.6320587386049581,0.4670466690416815,0.8415806336774653,0.7984119782214156,0.7576243980738363,0.5807814149947201,0.5515818431911967,0.6982418819996246,0.7690872166419672,0.8541856751824818,0.8027831744453983,0.5119736453097943,0.5999000074068588,0.5240131578947368,0.7660199131988767,0.7469735327963176,0.7324513046674017,0.725509556386205,0.45450718307635635,0.6208722065523975,0.30265210608424337,0.33703951774949764,0.30882159315339036,0.27915561195062866,0.6310380267214799,0.6325337912696654,0.3673924008069939,0.49136506582804756,0.509792767167818,0.6155981827359919,0.5830929297706313,0.8231569425599277,0.7700057570523892,0.48234582016275473,0.6129032258064516,0.7894736842105263,0.0,0.5708623761294307,Language Spoken at Home
Spanish Only,0.05033435749141515,0.036667853328586686,0.06704408683635715,0.02429724880382775,0.06170853442230747,0.18019885351556175,0.04685831256674973,0.05027223230490018,0.06189807383627608,0.06992332767090584,0.09188445667125172,0.07833322905587187,0.0664690707503156,0.03512773722627737,0.0617629783581078,0.10389829792625754,0.25327753499740757,0.24802631578947368,0.07097268317589993,0.0802301495972382,0.08379272326350606,0.07080894280273645,0.19412724306688417,0.25806031677153396,0.22047352482334587,0.2492967180174146,0.15378538512179066,0.14038528088591534,0.0728940656998211,0.05625415466430313,0.1187794216543376,0.04647939875273173,0.12637139374238116,0.04866229177183241,0.029344998817687398,0.021709633649932156,0.1203223949337939,0.07397942027036115,0.08064516129032258,0.21052631578947367,0.0,0.10784827719995727,Language Spoken at Home
Asian/Pacific Islander,0.2439002349539129,0.1771686246588347,0.2969286319261802,0.7230861244019139,0.21045250175308336,0.2280985847070635,0.04454432182271271,0.07327586206896551,0.11526886035313001,0.19213993847849042,0.26740027510316366,0.12025276856660201,0.07596465228607498,0.04020301094890511,0.0654226720281932,0.3045571651813997,0.08466039552625731,0.10230263157894737,0.0898646923666071,0.06941311852704257,0.07999509984074482,0.11100923901544538,0.33757827711413985,0.0874376220438273,0.45200513902909056,0.37730743469524447,0.5167873601053324,0.5216864690275695,0.20090594191313615,0.2422723243961888,0.4818846671149966,0.40450935451201964,0.22803738317757008,0.26547198384654214,0.28898084653582407,0.11352329262777024,0.03511801957397812,0.26659492904701054,0.24193548387096775,0.0,1.0,0.24727334340955162,Language Spoken at Home
Other European Languages,0.073558648111332,0.048771804912780346,0.11639103107029822,0.013980263157894737,0.08175555830549025,0.0882857790588464,0.06123175507297971,0.0749546279491833,0.06229935794542536,0.10261236857811855,0.08665749656121045,0.08878183069511356,0.0650419891322246,0.06472399635036497,0.06510640220485248,0.06863200574397094,0.05412562032442041,0.10263157894736842,0.06446259892775083,0.0950517836593786,0.07411490873453387,0.08357430002115805,0.010077356206914698,0.02955087871555652,0.02014315866752317,0.032337575351640994,0.017116524028966424,0.05577344561079709,0.090632256099882,0.06218147573676047,0.020258910558170813,0.048158413730611374,0.12003250711093051,0.06557294295810197,0.0836131473161504,0.041610131162369966,0.07052389176741508,0.11695473804559822,0.06451612903225806,0.0,0.0,0.0623726915658124,Language Spoken at Home
Other Languages,0.0094885234050244,0.013349946600213599,0.010787678865956404,0.0,0.014024666914160789,0.036370113676846845,0.0057849768600925595,0.0030852994555353903,0.0029093097913322633,0.054542950277765026,0.0024759284731774417,0.014390289682787962,0.02343707118941764,0.005759580291970803,0.004924772963448245,0.010938885838577522,0.008036441745055922,0.023026315789473683,0.008680112330865459,0.008331415420023015,0.02964596349381355,0.00909796177445518,0.0037099405357048885,0.0040789759166847475,0.004726071395797008,0.004018754186202277,0.003489137590520079,0.002999192525089399,0.0045297095656807885,0.006758253933082207,0.011684599865501008,0.009487767176589734,0.015765948801300285,0.004694598687531549,0.014968077559706786,0.0,0.004029936672423719,0.06012509247427534,0.0,0.0,0.0,0.011643311695248012,Language Spoken at Home
% of All Households,0.1286824507500452,0.04639848107274237,0.08518700129273837,0.4609748803827751,0.09804892133811823,0.2194513715710723,0.009211463154147384,0.018284936479128856,0.05648073836276084,0.11073871723061383,0.18376891334250345,0.05505849965588438,0.03216422416158955,0.012830748175182483,0.010256178556905977,0.14503526629218227,0.08317902377601659,0.10361842105263158,0.016721981107990808,0.011737629459148446,0.027440891828984442,0.02482544608223429,0.15210756196390043,0.061835539162508134,0.14701293934110304,0.11547220361687877,0.11033574720210665,0.16547467989387474,0.04773324197784629,0.05093618435630401,0.17631977135171487,0.11237407387665903,0.06225111743193824,0.0872791519434629,0.11177583353038544,0.021709633649932156,0.005469199769717904,0.10478176071020244,0.0,0.0,1.0,0.09671696181146013,Linguistic Isolation
% of Spanish-Speaking Households,0.0022591722392915235,0.003381986472054112,0.019792270316052244,0.01263456937799043,0.002928680443839459,0.0510088415325323,0.001201495194019224,0.0028584392014519054,0.0,0.01721684036545613,0.0,0.012075330038165551,0.006092540754157747,0.0030793795620437958,0.001355442100031627,0.026945981332094436,0.05386638026812829,0.06907894736842106,0.004723002297676793,0.004372842347525892,0.0034301114786230553,0.004161083292192679,0.03873072672735884,0.04634410935126926,0.025373956134715978,0.022531815137307433,0.010664911125740618,0.008132425885338563,0.0,0.0008586306226456902,0.02715198386012105,0.003851074036565215,0.014059325477448191,0.0019687026754164564,0.0016079451406951998,0.0,0.0,0.018024076938597082,0.0,0.0,0.0,0.015864518655942166,Linguistic Isolation
% of Asian-Speaking Households,0.10997650460871136,0.036667853328586686,0.04930236704854456,0.44482655502392343,0.08868539372189911,0.13239628202221718,0.0033374866500533997,0.011978221415607986,0.04715088282504013,0.06597493228042789,0.17579092159559834,0.030157041856973033,0.021296448762281137,0.002052919708029197,0.006009126643473546,0.10985344427081134,0.027405377379453373,0.013486842105263158,0.009446004595353587,0.007364787111622554,0.010167830454489771,0.019676987093589112,0.10806188496553176,0.015491429811238881,0.11952831054418647,0.08983255190890824,0.09506254114549045,0.151401545737686,0.040120284724601274,0.04758475515178374,0.14467047747141895,0.10036778423324982,0.0386834620073141,0.06971226653205452,0.08181603215890282,0.021709633649932156,0.005469199769717904,0.07747662922859641,0.0,0.0,1.0,0.07203923094962422,Linguistic Isolation
% of Other European-Speaking Households,0.014458702331465751,0.005814643408093035,0.014532162439263585,0.0010466507177033493,0.0055686177453285485,0.02040353661301292,0.004672481310074759,0.0023593466424682396,0.009329855537720706,0.025205454295027775,0.00797799174690509,0.011449665269348683,0.0026894999725561226,0.007698448905109489,0.002891609813400804,0.006461967310047725,0.001499888897118732,0.021052631578947368,0.0,0.0,0.012127894156560088,0.0009873756964525002,0.002631163500499921,0.0,0.0006882628246306323,0.0006162089752176825,0.0,0.0006344445726150651,0.007612957253245023,0.0024927985818745846,0.0012188971082716879,0.004943766323756729,0.009508329947175945,0.008632004038364463,0.020926933081106644,0.0,0.0,0.009281054543008945,0.0,0.0,0.0,0.0063637334721575916,Linguistic Isolation
% of Households Speaking Other Languages,0.0009940357852882703,0.000533997864008544,0.0015602014888779923,0.0,0.0008662294270511075,0.01525407261068109,0.0,0.0,0.0,0.0,0.0,0.0013764624913971094,0.002085734672594544,0.0,0.0,0.0017738733792287875,0.0,0.0,0.0,0.0,0.0017150557393115276,0.0,0.0,0.0,0.0,0.0,0.0,0.0017303033798592687,0.0,0.0,0.0,0.000786205426149992,0.0,0.003785966683493185,0.007093875620714117,0.0,0.0,0.0,0.0,0.0,0.0,0.0013837406180053262,Linguistic Isolation
Total Number of Units,7569.0,11387.0,16601.0,7490.0,18006.0,21228.0,14454.0,15232.0,5554.0,13256.0,2467.0,6784.0,11199.0,9119.0,13001.0,15872.0,26912.0,671.0,3796.0,11779.0,3870.0,8416.0,13213.0,10022.0,6683.0,11690.0,5088.0,5295.0,12995.0,14877.0,8318.0,28975.0,5611.0,9670.0,20733.0,1021.0,1393.0,7805.0,0.0,28.0,118.0,408198.0,Housing
Median Year Structure Built,1951.607744107744,1939.0,2002.4591366303437,1939.0,1939.0,1939.0,1939.0,1939.0,1939.0,1968.824427480916,1972.8194888178914,1939.0,1939.0,1939.0,1939.0,2001.4687406521089,1939.0,1956.53125,1963.6754966887418,1939.0,1954.815618221258,1975.6675749318802,1968.8859556494192,1939.0,1939.0,1943.3024523160764,1952.974828375286,1952.2477064220184,1944.526791927627,1939.0,1945.71201694018,1944.5430823303866,1956.195652173913,1939.0,1939.0,1939.0,1950.187969924812,2008.0526169265033,0.0,1962.0,2003.2183908045977,1944.6931827617702,Housing
Owner Occupied,0.2125,0.24882137244630698,0.3260351847583929,0.08139003200731595,0.12480942480942481,0.03200529742853989,0.2598062953995157,0.3019089344390549,0.3605497170573969,0.20936177715091678,0.07203201422854602,0.3317581880397588,0.1827704147071398,0.2559814453125,0.4373453894054423,0.22086545066015417,0.2856528840367919,0.0,0.457396449704142,0.4776466214332187,0.6466312552418227,0.4175334323922734,0.5181759169100941,0.5926735921268452,0.6948616600790514,0.6789171746145571,0.6687306501547987,0.6141250739790886,0.4114237715245695,0.8060446218547295,0.6941403734707019,0.6573738704130538,0.07360300250208507,0.3522895968939134,0.42309927616632326,0.7471526195899773,0.0,0.3541157879614998,0.0,0.0,0.0,0.38553438901236553,Housing
Renter Occupied,0.7875,0.751178627553693,0.6739648152416071,0.918609967992684,0.8751905751905752,0.9679947025714601,0.7401937046004843,0.6980910655609451,0.6394502829426031,0.7906382228490832,0.927967985771454,0.6682418119602411,0.8172295852928602,0.7440185546875,0.5626546105945577,0.7791345493398458,0.7143471159632081,1.0,0.5426035502958579,0.5223533785667813,0.35336874475817726,0.5824665676077266,0.4818240830899059,0.4073264078731547,0.30513833992094863,0.3210828253854428,0.33126934984520123,0.38587492602091145,0.5885762284754305,0.1939553781452705,0.30585962652929816,0.34262612958694616,0.9263969974979149,0.6477104031060865,0.5769007238336767,0.2528473804100228,1.0,0.6458842120385002,0.0,1.0,1.0,0.6144656109876345,Housing
Vacant Units,0.17558462148236226,0.16176341441995257,0.21589060899945786,0.12403204272363151,0.19860046651116295,0.14631618616921047,0.1427978414279784,0.16084558823529413,0.1091105509542672,0.14423657211828605,0.0883664369679773,0.09537146226415094,0.16456826502366284,0.10165588332053953,0.09830013075917238,0.17445816532258066,0.13547859690844233,0.06706408345752608,0.1095890410958904,0.08659478733338993,0.07571059431524547,0.12036596958174905,0.0672822220540377,0.08750748353622032,0.05356875654646117,0.045680068434559455,0.047759433962264154,0.04268177525967894,0.08387841477491342,0.05700073939638368,0.06648232748256792,0.0566695427092321,0.14525040099803957,0.09441571871768356,0.08710750976703806,0.14005876591576885,0.04450825556353195,0.10813581037796284,0.0,0.0,0.0,0.11601232735094244,Housing
For Rent,0.21143717080511662,0.2182410423452769,0.30078125,0.4241119483315393,0.3453579418344519,0.4793947198969736,0.07897286821705427,0.23755102040816325,0.0,0.23692468619246862,0.48623853211009177,0.321483771251932,0.2642430819316332,0.22761596548004315,0.3779342723004695,0.49079089924160346,0.3230938014262205,0.6888888888888889,0.38221153846153844,0.2774509803921569,0.18088737201365188,0.2596248766041461,0.2080989876265467,0.1345496009122007,0.0,0.10112359550561797,0.2551440329218107,0.12389380530973451,0.12752293577981652,0.06132075471698113,0.21338155515370705,0.17904993909866018,0.596319018404908,0.06790799561883899,0.1744186046511628,0.0,0.0,0.42417061611374407,0.0,0.0,0.0,0.27808514232621,Housing
