tract,Total Population,Group Quarter Population,Percent Female,Housholds,Family Households,Non-Family Households,"Single Person Households, % of Total","Households with Children, % of Total","Households with 60 years and older, % of Total",Average Household Size,Average Family Household Size,Asian,Black/African American,White,Native American Indian,Native Hawaiian/Pacific Islander,Other/Two or More Races,% Latino (of Any Race),0-4 Years,5-17 Years,18-34 Years,35-59 Years,60 and older,High School or Less,Some College/Associate Degree,College Degree,Graduate/Professional Degree,Foreign Born,English Only,Spanish Only,Asian/Pacific Islander,Other European Languages,Other Languages,% of All Households,% of Spanish-Speaking Households,% of Asian-Speaking Households,% of Other European-Speaking Households,% of Households Speaking Other Languages,Total Number of Units,Median Year Structure Built,Owner Occupied,Renter Occupied,Vacant Units,For Rent,For Sale Only,"Rented or Sold, Not Occupied","For Seasonal, Recreation or Occasional Use",Other Vacant,Median Year Moved in to Unit (Own),Median Year Moved in to Unit (Rent),Percent in Same House Last Year,Percent Abroad Last Year,Single Family Housing,2-4 Units,5-9 Units,10-19 Units,20 Units or More,Other Type,No Bedroom,1 Bedroom,2 Bedrooms,3-4 Bedrooms,5 or More Bedrooms,Median Rent,Median Contract Rent,Median Rent as % of Household Income,Median Home Value,Vehicles Available,Vehicles Homeowners,Vehicles Renters,Vehicles Per Capita,Households with no Vehicle,Percent of Homeowning Households,Percent of Renting Households,Median Household Income (B19013_001),Median Family Income (B19113_001),Per Capita Income,Percent in Poverty,Unemployment Rate,Percent Unemployment Female,Percent Unemployment Male,Employed Residents,Managerial Professional,Services,Sales and Office,Natural Resources,Production Transport Materials,Workers 16 Years and Older,Car,Drove Alone,Carpooled,Transit,Bike,Walk,Other Journey Type,Worked at Home
13001,1758,0,0.503412969,894,0.260626398,0.739373602,0.429530201,0.106263982,0.162192394,1.966442953,2.703862661,0.083617747,0,0.897042093,0,0,0.019340159,0.044368601,0.06370876,0.039817975,0.507963595,0.255403868,0.133105802,0.038461538,0.067132867,0.668531469,0.225874126,0.094425484,0.944106926,0,0.039489672,0.016403402,0,0,0,0,0,0,1227,1944.206349,0.214765101,0.785234899,0.271393643,0,0,0.141141141,0,0.858858859,1997.906977,2015.59375,0.72667855,0.030897207,0.093724531,0.33007335,0.226568867,0.21597392,0.133659332,0,0.129584352,0.362673187,0.333333333,0.128769356,0.045639772,2873.626374,2793.478261,20.86143791,2000000.206,942,0.238853503,0.761146497,0.535836177,0.227069351,0.265625,0.216524217,152049.1803,120833.3333,96223.89078,0.084755404,0.04091888,0.503948313,0.536970567,1336,0.606287425,0,0.33757485,0,0.056137725,1281,0.43637783,0.361436378,0.074941452,0.280249805,0.051522248,0.103825137,0.109289617,0.018735363
13002,2800,0,0.627142857,1222,0.346972177,0.653027823,0.411620295,0.184942717,0.145662848,2.291325696,3.08490566,0.089285714,0,0.768214286,0.0125,0,0.13,0.068928571,0.123214286,0.038928571,0.385714286,0.357142857,0.095,0,0.050551471,0.619944853,0.329503676,0.175714286,0.891649695,0,0.042362525,0.06598778,0,0,0,0,0,0,1490,1939,0.25613748,0.74386252,0.179865772,0.190298507,0,0.149253731,0.660447761,0,2013.811475,2015.084932,0.807791253,0,0.048322148,0.461744966,0.236912752,0.179865772,0.061744966,0.011409396,0.05704698,0.33557047,0.340268456,0.267114094,0,3182.926829,3066.666667,20.81782178,2000000.473,1114,0.357271095,0.642728905,0.397857143,0.346972177,0.054313099,0.447744774,187297.2973,216242.6879,110456.9286,0.073928571,0,0.632831472,0.367168528,2059,0.744536183,0,0.250607091,0.004856727,0,1981,0.166077739,0.13982837,0.026249369,0.318021201,0,0.091872792,0.08177688,0.342251388
13101,4088,78,0.521037182,2302,0.343179844,0.656820156,0.491311903,0.103388358,0.164639444,1.74196351,2.6,0.252935421,0.026418787,0.671966732,0.005626223,0,0.043052838,0.062377691,0.054305284,0.059686888,0.448874755,0.325342466,0.111790607,0.052080216,0.097276265,0.49146962,0.3591739,0.173189824,0.744956027,0.043973099,0.089498189,0.121055354,0.000517331,0.01319193,0,0.007242628,0,0,2759,1941.740196,0.248045178,0.751954822,0.165639725,0,0,0.319474836,0.352297593,0.328227571,2008.494424,2015.408654,0.755112345,0.009341075,0.071765132,0.051105473,0.115259152,0.218557448,0.543312794,0,0.109822399,0.460674157,0.271837622,0.136643711,0.021022109,3066.304348,2913.621262,18.84451613,1305000,1963,0.253693327,0.746306673,0.48018591,0.321894005,0.27145359,0.33853264,203588.8532,206878.0044,139257.5832,0.047138896,0.051233989,0.576694783,0.474539206,3020,0.739403974,0.050993377,0.177483444,0.014238411,0.017880795,2924,0.18502052,0.121409029,0.063611491,0.264363885,0.013679891,0.179206566,0.067031464,0.290697674
13102,2951,50,0.570992884,1540,0.359090909,0.640909091,0.503246753,0.153246753,0.253246753,1.883766234,2.745027125,0.149101999,0.022026432,0.706879024,0,0,0.121992545,0.119620468,0.057268722,0.07827855,0.328024399,0.372754998,0.163673331,0.031653478,0.083298626,0.428571429,0.456476468,0.214503558,0.789000719,0.043493889,0.048166786,0.119338605,0,0.003235083,0,0,0.003235083,0,1961,1939,0.288311688,0.711688312,0.214686384,0.638954869,0,0.06175772,0.059382423,0.239904988,2012.809917,2013.96861,0.81080163,0.006793478,0.098929118,0.050994391,0.096889342,0.315145334,0.438041815,0,0.072412035,0.46863845,0.263131056,0.157062723,0.038755737,2794.217687,2766.975309,15.06276596,2000000.142,1525,0.409180328,0.590819672,0.516773975,0.251298701,0.09009009,0.316605839,205696.4304,212330.1935,161422.9753,0.05815554,0.034667969,0.562988281,0.471679688,1977,0.766818412,0.036924633,0.175012645,0.005058169,0.016186141,1958,0.316649642,0.287538304,0.029111338,0.230337079,0.027068437,0.099080695,0.04494382,0.281920327
13200,4456,30,0.45040395,2306,0.388117953,0.611882047,0.466608846,0.147875108,0.369470945,1.91934085,2.932960894,0.21005386,0.033662478,0.702199282,0,0,0.054084381,0.049147217,0.026929982,0.122755835,0.257405745,0.336400359,0.256508079,0.026409904,0.11389271,0.449518569,0.410178817,0.335951526,0.756457565,0.038053506,0.090405904,0.115083026,0,0.004381919,0,0,0.004381919,0,2648,1940.803571,0.427146574,0.572853426,0.129154079,0.084795322,0,0.33625731,0.578947368,0,2004.952229,2015.460102,0.789212367,0.006319115,0.337990937,0.111404834,0.112915408,0.151812689,0.285876133,0,0.140483384,0.259063444,0.177114804,0.285498489,0.137839879,3500.018182,3500.018182,20.25493333,1853915.663,2679,0.601717059,0.398282941,0.601211849,0.17085863,0,0.298258895,199433.4278,215996.0805,147852.0197,0.043105394,0.015482334,0.415641127,0.599841207,2480,0.830241935,0.023387097,0.125806452,0,0.020564516,2471,0.340348037,0.255362202,0.084985836,0.186968839,0.025091056,0.090246864,0.15621206,0.201133144
13300,4483,85,0.523087218,1990,0.586934673,0.413065327,0.322613065,0.271356784,0.45678392,2.210050251,2.83989726,0.115324559,0.005130493,0.766674102,0,0,0.112870845,0.082757082,0.066919474,0.140084765,0.17845193,0.321659603,0.292884229,0.099664736,0.063700091,0.448034136,0.388601036,0.178898059,0.805163758,0.025101602,0.073153239,0.094907961,0.00167344,0.062873536,0,0.035859431,0.027014105,0,2275,1939,0.471356784,0.528643216,0.125274725,0,0.035087719,0.473684211,0.101754386,0.389473684,2007.351598,2013.420195,0.84192596,0.011583012,0.338021978,0.2,0.149010989,0.115604396,0.197362637,0,0.101538462,0.21010989,0.174065934,0.357802198,0.156483516,2075.892857,2061.594203,26.91540284,2000000.675,2533,0.660481642,0.339518358,0.565023422,0.257286432,0.045842217,0.44581749,172651.9337,211324.9563,143485.1439,0.088644524,0.024988431,0.490513651,0.53447478,2107,0.782154722,0.083056478,0.111058377,0,0.023730422,2069,0.485741904,0.36539391,0.120347994,0.254229096,0.034316095,0.047849203,0.030449493,0.14741421
13401,1516,40,0.618073879,790,0.313924051,0.686075949,0.505063291,0.103797468,0.263291139,1.86835443,2.879032258,0.122691293,0.002638522,0.670184697,0.002638522,0,0.201846966,0.153034301,0.017150396,0.093007916,0.43469657,0.242084433,0.213060686,0.027272727,0.147727273,0.388636364,0.436363636,0.164907652,0.805369128,0.084563758,0.07114094,0.028187919,0.010738255,0,0,0,0,0,1071,1939,0.241772152,0.758227848,0.262371615,0.15658363,0,0,0.362989324,0.480427046,2007.934783,2015.313084,0.857519789,0,0.114845938,0.289449113,0.37535014,0.180205415,0.031746032,0.008403361,0.226890756,0.29318394,0.347338936,0.115779645,0.016806723,2456.666667,2366.438356,20.56693548,2000000.531,1006,0.282306163,0.717693837,0.663588391,0.143037975,0.12565445,0.148580968,177397.2603,213743.2398,132041.3588,0.047425474,0.014044944,0.597378277,0.416666667,1008,0.614087302,0.045634921,0.325396825,0.014880952,0,1053,0.441595442,0.398860399,0.042735043,0.2668566,0.013295347,0.028490028,0.141500475,0.108262108
13402,2239,0,0.492184011,1185,0.371308017,0.628691983,0.493670886,0.140084388,0.340084388,1.889451477,2.868181818,0.038410004,0.060294774,0.85127289,0,0,0.050022331,0.057615007,0.025457794,0.10719071,0.266636891,0.350602948,0.250111657,0.024775962,0.074855034,0.465998946,0.434370058,0.097811523,0.903299725,0,0.03208066,0.043079743,0.021539872,0,0,0,0,0,1282,1939,0.351898734,0.648101266,0.075663027,0,0,0.381443299,0.618556701,0,2007.359551,2013.195652,0.842786958,0,0.256630265,0.230109204,0.267550702,0.1950078,0.050702028,0,0.166926677,0.31825273,0.194227769,0.311232449,0.009360374,1908.554572,1895.973154,16.25866667,2000000.586,1452,0.464876033,0.535123967,0.648503796,0.126582278,0.09352518,0.14453125,172486.0335,202381.0476,145764.0911,0.020991514,0.029431896,0.501026694,0.528405202,1418,0.803244006,0.019040903,0.165021157,0,0.012693935,1418,0.488716502,0.404795487,0.083921016,0.253173484,0.028208745,0.01551481,0.021861777,0.192524683
13500,2449,43,0.53042058,1595,0.2169279,0.7830721,0.673981191,0.077742947,0.248275862,1.50846395,2.742774566,0.166190282,0.00244998,0.733360555,0.004491629,0,0.093507554,0.121682319,0.034299714,0.055124541,0.324622295,0.403429971,0.182523479,0.072985782,0.078672986,0.477725118,0.370616114,0.213148224,0.830443975,0.042283298,0.086680761,0.039323467,0.001268499,0.018181818,0,0.014376321,0.003805497,0,1943,1939,0.262695925,0.737304075,0.179104478,0.066091954,0,0.126436782,0.597701149,0.209770115,2014.335443,2015.180723,0.77663513,0.014808721,0.058157488,0.182192486,0.161091096,0.252702007,0.345856922,0,0.172928461,0.41996912,0.2125579,0.187339166,0.007205353,2615.89404,2590.604027,24.04767442,1775714.286,1274,0.376766091,0.623233909,0.520212332,0.310971787,0.100238663,0.386054422,152450.9804,209005.0995,137838.873,0.052266231,0.032723239,0.555740433,0.476982806,1733,0.790536642,0.019042123,0.174841316,0.010386613,0.005193306,1744,0.314793578,0.282683486,0.032110092,0.241399083,0.004013761,0.168577982,0.040711009,0.230504587
15100,2817,27,0.528931487,1689,0.302545885,0.697454115,0.554766134,0.039076377,0.328004737,1.651865009,2.387475538,0.367412141,0.031238907,0.534966276,0.001774938,0,0.064607739,0.088746894,0.006389776,0.018459354,0.427760028,0.276180334,0.271210508,0.058143869,0.114796869,0.458069325,0.368989937,0.367412141,0.634155055,0.014290818,0.185423365,0.158270811,0.00785995,0.020007145,0,0.011432655,0.008574491,0,2091,1981.631737,0.323268206,0.676731794,0.192252511,0.223880597,0,0.067164179,0.345771144,0.36318408,2008.636364,2015.571739,0.775088968,0.037366548,0.00191296,0.06217121,0.031563845,0.048780488,0.855571497,0,0.181252989,0.458153993,0.289335246,0.067431851,0.003825921,2593.575419,2581.707317,24.90561798,951650.9434,1006,0.487077535,0.512922465,0.357117501,0.474837182,0.278388278,0.568678915,134478.022,200865.4192,101490.2733,0.087531261,0.048369565,0.496195652,0.552173913,1751,0.806967447,0.033695031,0.130211308,0,0.029126214,1733,0.170225043,0.15983843,0.010386613,0.385458742,0.027697634,0.162146567,0.07270629,0.181765724
15201,1713,0,0.544074723,1071,0.235294118,0.764705882,0.613445378,0.089635854,0.486461251,1.599439776,2.646825397,0.309982487,0.021015762,0.612375949,0,0,0.056625803,0.068301226,0.029772329,0.044366608,0.227670753,0.347927612,0.350262697,0.193485342,0.162214984,0.338110749,0.306188925,0.336252189,0.604693141,0.080625752,0.248495788,0.066185319,0,0.120336943,0.023465704,0.080625752,0.016245487,0,1261,1960.675676,0.112978525,0.887021475,0.150674068,0.8,0,0,0,0.2,2011.420455,2011.493506,0.795680093,0.019264448,0.060269627,0.053132435,0.060269627,0.068992863,0.757335448,0,0.570975416,0.205392546,0.126883426,0.076130056,0.020618557,2036.082474,2006.872852,25.71023392,743951.6129,526,0.338403042,0.661596958,0.307063631,0.593837535,0.148760331,0.650526316,71432.92683,204014.7591,70451.0216,0.166374781,0.074823054,0.616784631,0.458038423,915,0.733333333,0.050273224,0.124590164,0.020765027,0.071038251,915,0.413114754,0.309289617,0.103825137,0.225136612,0.018579235,0.172677596,0.055737705,0.114754098
15202,2277,82,0.397891963,1033,0.280735721,0.719264279,0.510164569,0.169409487,0.292352372,2.124878993,4.013793103,0.190162495,0.18972332,0.485287659,0,0,0.134826526,0.083443127,0.103645147,0.007905138,0.345630215,0.303030303,0.239789196,0.130024814,0.277419355,0.302729529,0.289826303,0.133509003,0.814306712,0.009799118,0.157275845,0.018618324,0,0.045075943,0,0.045075943,0,0,1210,1939,0.451113262,0.548886738,0.146280992,0,0,0,0.242937853,0.757062147,2002.191781,2015.393768,0.784804567,0.010540184,0.155371901,0.305785124,0.088429752,0.210743802,0.239669421,0,0.209917355,0.348760331,0.209917355,0.166115702,0.065289256,2309.633028,2309.633028,23.0872093,1341269.841,736,0.532608696,0.467391304,0.323232323,0.394966118,0.293991416,0.477954145,147954.5455,203821.8089,100438.9987,0.076537585,0.073232323,0.416035354,0.65719697,1468,0.620572207,0.085149864,0.160081744,0.102861035,0.03133515,1468,0.247275204,0.217302452,0.029972752,0.288147139,0,0.128065395,0.100817439,0.235694823
15300,2206,158,0.40344515,1028,0.26848249,0.73151751,0.490272374,0.124513619,0.249027237,1.992217899,2.713768116,0.121486854,0.097461469,0.637352675,0.009066183,0,0.13463282,0.148685403,0.034451496,0.056210335,0.470081596,0.246146872,0.193109701,0.088114754,0.100922131,0.539446721,0.271516393,0.171350861,0.769953052,0.119248826,0.072300469,0.038497653,0,0.030985915,0.009389671,0.021596244,0,0,1096,1939,0.362840467,0.637159533,0.062043796,0.308823529,0,0.25,0.132352941,0.308823529,2005.792079,2015.242798,0.770438799,0.003233256,0.151459854,0.294708029,0.276459854,0.150547445,0.126824818,0,0.085766423,0.423357664,0.291058394,0.195255474,0.004562044,2608.40708,2447.841727,19.92680412,1373966.942,814,0.426289926,0.573710074,0.368993654,0.360894942,0.150134048,0.480916031,163703.7037,148913.0435,94438.89393,0.06622201,0.014239482,0.388349515,0.625889968,1523,0.729481287,0.034143139,0.18319107,0.017071569,0.036112935,1518,0.275362319,0.225296443,0.050065876,0.260869565,0.016469038,0.154808959,0.102108037,0.190382082
15401,3349,13,0.477455957,1798,0.35483871,0.64516129,0.483870968,0.071746385,0.285873192,1.855394883,2.438871473,0.358913108,0.004180352,0.510600179,0,0.002090176,0.124216184,0.069573007,0.027769483,0.039713347,0.425798746,0.287249925,0.219468498,0.029886637,0.132256956,0.538990038,0.298866369,0.300985369,0.743243243,0.022727273,0.157555283,0.076474201,0,0.033169533,0,0.033169533,0,0,1906,1939,0.372080089,0.627919911,0.056663169,0,0,0.509259259,0,0.490740741,2010.766667,2014.384422,0.670977444,0.023759398,0.310073452,0.240818468,0.09181532,0.182056663,0.175236097,0,0.069779643,0.291710388,0.304302204,0.324763903,0.009443861,2460.992908,2358.126722,22.59121622,1646276.596,1895,0.469129288,0.530870712,0.565840549,0.227474972,0.200298954,0.243578388,117993.6306,122695.0355,87086.14512,0.066427289,0.120467365,0.484286865,0.6361805,2183,0.7182776,0.039853413,0.19010536,0.02198809,0.029775538,2183,0.284928997,0.214383875,0.070545121,0.345396244,0.007329363,0.083829592,0.048557032,0.229958772
15402,2643,0,0.564510026,1263,0.550277118,0.449722882,0.349960412,0.273159145,0.249406176,2.09263658,2.658992806,0.141884222,0,0.72985244,0,0,0.128263337,0.146424518,0.045402951,0.142640938,0.174423004,0.469542187,0.167990919,0.080234834,0.145792564,0.440313112,0.333659491,0.138857359,0.769718589,0.185097107,0.009512485,0.03131193,0.004359889,0,0,0,0,0,1371,1948.903743,0.264449723,0.735550277,0.078774617,0,0.092592593,0.37037037,0,0.537037037,2002,2015.350679,0.873088685,0.004587156,0.142961342,0.465353756,0.14733771,0.199854121,0.044493071,0,0.051787017,0.377826404,0.305616338,0.259664478,0.005105762,2841.666667,2734.018265,18.42456522,2000000.251,1611,0.34016139,0.65983861,0.60953462,0.124307205,0.047904192,0.151776103,190432.0988,209965.8364,120431.8199,0.004540295,0.026893524,0.624588364,0.402305159,1773,0.767625494,0,0.185561196,0.037789058,0.009024253,1737,0.3845711,0.204951065,0.179620035,0.252158895,0,0.022452504,0,0.340817501
15500,3666,46,0.545826514,2309,0.245993937,0.754006063,0.640537029,0.069294067,0.550021654,1.567778259,2.572183099,0.295417349,0.046372068,0.474904528,0.001909438,0.005728314,0.175668303,0.131478451,0.033006001,0.024549918,0.268957992,0.257228587,0.416257501,0.187652812,0.175427873,0.371332518,0.265586797,0.330060011,0.633568406,0.057545839,0.255853315,0.05303244,0,0.188152327,0,0.176304654,0.011847673,0,2459,1973.308824,0.082719792,0.917280208,0.061000407,0.64,0,0,0.24,0.12,2007.857143,2015.021563,0.807965085,0.014729951,0.061407076,0.092313949,0.010573404,0.126880846,0.708824725,0,0.325742172,0.408702725,0.15697438,0.102480683,0.006100041,1695.110701,1685.526316,23.86338912,2000000.01,1320,0.153030303,0.846969697,0.360065466,0.550454742,0.214659686,0.580736544,88671.875,175193.7984,76255.91926,0.146401985,0.034536892,0.47985348,0.554683412,1845,0.79295393,0.013550136,0.101355014,0.041734417,0.050406504,1810,0.322651934,0.318232044,0.00441989,0.219889503,0.046961326,0.060773481,0.046961326,0.302762431
15600,2923,14,0.513171399,1450,0.400689655,0.599310345,0.482758621,0.135862069,0.556551724,2.006206897,2.876075731,0.38008895,0.043790626,0.472117687,0.014710913,0,0.089291823,0.150188163,0.022921656,0.073212453,0.275401984,0.267191242,0.361272665,0.150790261,0.153353268,0.423323366,0.272533106,0.329456038,0.509453782,0.090336134,0.282563025,0.108893557,0.008753501,0.119047619,0,0.086134454,0.027310924,0.005602241,1641,1944.779412,0.304827586,0.695172414,0.116392444,0.534031414,0,0,0,0.465968586,1996.831683,2011.072874,0.840948128,0.045688767,0.145033516,0.459475929,0.157221207,0.090188909,0.148080439,0,0.090188909,0.271785497,0.436928702,0.194393662,0.00670323,1683.035714,1528.614458,28.6172619,1197530.864,1494,0.447121821,0.552878179,0.511118714,0.293103448,0.067873303,0.391865079,88872.83237,139314.5161,62440.30106,0.141635306,0.030748663,0.459893048,0.570855615,1450,0.595862069,0.166896552,0.174482759,0,0.062758621,1437,0.373695198,0.331245651,0.042449548,0.27835769,0.016005567,0.120389701,0.035490605,0.176061239
15701,5327,2173,0.597146612,1190,0.420168067,0.579831933,0.306722689,0.081512605,0.296638655,2.650420168,3.09,0.334522245,0.049558851,0.481509292,0.001689506,0,0.132720105,0.163318941,0.029284776,0.049558851,0.665477755,0.168199737,0.087478881,0.117346939,0.177786499,0.510204082,0.19466248,0.243852074,0.63991491,0.084509766,0.200541481,0.07058596,0.004447882,0.049700251,0.006768517,0.042931735,0,0,1245,1939,0.345378151,0.654621849,0.044176707,1,0,0,0,0,2003.317757,2015.045685,0.576121644,0.039609536,0.235341365,0.416064257,0.103614458,0.191967871,0.053012048,0,0.093975904,0.326907631,0.13815261,0.39437751,0.046586345,2468.543046,2466.312057,24.33590604,1280973.451,1580,0.470886076,0.529113924,0.296602215,0.168067227,0.058394161,0.22593068,135042.735,111065.5738,33088.90558,0.10521444,0.050661504,0.58244595,0.468215553,2942,0.564921822,0.116247451,0.282121006,0.008837525,0.027872196,2914,0.30164722,0.28997941,0.011667811,0.363074811,0.005490734,0.162663006,0.03431709,0.132807138
15702,3435,54,0.453857351,1342,0.491058122,0.508941878,0.210879285,0.255588674,0.205663189,2.519374069,3.189681335,0.074526929,0.019796215,0.559534207,0,0,0.346142649,0.073362445,0.087045124,0.072780204,0.326928675,0.386899563,0.126346434,0.063017645,0.09146561,0.463809867,0.381706878,0.156622999,0.787308673,0.04432398,0.030293367,0.09630102,0.041772959,0.019770408,0,0.007015306,0.012755102,0,1474,1939,0.464232489,0.535767511,0.089552239,0,0,0,0.098484848,0.901515152,2011.594037,2015.328185,0.873674912,0.01442874,0.0807327,0.563093623,0.088873813,0.110583446,0.156716418,0,0.041383989,0.334464043,0.325644505,0.285617368,0.012890095,2279.166667,2229.452055,19.85778443,1371875,1590,0.544654088,0.455345912,0.462882096,0.131892697,0.035313002,0.215577191,199206.3492,210205.7222,106189.2576,0.019590643,0.02698145,0.457419899,0.569561551,2308,0.79592721,0.085355286,0.096187175,0.003032929,0.0194974,2259,0.330234617,0.295263391,0.034971226,0.170429394,0.094289509,0.037627269,0.104913679,0.262505533
15801,3406,109,0.474456841,1455,0.478350515,0.521649485,0.335395189,0.149140893,0.351202749,2.265979381,3.145114943,0.228714034,0.254257193,0.422783324,0,0,0.094245449,0.093364651,0.032295948,0.096007046,0.328537874,0.296829125,0.246330006,0.259836674,0.213808463,0.332962138,0.193392725,0.273047563,0.702366505,0.060072816,0.177184466,0.029126214,0.03125,0.117415049,0,0.088895631,0.012135922,0,1676,1964.612546,0.227491409,0.772508591,0.131861575,0.135746606,0,0,0,0.864253394,2007.658228,2010.115607,0.872871403,0.007339988,0.132458234,0.19928401,0.239260143,0.225536993,0.203460621,0,0.09725537,0.278042959,0.289379475,0.335322196,0,1928.104575,1875,22.19142857,832386.3636,1409,0.281760114,0.718239886,0.413681738,0.271477663,0.190332326,0.295373665,106944.4444,112837.8378,69046.56489,0.178802114,0.04507772,0.521761658,0.523316062,1836,0.660675381,0.094771242,0.180827887,0.024509804,0.039215686,1813,0.276337562,0.226696084,0.049641478,0.351902923,0.059569774,0.062879206,0.104798676,0.144511859
15802,3589,61,0.444134857,1747,0.224384659,0.775615341,0.448769319,0.089295936,0.238694906,2.019461935,2.732142857,0.11061577,0.08470326,0.599609919,0,0,0.20507105,0.135413764,0.041515743,0.020897186,0.529116746,0.271106158,0.137364168,0.085433715,0.096563011,0.483797054,0.334206219,0.175536361,0.790116279,0.085174419,0.047965116,0.076744186,0,0.00494186,0.002034884,0.002906977,0,0,1873,1939,0.180881511,0.819118489,0.067271757,0,0,0.928571429,0,0.071428571,2012.524272,2015.201245,0.7879046,0.024985804,0.063000534,0.30379071,0.19807795,0.255205553,0.179925254,0,0.21516284,0.297383876,0.2829685,0.170848905,0.033635878,2149.521531,2029.580153,21.89797794,1323529.412,1334,0.243628186,0.756371814,0.371691279,0.379507728,0.196202532,0.419986024,135387.3239,190196.0784,88621.09223,0.147394817,0.06192822,0.51583392,0.5460943,2639,0.712769989,0.049261084,0.20651762,0.018188708,0.013262599,2604,0.256912442,0.178955453,0.077956989,0.341013825,0.060291859,0.079109063,0.051459293,0.211213518
15900,4829,75,0.462207496,2120,0.438207547,0.561792453,0.349528302,0.170283019,0.345754717,2.24245283,3.208826695,0.355353075,0.103334024,0.357423897,0.016980741,0,0.166908263,0.12735556,0.014495755,0.144129219,0.293228412,0.336922758,0.211223856,0.198055556,0.149444444,0.437222222,0.215277778,0.387450818,0.540029418,0.083210759,0.249842404,0.075436016,0.051481404,0.106745115,0.00924564,0.090144988,0.007354486,0,2319,1974.711538,0.28254717,0.71745283,0.08581285,0.412060302,0,0.51758794,0,0.070351759,2010.288462,2015.09462,0.79165802,0.014525835,0.117291936,0.047865459,0.125916343,0.068995257,0.63389392,0.006037085,0.233721432,0.266062958,0.197930142,0.302285468,0,1752.739726,1718.319559,20.70333333,829613.0952,1619,0.473749228,0.526250772,0.335266101,0.418396226,0.023372287,0.573964497,112105.2632,105241.9355,58616.75295,0.139256459,0.015384615,0.418246869,0.597137746,2752,0.702761628,0.146802326,0.081031977,0.015988372,0.053415698,2673,0.286943509,0.203142536,0.083800973,0.27459783,0.052001496,0.170594837,0.021324355,0.194537972
16000,2498,0,0.501601281,1803,0.215196894,0.784803106,0.667221298,0.007764836,0.413200222,1.385468663,2.208762887,0.28142514,0.058847078,0.425940753,0,0,0.23378703,0.090072058,0.012810248,0,0.385508407,0.248198559,0.353482786,0.120202446,0.202024462,0.27836356,0.399409532,0.434747798,0.618815896,0.060421736,0.208434712,0.085563666,0.02676399,0.124493106,0.00973236,0.098540146,0.0162206,0,2164,1979.050633,0.207432058,0.792567942,0.166820702,0.260387812,0,0.252077562,0.257617729,0.229916898,2010.380435,2015.182764,0.872698159,0.012810248,0.01663586,0,0,0.037430684,0.945933457,0,0.25323475,0.541589649,0.187615527,0.01663586,0.000924214,2065.98063,2019.670051,25.07712418,813829.7872,753,0.378486056,0.621513944,0.301441153,0.631170272,0.328877005,0.710286914,115725.8065,139375,86795.75661,0.166533227,0.040366972,0.557186544,0.483180428,1569,0.724665392,0.103887827,0.164435946,0,0.007010835,1555,0.324115756,0.311254019,0.012861736,0.277170418,0.018649518,0.214790997,0.039871383,0.125401929
16101,2295,0,0.559912854,1574,0.222363405,0.777636595,0.673443456,0.036848793,0.554637865,1.458068615,2.311428571,0.382570806,0.122440087,0.395642702,0,0,0.099346405,0.077995643,0.023965142,0.013943355,0.272331155,0.221350763,0.468409586,0.231148349,0.241005421,0.265155249,0.262690981,0.548583878,0.401785714,0.013839286,0.329017857,0.244196429,0.011160714,0.3125,0.012053571,0.141517857,0.158928571,0,1714,1967.292162,0.088310038,0.911689962,0.08168028,0.321428571,0,0.357142857,0,0.321428571,2011.65493,2014.456019,0.815350877,0.00877193,0,0.106184364,0.014002334,0.100933489,0.778879813,0,0.25495916,0.559509918,0.147024504,0.038506418,0,567.4107143,553.125,27.51945946,493750,676,0.213017751,0.786982249,0.294553377,0.609911055,0.158273381,0.653658537,24666.66667,42857.14286,54311.37255,0.301531729,0.03346856,0.529411765,0.504056795,953,0.610703043,0.236096537,0.132214061,0,0.020986359,953,0.150052466,0.150052466,0,0.457502623,0.0409234,0.128016789,0.016789087,0.206715635
16102,2555,14,0.51037182,1071,0.449112979,0.550887021,0.508870215,0.165266106,0.516339869,2.37254902,3.744282744,0.232093933,0.500587084,0.115459883,0.000782779,0,0.151076321,0.135029354,0,0.149119374,0.1518591,0.431702544,0.267318982,0.588541667,0.188541667,0.128125,0.094791667,0.42778865,0.400391389,0.113894325,0.211350294,0.104892368,0.169471624,0.123679061,0.082191781,0.04148728,0,0,1272,1975.601966,0.066293184,0.933706816,0.158018868,0,0,0.507462687,0,0.492537313,1989,2006.109785,0.966731898,0,0.070754717,0.113207547,0.106918239,0.152515723,0.556603774,0,0.063679245,0.435534591,0.198899371,0.29245283,0.009433962,1004.828326,986.9230769,31.63888889,613372.093,,,,,0.458450047,0.605633803,0.448,22790.40404,43320.89552,16948.49315,0.416829746,0.102813853,0.350649351,0.752164502,829,0.177322075,0.147165259,0.316043426,0.217129071,0.142340169,760,0.268421053,0.268421053,0,0.603947368,0,0,0.021052632,0.106578947
