tract,Total Population,Group Quarter Population,Percent Female,Housholds,Family Households,Non-Family Households,"Single Person Households, % of Total","Households with Children, % of Total","Households with 60 years and older, % of Total",Average Household Size,Average Family Household Size,Asian,Black/African American,White,Native American Indian,Native Hawaiian/Pacific Islander,Other/Two or More Races,% Latino (of Any Race),0-4 Years,5-17 Years,18-34 Years,35-59 Years,60 and older,High School or Less,Some College/Associate Degree,College Degree,Graduate/Professional Degree,Foreign Born,English Only,Spanish Only,Asian/Pacific Islander,Other European Languages,Other Languages,% of All Households,% of Spanish-Speaking Households,% of Asian-Speaking Households,% of Other European-Speaking Households,% of Households Speaking Other Languages,Total Number of Units,Median Year Structure Built,Owner Occupied,Renter Occupied,Vacant Units,For Rent,For Sale Only,"Rented or Sold, Not Occupied","For Seasonal, Recreation or Occasional Use",Other Vacant,Median Year Moved in to Unit (Own),Median Year Moved in to Unit (Rent),Percent in Same House Last Year,Percent Abroad Last Year,Single Family Housing,2-4 Units,5-9 Units,10-19 Units,20 Units or More,Other Type,No Bedroom,1 Bedroom,2 Bedrooms,3-4 Bedrooms,5 or More Bedrooms,Median Rent,Median Contract Rent,Median Rent as % of Household Income,Median Home Value,Vehicles Available,Vehicles Homeowners,Vehicles Renters,Vehicles Per Capita,Households with no Vehicle,Percent of Homeowning Households,Percent of Renting Households,Median Household Income (B19013_001),Median Family Income (B19113_001),Per Capita Income,Percent in Poverty,Unemployment Rate,Percent Unemployment Female,Percent Unemployment Male,Employed Residents,Managerial Professional,Services,Sales and Office,Natural Resources,Production Transport Materials,Workers 16 Years and Older,Car,Drove Alone,Carpooled,Transit,Bike,Walk,Other Journey Type,Worked at Home
22600,3570,0,0.420448179,1900,0.388421053,0.611578947,0.350526316,0.132631579,0.098421053,1.878947368,2.540650407,0.28907563,0.037815126,0.531652661,0,0,0.141456583,0.105602241,0.055742297,0.051540616,0.435014006,0.38907563,0.068627451,0.025171625,0.143837856,0.360575351,0.470415168,0.255182073,0.757342035,0.067042421,0.107386532,0.068229012,0,0.026105013,0,0.021061999,0.005043014,0,2173,2010.174296,0.264736842,0.735263158,0.125632766,0.549450549,0,0.26007326,0.098901099,0.091575092,2013.381057,2016.324888,0.662011969,0.041037333,0.052922227,0.076392085,0.017487345,0.091578463,0.76161988,0,0.26092959,0.275655775,0.398067188,0.065347446,0,3417.346939,3313.897764,19.978125,1216964.286,1650,0.404242424,0.595757576,0.462184874,0.315789474,0.035785288,0.416607015,205896.2433,212877.7787,146187.1709,0.00952381,0.013148789,0.402422145,0.610726644,2852,0.835904628,0.087657784,0.056802244,0.013323983,0.00631136,2835,0.237037037,0.195414462,0.041622575,0.23633157,0.086067019,0.162257496,0.073015873,0.205291005
22702,2218,5,0.46122633,1060,0.409433962,0.590566038,0.345283019,0.160377358,0.141509434,2.087735849,2.523041475,0.177637511,0.026600541,0.629846709,0,0,0.165915239,0.11902615,0.03606853,0.07889991,0.459422904,0.335888188,0.089720469,0.057428872,0.070073762,0.531085353,0.341412013,0.238052299,0.729653882,0.084190833,0.101496726,0.064546305,0.020112254,0.006080449,0,0.006080449,0,0,1082,1945.151515,0.430188679,0.569811321,0.020332717,0,0,0,0.5,0.5,2011.284404,2015.866242,0.836753306,0,0.22181146,0.453789279,0.134935305,0.083179298,0.106284658,0,0.14232902,0.279112754,0.359519409,0.203327172,0.015711645,3058.064516,3018.817204,20.487,1449367.089,1198,0.540901503,0.459098497,0.54012624,0.139622642,0.021929825,0.228476821,204389.1601,209665.8141,118563.0748,0.075293057,0.026528258,0.460207612,0.566320646,1688,0.895734597,0.021919431,0.065165877,0.010663507,0.006516588,1657,0.284852142,0.252263126,0.032589016,0.143029572,0.071213036,0.161738081,0.045866023,0.293301147
22704,3565,0,0.456381487,1613,0.450712957,0.549287043,0.341599504,0.209547427,0.27650341,2.21016739,2.84869326,0.205329593,0.019635344,0.596914446,0,0,0.178120617,0.067882188,0.058906031,0.098176718,0.297615708,0.357082749,0.188218794,0.036082474,0.114089347,0.427491409,0.42233677,0.176437588,0.797913562,0.028315946,0.077496274,0.096274218,0,0.012220566,0,0.008345753,0.003874814,0,1842,1950.517241,0.634841909,0.365158091,0.12432139,0.131004367,0.11790393,0,0.454148472,0.296943231,2006.208531,2015.41358,0.879735936,0,0.36970684,0.306731813,0.035830619,0.03257329,0.255157438,0,0.117263844,0.138436482,0.372421281,0.366449511,0.005428882,3300.595238,3168.803419,16.67048193,1344106.464,2266,0.686672551,0.313327449,0.635624123,0.055176689,0.008789063,0.13582343,205491.3896,212135.9021,139985.2454,0.059600787,0.02989899,0.430707071,0.599191919,2401,0.80424823,0.031653478,0.116618076,0.017909204,0.029571012,2372,0.382799325,0.309865093,0.072934233,0.118887015,0.076306914,0.086424958,0.039629005,0.295952782
22801,5068,101,0.470599842,1716,0.513403263,0.486596737,0.285547786,0.300699301,0.203962704,2.894522145,3.93984109,0.101617995,0.13062352,0.517561168,0.054853986,0.008089976,0.187253354,0.337213891,0.066495659,0.088595107,0.285516969,0.401144436,0.15824783,0.265952144,0.178963111,0.323529412,0.231555334,0.256708761,0.659902769,0.224476855,0.072500528,0.036778694,0.006341154,0.035721835,0.008877616,0.026844219,0,0,1958,1939,0.377039627,0.622960373,0.123595506,0.433884298,0,0.318181818,0,0.247933884,2012.449324,2007.201705,0.891767068,0.013052209,0.200715015,0.297242084,0.070990807,0.049540347,0.381511747,0,0.115423902,0.232890705,0.313074566,0.323799796,0.014811032,2046.875,1859.71223,19.03309179,1234489.051,1891,0.400846113,0.599153887,0.373125493,0.17016317,0.108191654,0.20767072,154203.5398,122671.5686,75921.34964,0.132094127,0.080611945,0.481612239,0.598999706,3125,0.51392,0.18016,0.14176,0.06976,0.0944,3103,0.414115372,0.32033516,0.093780213,0.18627135,0.115049952,0.106026426,0.024492427,0.154044473
22802,2384,519,0.485318792,743,0.500672948,0.499327052,0.253028264,0.179004038,0.282637954,2.510094213,3.233870968,0.197567114,0.072147651,0.427432886,0,0.011325503,0.291526846,0.314597315,0.021392617,0.09102349,0.282298658,0.331795302,0.273489933,0.318525997,0.206966179,0.29429581,0.180212014,0.268456376,0.549507072,0.231461637,0.132876125,0.084012002,0.002143163,0.034719246,0.011144449,0.023574796,0,0,807,1939,0.414535666,0.585464334,0.079306072,0,0.21875,0.421875,0,0.359375,2012.419355,2013.049451,0.843120805,0.020134228,0.235439901,0.426270136,0.112763321,0.034696406,0.190830235,0,0.024783147,0.230483271,0.501858736,0.232961586,0.009913259,2373.595506,2209.23913,25.95,1201807.229,807,0.548946716,0.451053284,0.338506711,0.277254374,0.090909091,0.409195402,115159.5745,122000,61709.18624,0.13960396,0.02245509,0.443113772,0.579341317,1301,0.602613374,0.200614912,0.126056879,0.023059185,0.04765565,1301,0.315910838,0.199077633,0.116833205,0.290545734,0.085318985,0.07840123,0.059185242,0.170637971
22803,4903,45,0.462369978,1453,0.492773572,0.507226428,0.278733655,0.302133517,0.328974535,3.343427392,4.730446927,0.24372833,0.024066898,0.409749133,0,0,0.322455639,0.372425046,0.052620844,0.139302468,0.266163573,0.388741587,0.153171528,0.31909617,0.212179664,0.30945164,0.159272527,0.322047726,0.519052745,0.324865447,0.134553283,0.013778256,0.007750269,0.065446717,0.057265877,0.00818084,0,0,1586,1939,0.378527185,0.621472815,0.083858764,0,0,0.571428571,0.090225564,0.338345865,2005.128205,2012.682648,0.88372093,0,0.269861286,0.407313997,0.172131148,0.102774275,0.047919294,0,0.141235813,0.136822194,0.384615385,0.316519546,0.020807062,2339.285714,2234.567901,18.05868421,1262672.811,1670,0.471257485,0.528742515,0.340607791,0.249827942,0.12,0.328903654,152478.4483,157539.6825,53826.51438,0.125666257,0.034680242,0.435889278,0.598790964,3034,0.517468688,0.15161503,0.174027686,0.042847726,0.11404087,3004,0.343209055,0.270639148,0.072569907,0.298934754,0.093209055,0.107523302,0.043941411,0.113182423
22901,4573,16,0.464684015,1442,0.645631068,0.354368932,0.19001387,0.382801664,0.287101248,3.160194175,3.773361976,0.093155478,0.008309644,0.30330199,0.01989941,0,0.575333479,0.60704133,0.042641592,0.159413951,0.291930899,0.382462279,0.123551279,0.449506674,0.110853163,0.31746953,0.122170633,0.412639405,0.353129283,0.568296026,0.069894929,0.006395614,0.002284148,0.203974418,0.20123344,0.002740978,0,0,1500,1939,0.224687933,0.775312067,0.038666667,0.293103448,0,0.379310345,0,0.327586207,2006.634615,2009.53125,0.903651562,0.000439947,0.225333333,0.382,0.212,0.094666667,0.086,0,0.107333333,0.112,0.436666667,0.320666667,0.023333333,2047.619048,2043.062201,28.4509434,851694.9153,1176,0.31547619,0.68452381,0.257161601,0.379334258,0.135802469,0.449910555,84673.36683,57602.73973,42848.0866,0.105619943,0.015341702,0.453277545,0.562064156,2824,0.462818697,0.324716714,0.105169972,0.05417847,0.053116147,2772,0.298340548,0.214646465,0.083694084,0.396103896,0.103896104,0.03968254,0.014430014,0.147546898
22902,2233,64,0.434841021,736,0.519021739,0.480978261,0.199728261,0.191576087,0.364130435,2.94701087,3.753926702,0.134796238,0.049708912,0.473354232,0.016569637,0,0.325570981,0.378414689,0.032691446,0.080609046,0.283922974,0.395432154,0.20734438,0.266206164,0.156216791,0.309776833,0.267800213,0.329601433,0.538425926,0.342592593,0.070833333,0.039814815,0.008333333,0.081481481,0.05787037,0.015740741,0,0,847,1939,0.467391304,0.532608696,0.131050767,0,0,0.405405405,0.288288288,0.306306306,2003.650794,2010.125,0.857142857,0.024630542,0.33175915,0.548996458,0.090909091,0,0.028335301,0,0,0.105076741,0.46162928,0.407319953,0.025974026,3272.727273,1970.588235,19.39716981,1075757.576,743,0.514131898,0.485868102,0.332736229,0.274456522,0.212209302,0.329081633,169662.9213,137142.8571,79266.90551,0.074707471,0.061614731,0.473796034,0.587818697,1325,0.625660377,0.146415094,0.109433962,0.020377358,0.098113208,1312,0.21722561,0.183689024,0.033536585,0.229420732,0.115853659,0.149390244,0.03125,0.256859756
22903,3090,0,0.532686084,1040,0.445192308,0.554807692,0.211538462,0.203846154,0.342307692,2.971153846,4.211663067,0.109385113,0.015533981,0.502588997,0.028802589,0.003559871,0.34012945,0.436569579,0.055016181,0.092880259,0.362783172,0.345307443,0.144012945,0.304311774,0.158374793,0.351575456,0.185737977,0.283495146,0.515410959,0.383219178,0.048972603,0.048287671,0.004109589,0.069520548,0.054452055,0.015068493,0,0,1211,1939,0.348076923,0.651923077,0.141205615,0,0,0.134502924,0.093567251,0.771929825,2003.838384,2014.753086,0.846760934,0.00394607,0.35342692,0.563170933,0.027250206,0.023121387,0.033030553,0,0.047894302,0.13790256,0.512799339,0.276630884,0.024772915,2829.861111,2458.064516,20.82807018,1232394.366,1247,0.348837209,0.651162791,0.403559871,0.200961538,0.232044199,0.184365782,143333.3333,126029.4118,60769.35275,0.056272757,0.054990758,0.55961183,0.495378928,2045,0.604400978,0.09193154,0.1599022,0.101222494,0.042542787,2045,0.206356968,0.177506112,0.028850856,0.299266504,0.125183374,0.072860636,0.035207824,0.261124694
23001,5309,31,0.452250895,1250,0.828,0.172,0.1288,0.3672,0.6088,4.2224,4.528502415,0.656244114,0.121115088,0.113015634,0,0,0.109625165,0.106423055,0.038802034,0.132228292,0.229233377,0.352232059,0.247504238,0.592194866,0.154793085,0.218962808,0.03404924,0.470145037,0.279443465,0.126200274,0.594356261,0,0,0.184401333,0.0186165,0.165196943,0,0,1291,1945.286225,0.6856,0.3144,0.031758327,0,0,0,0,1,1995.541667,2009.290541,0.977727013,0.015039025,0.973663826,0.017815647,0,0,0.008520527,0,0.00929512,0.003098373,0.527498064,0.388071263,0.07203718,2201.388889,1801.282051,25.31,838804.7138,2476,0.690226171,0.309773829,0.466377849,0.0528,0.045507585,0.06870229,84343.43434,88750,23939.00923,0.16918429,0.133552872,0.389681668,0.743871204,2368,0.20777027,0.399070946,0.176942568,0.091216216,0.125,2242,0.585637823,0.495985727,0.089652096,0.299732382,0.008920607,0.022747547,0,0.082961641
23003,4195,1,0.525387366,1243,0.665325825,0.334674175,0.252614642,0.283990346,0.522123894,3.374094932,4.38331318,0.531585221,0.171871275,0.108939213,0.002860548,0.006197855,0.178545888,0.174970203,0.072943981,0.122526818,0.201668653,0.385220501,0.217640048,0.321450907,0.281425891,0.289243277,0.107879925,0.419070322,0.379532013,0.129339162,0.481614811,0.009514014,0,0.201337105,0.023399331,0.169452301,0,0,1302,1955.166667,0.774738536,0.225261464,0.0453149,0,0,0,0.508474576,0.491525424,2005.127551,2011.495327,0.905947776,0.002659574,0.908602151,0.091397849,0,0,0,0,0,0.036866359,0.3640553,0.599078341,0,2044.871795,1879.901961,34.31153846,962344.7205,2024,0.820652174,0.179347826,0.482479142,0.117457763,0.127725857,0.082142857,131028.7611,132177.4194,41663.09893,0.056257449,0.073321555,0.553003534,0.520318021,2082,0.469260327,0.179154659,0.163784822,0.071565802,0.11623439,2066,0.581316554,0.434172314,0.14714424,0.191674734,0.034849952,0.039206196,0.043078412,0.109874153
23102,3707,0,0.560021581,1138,0.636203866,0.363796134,0.314586995,0.369947276,0.370826011,3.257469244,4.343922652,0.096843809,0.527110871,0.09360669,0,0.005664958,0.276773671,0.305907742,0.153763151,0.182627462,0.224170488,0.240086323,0.199352576,0.416845724,0.388912763,0.136226902,0.058014611,0.258699757,0.632132611,0.237488046,0.107108703,0.023270641,0,0.15396876,0.103602168,0.039209436,0,0,1201,1976.73516,0.405975395,0.594024605,0.052456286,0,0,1,0,0,2001.704545,2012.215385,0.983502887,0,0.439633639,0.329725229,0.149042465,0.01498751,0.018318068,0.048293089,0,0.105745212,0.369691923,0.517069109,0.007493755,526.3888889,390.1162791,32.37008547,874149.6599,1423,0.619817287,0.380182713,0.383868357,0.217926186,0.021645022,0.352071006,42868.85246,51904.7619,23763.39358,0.309684381,0.098327759,0.6,0.498327759,1348,0.365727003,0.258160237,0.272255193,0.06379822,0.040059347,1276,0.439655172,0.397335423,0.042319749,0.405172414,0,0.084639498,0,0.070532915
23103,4064,0,0.53617126,1308,0.655963303,0.344036697,0.30733945,0.49235474,0.289755352,3.107033639,4.148018648,0.067913386,0.621555118,0.040600394,0,0.085875984,0.184055118,0.259104331,0.09375,0.31988189,0.222440945,0.244586614,0.119340551,0.550834598,0.367728882,0.048558422,0.032878098,0.143700787,0.738256856,0.174314418,0.087428727,0,0,0.027966332,0,0.027966332,0,0,1491,1979.949833,0.027522936,0.972477064,0.122736419,0.31147541,0,0,0,0.68852459,2017,2008.727273,0.938851603,0.003231419,0.124748491,0.39704896,0.251509054,0.105969148,0.120724346,0,0.038900067,0.18175721,0.342052314,0.422535211,0.014755198,801.119403,673.3552632,34.1807947,1142857.143,1335,0.053932584,0.946067416,0.328494094,0.178899083,0,0.183962264,28380.28169,37882.35294,12557.92323,0.345718504,0.168135095,0.781204112,0.386930984,1133,0.181818182,0.432480141,0.251544572,0.021182701,0.112974404,1114,0.697486535,0.5,0.197486535,0.225314183,0,0.011669659,0.035008977,0.030520646
23200,3857,61,0.498314752,1144,0.708041958,0.291958042,0.19493007,0.298951049,0.627622378,3.318181818,4.019753086,0.316048743,0.261602282,0.195747991,0,0.00233342,0.224267565,0.29608504,0.019445165,0.135856884,0.190821882,0.399274047,0.254602022,0.456514711,0.234076948,0.220174588,0.089233754,0.406274306,0.475674246,0.261237441,0.252776309,0.009783184,0.000528821,0.067424643,0.009783184,0.05764146,0,0,1385,1939,0.679195804,0.320804196,0.17400722,0.087136929,0,0,0.315352697,0.597510373,2005.767327,2005.220588,0.966430632,0,0.7566787,0.216606498,0.026714801,0,0,0,0.0433213,0.119855596,0.227436823,0.524187726,0.085198556,1470.588235,1220,27.124,879723.8372,2181,0.818890417,0.181109583,0.565465388,0.102272727,0.002574003,0.313351499,102594.3396,94444.44444,39836.55691,0.077405858,0.083976396,0.546527463,0.537448933,2018,0.42814668,0.218037661,0.17938553,0.058473736,0.115956392,1992,0.537148594,0.377008032,0.160140562,0.273594378,0.00753012,0.034638554,0.040160643,0.106927711
23300,3930,0,0.502035623,1293,0.688321732,0.311678268,0.228151585,0.321732405,0.511987626,3.039443155,3.787640449,0.56437659,0.13740458,0.110687023,0,0,0.187531807,0.215521628,0.049872774,0.141984733,0.209669211,0.335114504,0.263358779,0.528629857,0.23006135,0.172460804,0.068847989,0.558524173,0.335832887,0.168987681,0.468934119,0.015532941,0.010712373,0.223352973,0.060792716,0.162560257,0,0,1348,2000.4,0.496519722,0.503480278,0.040801187,0,0,0,0,1,2003.518519,2015.611722,0.891781521,0,0.414688427,0.064540059,0.025964392,0.017804154,0.477002967,0,0.101632047,0.237388724,0.253709199,0.396884273,0.010385757,1159.375,1037.790698,32.51910112,880434.7826,1693,0.691080921,0.308919079,0.430788804,0.219644238,0.049844237,0.387096774,65243.36283,73000,28071.01781,0.202865183,0.080993521,0.55237581,0.528617711,1696,0.277122642,0.324882075,0.225235849,0.057783019,0.114976415,1669,0.605152786,0.491911324,0.113241462,0.263630917,0.003594967,0.026363092,0.026962253,0.074295986
23400,4148,0,0.527965284,1086,0.777163904,0.222836096,0.190607735,0.451197053,0.566298343,3.819521179,4.471563981,0.300144648,0.289778206,0.131388621,0,0.018804243,0.259884282,0.284956606,0.043153327,0.183220829,0.258196721,0.307377049,0.208052073,0.493921501,0.350468913,0.099687391,0.055922195,0.319431051,0.510204082,0.246157722,0.214915596,0.025447216,0.003275384,0.112118922,0.029730411,0.067271353,0.015117158,0,1149,1946.628788,0.564456722,0.435543278,0.054830287,0,0,0,0,1,2000.961538,2012.966667,0.907907662,0.001227898,0.734551784,0.025239339,0.014795474,0,0.225413403,0,0.053959965,0.120104439,0.334203655,0.438642298,0.053089643,903.8461538,754.5454545,36.78017241,833545.9184,1731,0.725592143,0.274407857,0.417309547,0.179558011,0.050570962,0.346723044,74437.5,71500,27690.52555,0.194519872,0.062348961,0.550507492,0.511841469,1940,0.321649485,0.308247423,0.192783505,0.032474227,0.144845361,1887,0.593534711,0.424483307,0.169051404,0.302066773,0,0.041335453,0.063063063,0
25100,3384,33,0.514775414,1254,0.574162679,0.425837321,0.198564593,0.311004785,0.359649123,2.672248804,3.391666667,0.116725768,0.05141844,0.637706856,0.004137116,0.00856974,0.18144208,0.239066194,0.0856974,0.104314421,0.262411348,0.358451537,0.189125296,0.16240267,0.206525769,0.354097145,0.276974416,0.158096927,0.781835811,0.136716225,0.043632838,0.033936652,0.003878474,0.015837104,0.006464124,0,0.00937298,0,1417,1944.590909,0.535087719,0.464912281,0.115031757,0.54601227,0,0.196319018,0.165644172,0.09202454,2003.792271,2013.159247,0.910682493,0,0.565278758,0.434721242,0,0,0,0,0.047988709,0.266760762,0.301340861,0.339449541,0.044460127,1794.573643,1794.573643,20.91472868,1555894.309,1814,0.61631753,0.38368247,0.536052009,0.120414673,0.034277198,0.219554031,156250,140000,88518.61702,0.12322695,0.02480916,0.514790076,0.510019084,2044,0.612524462,0.183463796,0.117906067,0.060665362,0.025440313,2010,0.407960199,0.312437811,0.095522388,0.182089552,0.043283582,0.045771144,0.110945274,0.209950249
25200,5505,18,0.446503179,2334,0.547557841,0.452442159,0.320051414,0.26092545,0.34361611,2.350899743,3.161189358,0.129336966,0.005086285,0.61071753,0.003814714,0,0.251044505,0.239782016,0.087556767,0.08537693,0.188374205,0.425249773,0.213442325,0.222733548,0.11849977,0.292913023,0.365853659,0.285013624,0.672307386,0.203065897,0.064304201,0.060322516,0,0.075452917,0.068883138,0.006569779,0,0,2624,1939,0.669237361,0.330762639,0.110518293,0,0,0.534482759,0.124137931,0.34137931,2005.276873,2010.990991,0.87781645,0.01080784,0.592606707,0.355182927,0.022484756,0.001143293,0.028582317,0,0.019054878,0.148246951,0.363567073,0.445884146,0.023246951,2036.956522,1846.885813,23.80709459,1348484.848,2823,0.788168615,0.211831385,0.51280654,0.248500428,0.21446863,0.317357513,143026.3158,180514.7059,94189.55495,0.1164396,0.002602472,0.401106051,0.601496422,3066,0.729941292,0.07012394,0.106979778,0.062948467,0.030006523,2960,0.336486486,0.291216216,0.04527027,0.224324324,0.051689189,0.088851351,0.036824324,0.261824324
25300,4441,65,0.47579374,1703,0.523194363,0.476805637,0.283617146,0.223135643,0.313564298,2.569583089,3.417508418,0.150866922,0.007205584,0.502589507,0.006755235,0,0.332582752,0.317496059,0.063274037,0.065300608,0.31501914,0.356000901,0.200405314,0.237523352,0.215372298,0.299973312,0.247131038,0.207160549,0.649278846,0.249519231,0.059615385,0.036298077,0.005288462,0.035576923,0.028125,0.007451923,0,0,2012,1939,0.460951262,0.539048738,0.153578529,0.067961165,0,0.689320388,0,0.242718447,2006.314554,2012.801724,0.888888889,0.003910743,0.355864811,0.426441352,0.056163022,0.040755467,0.0944334,0.026341948,0.048210736,0.252485089,0.39860835,0.290258449,0.010437376,1985.294118,1725,18.39609756,1325961.538,2025,0.574814815,0.425185185,0.455978383,0.159718144,0.047133758,0.255991285,155873.494,181179.7753,89436.771,0.037693006,0.026279391,0.463001383,0.563278008,2816,0.627485795,0.099431818,0.207386364,0.040127841,0.025568182,2705,0.435489834,0.360443623,0.075046211,0.243992606,0.045471349,0.036229205,0.03142329,0.207393715
25401,3781,14,0.457550912,1357,0.650700074,0.349299926,0.168017686,0.338246131,0.264554164,2.775976419,3.276330691,0.057392224,0.021951865,0.720708807,0.002380323,0,0.197566781,0.27638191,0.109230362,0.129859825,0.16926739,0.454641629,0.137000793,0.124677241,0.181851715,0.390999631,0.302471413,0.146522084,0.725653207,0.212589074,0.036817102,0.019893112,0.005047506,0.028503563,0.028503563,0,0,0,1381,1939,0.516580693,0.483419307,0.017378711,0.25,0,0,0,0.75,2002.830882,2009.57672,0.885628905,0.006248302,0.537291818,0.393193338,0.042722665,0.005068791,0.021723389,0,0.03186097,0.172338885,0.371469949,0.412744388,0.011585807,2547.619048,2267.44186,23.10526316,1395631.068,2031,0.624815362,0.375184638,0.537159482,0.11422255,0,0.236280488,160036.4964,144556.4516,71676.88442,0.030415234,0.038005721,0.448304046,0.589701676,2354,0.63126593,0.155055225,0.130841121,0.046304163,0.03653356,2327,0.423291792,0.281478298,0.141813494,0.224323163,0.140094542,0.028792437,0.019338204,0.164159862
25402,3522,4,0.482396366,1088,0.733455882,0.266544118,0.185661765,0.276654412,0.433823529,3.233455882,3.918546366,0.222032936,0.053378762,0.39040318,0.017035775,0,0.317149347,0.413401476,0.026405451,0.111300398,0.208404316,0.341283362,0.312606474,0.279345176,0.173807036,0.33646813,0.210379659,0.401476434,0.477398659,0.318751823,0.159230096,0.026538349,0.018081073,0.030621172,0.020997375,0.009623797,0,0,1139,1944.51087,0.692095588,0.307904412,0.044776119,0,0.62745098,0,0,0.37254902,1999.814815,2006.810345,0.940721649,0.006013746,0.700614574,0.178226514,0.04214223,0.031606673,0.037752414,0.009657594,0.100087796,0.060579456,0.251975417,0.573309921,0.01404741,1731.751825,1731.751825,27.60294118,1336261.981,1777,0.754642656,0.245357344,0.504542873,0.059742647,0.013280212,0.164179104,163148.1481,168444.4444,61034.86655,0.053094832,0.08548233,0.489493792,0.595988539,1915,0.558746736,0.147780679,0.15613577,0.092950392,0.044386423,1887,0.562798092,0.473767886,0.089030207,0.210386857,0.017488076,0.047164812,0.036565978,0.125596184
25403,4692,16,0.468670077,1352,0.724852071,0.275147929,0.131656805,0.437869822,0.375,3.458579882,3.860204082,0.303282182,0.06372549,0.311381074,0.007033248,0,0.314578005,0.368712702,0.060954817,0.146206309,0.173486786,0.451832907,0.167519182,0.345818079,0.210644889,0.23542664,0.208110391,0.409207161,0.434634589,0.3061734,0.212210622,0.046981389,0,0.105991829,0.058783477,0.047208352,0,0,1467,1951.803571,0.552514793,0.447485207,0.078391275,0,0,0.817391304,0,0.182608696,2001.815287,2015.33101,0.928571429,0,0.609406953,0.212678937,0.05862304,0.036809816,0.082481254,0,0.027948194,0.115882754,0.357191547,0.484662577,0.014314928,2544.117647,2413.636364,22.37439024,1313419.118,2265,0.598233996,0.401766004,0.482736573,0.11612426,0.073627845,0.168595041,147522.5225,156918.239,66091.06991,0.067763585,0.050931205,0.413150893,0.637780312,2497,0.490989187,0.164997998,0.219062875,0.080897076,0.044052863,2459,0.500610004,0.437169581,0.063440423,0.207808052,0.040666938,0.01952013,0.040260268,0.191134608
25501,4443,15,0.519468827,1181,0.747671465,0.252328535,0.117696867,0.33784928,0.568162574,3.749364945,4.158550396,0.361017331,0.039612874,0.213819491,0,0.012604096,0.372946208,0.346162503,0.031735314,0.172180959,0.212694126,0.340760747,0.242628854,0.332123412,0.193889897,0.342407743,0.131578947,0.57326131,0.272431427,0.370525337,0.312412831,0.030683403,0.013947001,0.090887959,0.058809856,0.032078103,0,0,1194,1939,0.742591025,0.257408975,0.010887772,0,0,1,0,0,2005.159091,2007.285714,0.782074613,0.120564149,0.874371859,0.063651591,0.020938023,0.030988275,0.010050251,0,0.030988275,0.048576214,0.394472362,0.347571189,0.17839196,1734.375,1734.375,33.02763158,1257591.093,1849,0.843158464,0.156841536,0.416160252,0.125317528,0.054732041,0.328947368,136184.2105,152056.962,50464.55098,0.089331173,0.058649945,0.500922169,0.557727776,2552,0.495689655,0.260188088,0.10031348,0.019592476,0.124216301,2534,0.374112076,0.337016575,0.037095501,0.293212313,0.022888713,0,0.149171271,0.160615627
25502,4428,73,0.444896116,1282,0.690327613,0.309672387,0.18798752,0.258190328,0.446957878,3.397035881,4.005649718,0.369918699,0.024390244,0.346431798,0,0,0.259259259,0.262646793,0.040650407,0.10501355,0.240966576,0.359756098,0.253613369,0.290322581,0.269979657,0.274048242,0.16564952,0.388888889,0.426082863,0.237052731,0.303201507,0.026836158,0.006826742,0.055320151,0,0.052024482,0,0.003295669,1349,1939,0.794851794,0.205148206,0.04966642,0,0,0.746268657,0,0.253731343,2000.216535,2014.035714,0.859750462,0.015249538,0.879169755,0.083765752,0.007412898,0.029651594,0,0,0,0.068198666,0.316530764,0.510748703,0.104521868,2937.5,2812.5,26.26428571,1153157.895,1967,0.844433147,0.155566853,0.444218609,0.143525741,0.10794897,0.281368821,162592.5926,201158.9868,56992.52484,0.096276113,0.088611976,0.434406369,0.654205607,2633,0.440562096,0.227497152,0.21268515,0.051272313,0.067983289,2532,0.535545024,0.465244866,0.070300158,0.27093207,0.004739336,0,0.007898894,0.180884676
25600,5158,15,0.474796433,1534,0.74315515,0.25684485,0.134289439,0.334419817,0.417209909,3.352672751,3.60877193,0.57444746,0.012795657,0.194649089,0,0,0.218107794,0.239046142,0.062427297,0.122528112,0.211322218,0.394145017,0.209577356,0.442367601,0.244288681,0.232346833,0.080996885,0.482939124,0.344706369,0.194168734,0.424937965,0.036186931,0,0.152191894,0.069065343,0.083126551,0,0,1671,1947.352941,0.655801825,0.344198175,0.081986834,0.343065693,0,0,0,0.656934307,2003.114754,2011.205882,0.898973637,0.004024955,0.906642729,0.046678636,0,0.038898863,0.004787552,0.00299222,0.024536206,0.033512867,0.398563734,0.510472771,0.032914423,2243.421053,2031.25,32.14876543,980132.4503,2794,0.637795276,0.362204724,0.541682823,0.144067797,0.118290258,0.193181818,111627.907,116513.7615,42005.69988,0.033730559,0.03558833,0.420647643,0.614940686,3008,0.323470745,0.314162234,0.161236702,0.082446809,0.118683511,2946,0.541751527,0.390699253,0.151052274,0.265444671,0,0.010183299,0.012219959,0.170400543
