Category,Attribute,North Beach,Russian Hill,Financial District,Chinatown,Nob Hill,Tenderloin,Marina,Pacific Heights,Presidio Heights,Western Addition,Japantown,Lone Mountain/USF,Hayes Valley,Haight Ashbury,Castro/Upper Market,South of Market,Mission,Treasure Island,Twin Peaks,Noe Valley,Glen Park,Potrero Hill,Bayview Hunters Point,Bernal Heights,Outer Mission,Excelsior,Portola,Visitacion Valley,Inner Sunset,West of Twin Peaks,Oceanview/Merced/Ingleside,Sunset/Parkside,Lakeshore,Inner Richmond,Outer Richmond,Seacliff,Presidio,Mission Bay,Lincoln Park,Golden Gate Park,McLaren Park,sf
Households,Average Family Household Size,2.826742763962495,2.567599411,2.4856361149110806,2.9556303549571603,2.5519578313253013,3.0608032308727844,2.799636115533318,2.861124694376528,2.6873250699720113,2.916466506538564,2.5721830985915495,2.9285159285159286,2.7918263090676882,3.009480222294868,2.678944618599791,3.0495846967027433,3.4629589398218554,3.6451612903225805,2.7755102040816326,2.887636003956479,3.1132259638848216,2.7362916006339146,4.086285083956367,3.482882882882883,4.156765676567657,4.121103547115729,3.878710771840543,4.227180010198878,3.0934174932371508,3.076240260380708,4.132370638,3.468688585542041,2.988664366683095,3.1136363636363638,3.146250629089079,3.171673819742489,3.463969658659924,2.8358291735995564,0,2,2,3.261285307834453
Race/Ethnicity,Asian,0.3881082933516107,0.23946860451913252,0.4229893113719993,0.8292451452766827,0.3233549293575833,0.31486599395848064,0.094146361,0.1808328102113413,0.19990453460620525,0.2774569102733185,0.29541734860883795,0.21875736854515446,0.16943305669433056,0.1088042049934297,0.12864808271168696,0.4412141598590421,0.15172401697709495,0.090737834,0.20679431747992588,0.16781281086458197,0.13688430698739978,0.22473324938697065,0.39892492293582654,0.1658045409674235,0.5497697190987926,0.5078815648579326,0.585029753,0.5431720430107527,0.3364089775561097,0.3399994702407756,0.5603133556434439,0.5325025551355146,0.31467707489505853,0.37221482059999084,0.423114334,0.21391443422630949,0.076813992,0.39863050483351237,0.23391812865497075,0.2,1,0.34376793585646925
Race/Ethnicity,Black/African American,0.043779986,0.017656409674122856,0.028955668477308568,0.012337567528106294,0.042073218,0.083681471,0.003681031,0.048169073,0.00353222,0.15753331211060076,0.046372068,0.050931384107521814,0.10133986601339866,0.039684625492772664,0.032587358,0.08561589,0.045494405275527026,0.18398744113029827,0.055836936,0.020544094113576404,0.068728522,0.042282457,0.26897307212187604,0.031747285,0.026305962,0.022760664392260377,0.029627309740056375,0.088333333,0.023049519059494122,0.020475194024315947,0.089139033,0.013446785454814121,0.096177922,0.017917030367069417,0.016137589530462463,0.012395041983206718,0.017726305837863388,0.036721267454350164,0.29239766081871343,0,0,0.052122970252894855
Race/Ethnicity,White,0.43248800548320765,0.6731009424321562,0.4740669353425618,0.10067163089502117,0.5224026227460776,0.34680892088180476,0.7784579682311047,0.6796400920694706,0.6755131264916467,0.4134794670062304,0.47490452809601746,0.556767272,0.5856914308569143,0.7573193166885677,0.7112943332024604,0.30317956110844146,0.4881090182047774,0.43893249607535323,0.5939468807906115,0.6596600493058259,0.6010309278350515,0.5562992908741468,0.12286958958550939,0.5256860809476802,0.1919007510061823,0.20726149861792464,0.18127153147510178,0.1378494623655914,0.4997149982187389,0.5000132439806109,0.15158198965622147,0.33027127535125417,0.3510567788496944,0.49340745164698857,0.44148465823680255,0.6745301879248301,0.6197116520917041,0.44810687432867885,0.38596491228070173,0.56,0,0.43427840260158695
Race/Ethnicity,Native American Indian,0.005140507,0.005166345,0.001489399,0.007446343,0.002458824,0.021370268012083037,0.002360661,0.002427286,0,0.004047478,0.001909438,0.012732846026880454,0.00109989,0.00131406,0.004449679,0.003684126,0.022799817601459188,0.010675039246467817,0.000247066,0.002595043,0.001718213,0,0.001426643,0.006594274,0.004273682,0.002415519,0.002254933,0.003817204,0.001389384,0.003708315,0.004145117,0.001256018,0.003976729,0.00206735,0.001503228,0,0.006854172,0,0,0,0,0.004864118
Race/Ethnicity,Native Hawaiian/Pacific Islander,0.005311857,0.000965141,0.007446995,0.002993138,0.00113184,0.001606787,0.004281199,0,0.000668258,0,0.005728314,0,0.00109989,0,0.004580552,0.005926638,0.002578133,0.028571429,0,0,0,0,0.012712404147453699,0.001145114,0.00746857,0.002017083,0.000438459,0.022419354838709677,0.000676879,0.000900591,0.001483115,0.006883474,0.001620149,0.002986172,0.000132638,0,0,0.0091971,0,0,0,0.003592657
Race/Ethnicity,Other/Two or More Races,0.12517135023989034,0.063642557,0.065051691,0.047306176,0.10857856529544922,0.23166655954752877,0.11707278037850598,0.088930739,0.120381862,0.14748283232525353,0.1756683033278778,0.16081112945060128,0.14133586641335866,0.092877792,0.1184399947650831,0.16037962518020182,0.2892946087200533,0.24709576138147565,0.14317479925880172,0.14938800224903767,0.1916380297823597,0.17668500231957054,0.19509336865972027,0.2690227048371175,0.2202813161279615,0.2576636700948776,0.20137801440651426,0.20440860215053763,0.13876024225151407,0.13490318650173497,0.19333738971706724,0.11563989213018261,0.23249134693276383,0.11140717600036752,0.11762755327615174,0.099160336,0.27889387851571734,0.10734425349087003,0.087719298,0.24,0,0.1613739169196693
Race/Ethnicity,% Latino (of Any Race),0.10366689513365318,0.064096741,0.063124233,0.033143525,0.096323472,0.23340188958159264,0.092625935,0.08876334,0.094606205,0.10996407294556369,0.1314784506273868,0.1304527234142891,0.131986801,0.06544021,0.084849278,0.15513374979977576,0.3441018625697148,0.271585557,0.148733786,0.1109813589377622,0.13676975945017184,0.11246603485983167,0.22260718925941966,0.30681145113524183,0.27351562175843325,0.30968448838309637,0.2241778891324773,0.22166666666666668,0.096009975,0.098720631,0.18371615454822027,0.078919824,0.22527432064216804,0.091560619,0.068220002,0.058376649340263896,0.2013708343181281,0.12298603651987111,0.070175439,0.24,0,0.1538698721494619
Age,0-4 Years,0.038468128855380396,0.020324741682752355,0.046171368,0.021974010804497006,0.023144173,0.038080854,0.067818989,0.043565599497802886,0.048973747,0.019737141297921687,0.033006001091107476,0.040497524168828104,0.056694330566943306,0.050197109,0.026043711556079048,0.030674355,0.039127995,0.024803767660910518,0.014453366,0.05254963,0.062542955,0.058254357,0.061090872,0.072852912,0.029500851,0.045471524,0.03382399,0.040215054,0.052618454,0.042380738,0.033236994219653176,0.046127892228693866,0.018999926356874586,0.052970092,0.055110974,0.054378249,0.11510281257385961,0.065588077,0,0,0,0.044136209
Age,5-17 Years,0.084132968,0.023901442,0.02006308,0.073879398,0.024197954882522833,0.067710007,0.065458328,0.073488177,0.10863961813842482,0.071080995,0.024549918166939442,0.064666352,0.038546145,0.070801577,0.071412991,0.064392119,0.08525378,0.1368916797488226,0.074984558,0.096016608,0.13298969072164948,0.08350454,0.1585866048454895,0.10590325765054294,0.12040994149620347,0.1290435042458351,0.13761352959599124,0.1382258064516129,0.077912362,0.13519455407517283,0.12062671128688773,0.1112438276545703,0.057883497,0.10203519088528507,0.099434079,0.1995201919232307,0.13850153627983927,0.090024168,0,0,0,0.09235703
Age,18-34 Years,0.29720699108978754,0.401952992,0.425091992,0.23061760840998685,0.3975880103036453,0.27337875184780513,0.4207178009842756,0.34379577317430426,0.2565155131264916,0.3463095183955614,0.26895799236224766,0.46380570620136763,0.3676132386761324,0.4228646517739816,0.2679404964446189,0.36849271183725774,0.33077273843347715,0.46373626373626375,0.24891908585546635,0.23485143376151552,0.19369988545246278,0.3554244814102989,0.23210964767024175,0.21765054294175715,0.213684079,0.2211569589361755,0.19862198559348576,0.20763440860215054,0.3417883861774136,0.18162795009668106,0.2505324003650745,0.21647846913519436,0.5125561528831284,0.3246198373684936,0.24146697320718014,0.11515393842463015,0.3505081541006854,0.39084317937701396,0,0.56,0,0.2938241180322265
Age,35-59 Years,0.3244516792323509,0.30208924718973545,0.3664797616961626,0.29106438896189224,0.3291702443212864,0.39498039719776334,0.2955627575721202,0.3305293994559531,0.34797136038186155,0.30105962071945064,0.2572285870158211,0.2718108936571563,0.4084091590840916,0.3349277266754271,0.4598874492867426,0.3628063431042768,0.39431407625662074,0.29073783359497646,0.3676343421865349,0.4315124778340037,0.3994272623138603,0.36417257604877723,0.3324841413395154,0.4018163869693978,0.386083565,0.3618796224817591,0.38791105543376136,0.3772043010752688,0.3163519771998575,0.3333245040129261,0.3292515972010952,0.36085901808912807,0.22637896752338169,0.3230578398493132,0.34364223185073833,0.36105557776889247,0.35428976601276296,0.3589554242749731,0.14035087719298245,0.44,0,0.3532744450205732
Age,60 and older,0.25574023303632626,0.25173157715453615,0.1421937970912914,0.38246459337129507,0.22589961751619703,0.22584999035927758,0.1504421237946625,0.20862105042896004,0.23789976133651553,0.2618127245440902,0.41625750136388434,0.1592195236972412,0.12873712628737127,0.12120893561103811,0.17471535139379663,0.17363447060707993,0.15053141113332633,0.083830455,0.2940086473131563,0.18506984991998615,0.211340206,0.13864404533103586,0.2157287341094948,0.20177690029615006,0.25032156342060496,0.24244839006897925,0.24202943939868463,0.23672043010752689,0.21132882080513002,0.3074722538606203,0.26635229692728934,0.2652907928924134,0.1841814566610207,0.19731703955529012,0.2603457423291184,0.2698920431827269,0.041597731032852754,0.094589151,0.8596491228070176,0,1,0.21640819786288315
Educational Attainment,High School or Less,0.19257762654189706,0.1513420902341519,0.10308365454734868,0.6596730483433867,0.18608326560101146,0.39735048032228076,0.049692194,0.065030189,0.070179699,0.20237576285963382,0.1876528117359413,0.12423275227105328,0.13928313687755592,0.062289562,0.07071923,0.25027701498289734,0.2440723145381457,0.28069226608977826,0.15614713038500072,0.076781197,0.081404381,0.08213914,0.459040617,0.23410128996637053,0.4072135266712035,0.42229685665840616,0.42532729917569095,0.5052486787808587,0.12885510939284772,0.13020655804758333,0.3681858802502234,0.2552949249820643,0.19073884043099026,0.12047491560935863,0.1696133226873503,0.071269488,0.087694974,0.1711299239806496,0.4444444444444444,0,1,0.22593033939117727
Educational Attainment,Some College/Associate Degree,0.17949808592088473,0.10774795355035217,0.10219814564017085,0.11478276073083311,0.16314458592973902,0.23907654167957856,0.083230731,0.12110264277937247,0.10830500242836329,0.16603095030514387,0.1754278728606357,0.13528111956788608,0.15275439018522974,0.13105413105413105,0.12970207643695456,0.2024859083682613,0.15086308820052022,0.3174689021092482,0.18305424359524833,0.12995362563237775,0.14463259282274352,0.12304859498839164,0.2698670126500162,0.18164934999749033,0.24011935298120715,0.2726946654493283,0.28600290932600614,0.24476942011148917,0.12731745892276602,0.18378894266821189,0.24540760599741834,0.20696216351102653,0.25756798358132377,0.16779187521825165,0.20534390327363977,0.09688196,0.056845754,0.12102626123013131,0.1286549707602339,0.2,0,0.1789020986430449
Educational Attainment,College Degree,0.36091025095703955,0.4268671870042515,0.3767059068652985,0.14870180959874116,0.4002528673349589,0.24674620390455532,0.5533119921201675,0.4400673067405721,0.47826614861583294,0.36083260680034873,0.3713325183374083,0.46108519518782226,0.4110536444551359,0.4799274799274799,0.41779516501153574,0.33444139326492267,0.37560996582041745,0.3104380746349378,0.36825533132961213,0.37552698145025293,0.3616591579928538,0.43559362741173646,0.18924568421811366,0.311900818,0.2415327435481338,0.23043563323333768,0.19589461774688863,0.19011076522116846,0.4204375713909147,0.3756561456131979,0.2637275345050144,0.3686952181914595,0.35659312467932275,0.4263182400186241,0.3875327934299076,0.3585746102449889,0.48596187175043326,0.2950932964754665,0.17543859649122806,0.4,0,0.35385481785102085
Educational Attainment,Graduate/Professional Degree,0.26701403658017864,0.31404276921124435,0.418012293,0.076842381,0.2505192811342906,0.11682677409358537,0.313765082,0.3737998614272988,0.3432491500728509,0.2707606800348736,0.2655867970660147,0.2794009329732384,0.29690882848207845,0.32672882672882675,0.3817835289397131,0.2127956833839187,0.2294546314409166,0.091400757,0.29254329469013884,0.41773819561551434,0.4123038682616125,0.3592186374189416,0.081846686,0.2723485418862621,0.11113437679945558,0.074572845,0.092775174,0.059871135886483746,0.32338986029347155,0.3103483536710069,0.12267897924734386,0.16904769331544964,0.19510005130836328,0.2854149691537656,0.2375099806091023,0.4732739420935412,0.36949740034662043,0.4127505183137526,0.25146198830409355,0.4,0,0.24131274411475698
Nativity,Foreign Born,0.341329678,0.24298853184966504,0.3995969861573506,0.7106876916338152,0.31039731480758725,0.4337361012918568,0.1580042411875325,0.21288972588407618,0.20782816229116946,0.359452453,0.33006001091107473,0.23449658099504833,0.20007999200079993,0.13818659658344284,0.18645029010164463,0.4541086016338299,0.3019923532919429,0.3246467817896389,0.24410129709697345,0.23147787725444402,0.20515463917525772,0.21412949831002717,0.3938552467327338,0.2729318854886476,0.5498941952616074,0.4759817715466793,0.49846539304729093,0.5195698924731182,0.2823655147844674,0.2779116891372871,0.48250684514755093,0.399869473,0.3610722439060314,0.2875453668397115,0.33119639225395703,0.20151939224310275,0.16450011817537225,0.4182330827067669,0.2631578947368421,0.44,1,0.34113262804397104
Language Spoken at Home,English Only,0.6019780807270784,0.7202132591562355,0.556076054,0.2310218705680376,0.660154221,0.47469348211004575,0.8308867713966864,0.7787258248009101,0.7759486046978519,0.5950823474831826,0.6335684062059238,0.6808379922590158,0.7767648929404283,0.8492529053680132,0.8121024814118069,0.5034289019251426,0.5899027141475167,0.5634256278171281,0.7598395587866633,0.7605222313521409,0.737781036,0.7421534130893737,0.45974765974765974,0.6172487223168655,0.2768277041470714,0.3296026714669589,0.3489141004862237,0.28657853461796995,0.643251984,0.6536940226260615,0.3652348359688459,0.4779701276738572,0.5159522558366489,0.6270980886775978,0.5842126196102285,0.825369979,0.8058226495726496,0.48379912350025145,0.7017543859649122,0.56,0,0.5733308848225354
Language Spoken at Home,Spanish Only,0.044640470462443196,0.042188224,0.051024157,0.023438083,0.041312078,0.1800688203654829,0.04996137,0.047694057932965786,0.064846416,0.064857342,0.057545839210155145,0.070037476,0.075312699,0.026784726065301606,0.049762609,0.11096422374617863,0.2739518498913976,0.2031551835157759,0.084607671,0.081804072,0.10019550342130987,0.070654469,0.1781305114638448,0.2401618398637138,0.24792646430098333,0.24291043802666248,0.13419773095623988,0.1616065426842931,0.063738578,0.050147982,0.14609393438753834,0.047480732736919565,0.14751144808948277,0.050063064,0.031420349530917345,0.041014799154334036,0.081730769,0.10252173288310942,0.070175439,0.24,0,0.1083828472153425
Language Spoken at Home,Asian/Pacific Islander,0.28049541120912413,0.1746059341678257,0.2604482410214017,0.7317309845487796,0.21918574453633785,0.2319847659773494,0.049102927289896126,0.093681631,0.084621562,0.19707724425887266,0.25585331452750354,0.13411562327210175,0.068687725,0.054620919,0.067320613,0.3166157151119557,0.082282293,0.089504185,0.090749561,0.068793938,0.065371457,0.10450387051372273,0.34727988061321396,0.098424191,0.4533561351004703,0.40225926795544076,0.49711507293354945,0.499439839,0.20573083142180273,0.22667551793765386,0.46050664778538275,0.41246788789486594,0.1873733203212972,0.2579800135830018,0.28921694780431884,0.1010570824524313,0.038995726495726496,0.26596738271427545,0.22807017543859648,0.2,1,0.24823791792817326
Language Spoken at Home,Other European Languages,0.065846922,0.058414465,0.12942040966290072,0.013809061730238112,0.065204363,0.080379514,0.065456262,0.076923077,0.072776551,0.10150777081883554,0.05303244,0.10235301345456779,0.061479754080983676,0.062645268,0.060109289617486336,0.05882839,0.045156698,0.11526078557630393,0.058285284532464274,0.08426915,0.068304008,0.078395496,0.012481345814679148,0.039352640545144806,0.016460026,0.020583861626359865,0.01815235,0.048061842,0.083217388,0.062622742,0.018763276,0.049778604,0.13820283762480295,0.058115843601435915,0.081136092,0.03255814,0.070779915,0.089877146,0,0,0,0.059583383
Language Spoken at Home,Other Languages,0.007039116,0.004578118,0.003031138,0,0.014143593431619321,0.032873417,0.004592669,0.002975409,0.001806866,0.041475296,0,0.012655894820912944,0.017754929,0.006696182,0.010705007614440563,0.010162769561265802,0.008706445,0.028654218,0.006517924,0.004610609,0.028347996089931573,0.004292752,0.002360602,0.004812606,0.005429671,0.004643761,0.001620746,0.004313242,0.004061219,0.006859735,0.009401306,0.012302647715683616,0.010960138127768186,0.00674299,0.014013991,0,0.00267094,0.057834614555643364,0,0,0,0.010464967367955599
Linguistic Isolation,% of All Households,0.14764323264724227,0.050880853,0.061127951,0.49190117190415766,0.10699588477366255,0.19714027995857414,0.015409048,0.021002887897085848,0.037241517767516566,0.10628624449083739,0.18815232722143865,0.060514836886404126,0.024750900996396014,0.007692308,0.00868942,0.16409154755019417,0.07191487,0.11526078557630393,0.024191526698420656,0.009723363,0.028714565004887584,0.02104152,0.15596255596255595,0.052981261,0.14330910645575032,0.11001539224126686,0.1413290113452188,0.13421465382030023,0.049148272,0.052194839,0.155849264,0.10126124730516504,0.079798814,0.081886097,0.10118615913716866,0.027484144,0.019764957264957264,0.13140311804008908,0,0,1,0.093610837
Linguistic Isolation,% of Spanish-Speaking Households,0.003385904,0.003245248,0.008220814,0.012614764499514817,0.003515922,0.044332342,0.000300455,0.002581605,0,0.014474599860821155,0,0.012225840142532408,0.006253975,0.002324294,0.001119771,0.047261009667024706,0.052256922,0.06310367,0.016545500125344698,0.005341002,0.005376344,0.003940887,0.037959571,0.038756388415672915,0.030354852501068834,0.029949649109076205,0.012058347,0.010138920008962582,0.000752078,0.00121705,0.02769255,0.00189768,0.033556039,0.002085961,0.002035421,0,0,0.018607658596163517,0,0,0,0.016256823008913707
Linguistic Isolation,% of Asian-Speaking Households,0.12946627461463067,0.042999536,0.043492238,0.47674852578935584,0.096328259,0.11699462132095012,0.008369817,0.014614509,0.025898414,0.066341916,0.1763046544428773,0.034895865,0.014362942548229807,0.001715551,0.00541969,0.10741138560687433,0.017120849836640077,0.014810045074050225,0.007646027,0.003971515,0.009775171,0.014989444053483462,0.11344458011124678,0.012989778534923339,0.10974775545104745,0.078735227,0.12447325769854133,0.11920233027111808,0.044034144,0.045998949,0.12658327432932107,0.091179014,0.029427220178665267,0.067235859,0.068034532,0.027484144,0.007745726,0.10165960198290107,0,0,1,0.068662606
Linguistic Isolation,% of Other European-Speaking Households,0.012296177492649024,0.004636069,0.009414899,0.001119654,0.004994207,0.018173921758594194,0.006738776,0.002800385,0.011343103794418791,0.022964509394572025,0.011847672778561354,0.012410149,0.003391986,0.003652463,0.00214996,0.007394861,0.002226806,0.03734707,0,0.000410846,0.011974584555229716,0.002111189,0.002062135,0.001235094,0.000598546,0.000626125,0.000842788,0.000672194,0.00436205,0.00497884,0.00078672,0.004569924,0.016815554387808723,0.007519162,0.024635612848887538,0,0.012019231,0.011135857461024499,0,0,0,0.006502246
Linguistic Isolation,% of Households Speaking Other Languages,0.000891027,0,0,0,0.002157497,0.015467878261450572,0,0,0,0,0,0.000982982,0.000741997,0,0,0.002024291,0,0,0,0,0.001588465,0,0,0,0.000598546,0,0,0.001960565,0,0,0,0.001187664,0,0.003735326,0.005778724,0,0,0,0,0,0,0.001309631
Housing,Total Number of Units,7490,11322,15848,7467,17897,20903,14431,15231,5552,13109,2459,6812,11191,9074,13001,15318,26164,679,3795,11740,3827,8043,12946,10040,6824,11815,5079,5340,13034,14908,8374,29094,5493,9685,20858,1039,1379,7343,0,17,99,404720
Housing,Median Year Structure Built,1948.6144578313254,1939,2002.771551724138,1939,1939,1939,1939,1939,1939,1969.0974440894568,1973.3088235294117,1939,1939,1939,1939,1998.4395132426628,1939,1956.7412935323382,1963.2015590200444,1939,1954.3773946360154,1972.8670360110802,1967.6570289132603,1939,1939,1942.8609785202864,1953.5903983656792,1952.008097165992,1943.5466461063993,1939,1946.4,1944.7727272727273,1956.853898096992,1939,1939,1939,1946.0915492957747,2007.3196276183087,0,1959,2003.4868421052631,1944.3332959200852
Housing,Owner Occupied,0.19764440141981285,0.2334431806101839,0.33495988751964273,0.069875058,0.13699374830116878,0.033254288,0.2608487936937654,0.310272374,0.3842803405266284,0.2073479361200803,0.082719792,0.33505988993201685,0.1933565716629075,0.2710429447852761,0.42386866281047975,0.1994949494949495,0.2608847547927857,0,0.41647791619479047,0.48608276118018184,0.6085023617671576,0.445450803,0.5227272727272727,0.5742737676056338,0.6865875912408759,0.683590613,0.6474332648870637,0.5935621485359706,0.4141819092959158,0.7922151450813871,0.6987058675713029,0.6617407367162882,0.061021171,0.3337430167597765,0.41960681520314547,0.7427937915742794,0.008142117,0.31409678388938983,0,0,0,0.38216941382307834
Housing,Renter Occupied,0.8023555985801871,0.7665568193898161,0.6650401124803573,0.9301249421564091,0.8630062516988312,0.9667457122373573,0.7391512063062345,0.689727626,0.6157196594733716,0.7926520638799197,0.9172802078822001,0.6649401100679831,0.8066434283370925,0.728957055,0.5761313371895203,0.8005050505050505,0.7391152452072143,1,0.5835220838052095,0.5139172388198181,0.39149763823284245,0.554549197,0.4772727272727273,0.4257262323943662,0.3134124087591241,0.31640938699027393,0.35256673511293635,0.4064378514640295,0.5858180907040842,0.20778485491861287,0.30129413242869707,0.3382592632837118,0.9389788293897883,0.6662569832402234,0.5803931847968545,0.2572062084257206,0.9918578830495929,0.6859032161106101,0,1,1,0.6178305861769217
