Neighborhood,Total Population,Group Quarter Population,Percent Female,Housholds,Family Households,Non-Family Households,"Single Person Households, % of Total","Households with Children, % of Total","Households with 60 years and older, % of Total",Average Household Size,Average Family Household Size,Asian,Black/African American,White,Native American Indian,Native Hawaiian/Pacific Islander,Other/Two or More Races,% Latino (of Any Race),0-4 Years,5-17 Years,18-34 Years,35-59 Years,60 and older,High School or Less,Some College/Associate Degree,College Degree,Graduate/Professional Degree,Foreign Born,English Only,Spanish Only,Asian/Pacific Islander,Other European Languages,Other Languages,% of All Households,% of Spanish-Speaking Households,% of Asian-Speaking Households,% of Other European-Speaking Households,% of Households Speaking Other Languages,Total Number of Units,Median Year Structure Built,Owner Occupied,Renter Occupied,Vacant Units,For Rent,For Sale Only,"Rented or Sold, Not Occupied","For Seasonal, Recreation or Occasional Use",Other Vacant,Median Year Moved in to Unit (Own),Median Year Moved in to Unit (Rent),Percent in Same House Last Year,Percent Abroad Last Year,"Overcrowding, Renter Occupied Housing",Single Family Housing,2-4 Units,5-9 Units,10-19 Units,20 Units or More,Other Type,No Bedroom,1 Bedroom,2 Bedrooms,3-4 Bedrooms,5 or More Bedrooms,Median Rent,Median Contract Rent,Median Rent as % of Household Income,Rent Burdened,Extremely Rent Burdened,Median Home Value,Vehicles Available,Vehicles Homeowners,Vehicles Renters,Vehicles Per Capita,Households with no Vehicle,Percent of Homeowning Households,Percent of Renting Households,Median Household Income (B19013_001),Median Family Income (B19113_001),Per Capita Income,Percent in Poverty,Household Income Less than 10000,Household Income 10000 to 14999,Household Income 15000 to 19999,Household Income 20000 to 24999,Household Income 25000 to 29999,Household Income 30000 to 34999,Household Income 35000 to 39999,Household Income 40000 to 44999,Household Income 45000 to 49999,Household Income 50000 to 59999,Household Income 60000 to 74999,Household Income 75000 to 99999,Household Income 100000 to 124999,Household Income 125000 to 149999,Household Income 150000 to 199999,Household Income Greater than 200000,Unemployment Rate,Percent Unemployment Female,Percent Unemployment Male,Employed Residents,Managerial Professional,Services,Sales and Office,Natural Resources,Production Transport Materials,Workers 16 Years and Older,Car,Drove Alone,Carpooled,Transit,Bike,Walk,Other Journey Type,Worked at Home,Population Density per Acre
Inner Richmond,22572.0,147.0,0.5478911926280348,9385.0,0.4833244539158231,0.5166755460841769,0.28758657432072454,0.1908364411294619,0.354075652637187,2.389451251997869,3.072089947089947,0.3748006379585327,0.018784334573808258,0.527511961722488,0.0012847776005670743,0.0,0.07761828814460393,0.08120680489101542,0.04066985645933014,0.09307992202729044,0.3378522062732589,0.31153641679957467,0.2168615984405458,0.16555927735983747,0.16517489429465707,0.4157926527922684,0.25347317555323706,0.2982899167109693,0.6244111942366306,0.04839752470675164,0.27075828946153135,0.05135309873464487,0.005079892860441489,0.06594624549736769,0.002170499676734091,0.06114343770204119,0.0006003509744158123,0.0007388935069733074,9876.0,1939.0,0.3564198188598828,0.6435801811401172,0.049716484406642364,0.06109979633401222,0.10590631364562118,0.2606924643584521,0.17311608961303462,0.39918533604887985,1997.9118497109826,2011.6674517192653,0.8692015209125475,0.008857078953254306,0.03990066225165563,0.23248278655326043,0.47205346294046174,0.14621304171729446,0.12474686107735926,0.02450384771162414,0.0,0.060247063588497365,0.22569866342648845,0.3625961927906035,0.31449979748886187,0.0369582827055488,2053.0188679245284,1981.070496083551,24.463894523326573,0.3334437086092715,0.18741721854304635,1600689.127105666,10923.0,0.4057493362629314,0.5942506637370686,0.48391812865497075,0.21822056473095364,0.16113602391629298,0.2498344370860927,116506.24349635796,151630.4347826087,70013.30852383484,0.08583136608614315,318.0,365.0,265.0,178.0,184.0,115.0,212.0,259.0,101.0,405.0,517.0,1139.0,961.0,595.0,1302.0,2469.0,0.042288894922617434,0.5610236220472441,0.48126527287537335,14109.0,0.6023105818980793,0.1386349138847544,0.17938904245517046,0.020696009639237366,0.058969452122758524,13841.0,0.42959323748284084,0.36594176721335164,0.0636514702694892,0.3570551260747056,0.05888302868289864,0.0627844808901091,0.022469474748934324,0.06921465212051152,22572.0
Inner Sunset,29539.0,894.0,0.510714648430888,12233.0,0.49235673996566665,0.5076432600343334,0.3302542303605003,0.19570015531758359,0.3194637456061473,2.3416169377912204,3.0537937904698653,0.34923321710281324,0.024746944717153593,0.5292325400318223,0.0014895561799654693,0.0012864348826974509,0.09401130708554792,0.08700362232980129,0.05243914824469346,0.07911574528589323,0.335319408239954,0.3375875960594468,0.19553810217001252,0.1127907462312607,0.1219777007558358,0.4199273395414875,0.34530421347141604,0.28304952774298386,0.6443372633083244,0.04644515898535191,0.22268667381207574,0.08195784208645945,0.004573061807788496,0.05119685602000715,0.0020721686316541622,0.04105037513397642,0.008074312254376563,0.0,12949.0,1944.9932930918847,0.4309654214011281,0.5690345785988719,0.05529384508456252,0.034916201117318434,0.0,0.4106145251396648,0.24441340782122906,0.3100558659217877,1998.912319644839,2012.7359502359502,0.8324233371106762,0.012911644517702003,0.03993679069099267,0.42126805158699515,0.303266661518264,0.11622519113445054,0.0819368290987721,0.07405977295544057,0.0032434937060776894,0.06904008031508224,0.24704610394625068,0.2978608386748011,0.3598733492933817,0.026179627770484208,2275.3188297074266,2172.7549467275494,21.689683219178082,0.25757793420485564,0.13949145237753197,1426441.9961114712,16031.0,0.562160813423991,0.437839186576009,0.5427062527506009,0.17518188506498814,0.0832701062215478,0.2447924148829191,136886.92098092643,171051.227321238,74919.67568299537,0.07884307863449906,479.0,155.0,185.0,246.0,303.0,112.0,139.0,234.0,158.0,361.0,805.0,1198.0,1218.0,1101.0,1811.0,3728.0,0.033664312642701644,0.5053894759199278,0.5282748367227739,18199.0,0.728116929501621,0.10088466399252706,0.13050167591625914,0.013517226221220946,0.02697950436837189,17829.0,0.43384373773066354,0.3519546805765887,0.08188905715407482,0.359190083571709,0.039149699927085085,0.07667283639015088,0.031185147792921645,0.05995849458746985,29539.0
Japantown,3551.0,53.0,0.5395663193466629,2266.0,0.22727272727272727,0.7727272727272727,0.616504854368932,0.03971756398940865,0.5728155339805825,1.5436893203883495,2.4466019417475726,0.32751337651365814,0.016333427203604617,0.5288651084201633,0.002252886510842016,0.007603491974091805,0.1174317093776401,0.09264995775837792,0.018586313714446634,0.019149535342157138,0.31512250070402703,0.20923683469445226,0.43790481554491695,0.26493011435832275,0.21378653113087676,0.25349428208386277,0.2677890724269377,0.34272036046184173,0.6292682926829268,0.05796269727403156,0.2780487804878049,0.03472022955523673,0.0,0.21061692969870874,0.011190817790530846,0.18938307030129126,0.010043041606886656,0.0,2535.0,1970.2060931899641,0.13371579876434245,0.8662842012356575,0.10611439842209074,0.3903345724907063,0.0,0.0,0.21561338289962825,0.3940520446096654,2005.0,2013.0709624796084,0.7775274570543509,0.019994367783722895,0.04584819154355578,0.09072978303747535,0.11479289940828402,0.04378698224852071,0.05719921104536489,0.693491124260355,0.0,0.2465483234714004,0.48954635108481265,0.18106508875739644,0.08284023668639054,0.0,1469.9367088607596,1375.0,25.725787401574802,0.41467142129393786,0.22312786551197147,970394.7368421053,1280.0,0.19375,0.80625,0.3604618417347226,0.5569285083848191,0.4389438943894389,0.5751400916963831,88064.51612903226,177533.7837837838,74273.3596170093,0.10607356715141146,115.0,240.0,170.0,140.0,77.0,70.0,19.0,19.0,0.0,54.0,148.0,155.0,182.0,174.0,315.0,388.0,0.016200294550810016,0.5130093274423171,0.5031909671084929,2004.0,0.6651696606786427,0.07884231536926148,0.1536926147704591,0.03792415169660679,0.06437125748502993,2004.0,0.2744510978043912,0.23902195608782434,0.035429141716566866,0.3852295409181637,0.02245508982035928,0.1472055888223553,0.07734530938123753,0.09331337325349301,3551.0
Lakeshore,14801.0,2723.0,0.5389500709411527,4924.0,0.39073923639317626,0.6092607636068237,0.3637286758732738,0.13667749796913078,0.335093419983753,2.452883834281072,3.002079002079002,0.2774812512668063,0.0693196405648267,0.4251739747314371,0.006080670224984798,0.0018242010674954395,0.2201202621444497,0.23106546854942234,0.017701506654955745,0.05121275589487197,0.5933382879535166,0.19093304506452266,0.14681440443213298,0.16136788672188085,0.2870691958322201,0.34584557841303765,0.20571733903286135,0.34463887575163843,0.5214939129238599,0.15977715111080543,0.16287227457184125,0.14677763257445492,0.009079028819038448,0.08714492055849783,0.030125868354082125,0.03624733475479744,0.02077171744961827,0.0,5281.0,1956.8486055776893,0.051380991064175464,0.9486190089358245,0.06760083317553493,0.5266106442577031,0.0,0.1876750700280112,0.07563025210084033,0.21008403361344538,2010.982142857143,2011.9327229299363,0.5973436335298502,0.029816358338415668,0.09227146221365874,0.13501230827494792,0.09070251846241242,0.05907971975004734,0.0857792084832418,0.6281007384964968,0.0013255065328536262,0.10698731300889983,0.32967241052830903,0.411285741336868,0.15205453512592312,0.0,1994.857594936709,1907.8740157480315,34.425,0.5251552130164847,0.38193106401198884,1135638.2978723403,5435.0,-245323.44581416744,0.9256669733210672,0.367204918586582,0.2650284321689683,0.0,0.279383429672447,61914.89361702128,87349.39759036145,29651.80731031687,0.27796161482461945,584.0,94.0,291.0,160.0,144.0,219.0,331.0,229.0,167.0,189.0,423.0,612.0,378.0,220.0,405.0,478.0,0.1330671989354624,0.5996895098691506,0.5333776890663118,7818.0,0.3801483755436173,0.2395753389613712,0.28383218214377076,0.014709644410335124,0.0817344589409056,7664.0,0.4536795407098121,0.3596033402922756,0.09407620041753653,0.35568893528183715,0.0026096033402922755,0.1383089770354906,0.022181628392484342,0.027531315240083506,14801.0
Lincoln Park,312.0,191.0,0.22756410256410256,70.0,0.44285714285714284,0.5571428571428572,0.4714285714285714,0.18571428571428572,0.44285714285714284,1.7285714285714286,2.3870967741935485,0.33653846153846156,0.16025641025641027,0.46794871794871795,0.0,0.0,0.035256410256410256,0.035256410256410256,0.04487179487179487,0.0,0.02564102564102564,0.27564102564102566,0.6538461538461539,0.24496644295302014,0.13758389261744966,0.2516778523489933,0.36577181208053694,0.40384615384615385,0.7013422818791947,0.03691275167785235,0.22818791946308725,0.03355704697986577,0.0,0.020134228187919462,0.0,0.020134228187919462,0.0,0.0,79.0,1951.923076923077,0.6285714285714286,0.37142857142857144,0.11392405063291139,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,2005.0,2012.6923076923076,0.8141025641025641,0.019230769230769232,0.0,0.46835443037974683,0.3924050632911392,0.05063291139240506,0.0,0.08860759493670886,0.0,0.0,0.21518987341772153,0.5569620253164557,0.22784810126582278,0.0,2342.1052631578946,2269.230769230769,21.883333333333333,0.0,0.0,857142.8571428572,100.0,0.55,0.45,0.32051282051282054,0.1,0.1590909090909091,0.0,157407.40740740742,139583.33333333334,49241.98717948718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,12.0,0.0,6.0,27.0,12.0,0.0,0.5230769230769231,0.47692307692307695,65.0,0.8153846153846154,0.0,0.09230769230769231,0.0,0.09230769230769231,65.0,0.8,0.7076923076923077,0.09230769230769231,0.2,0.0,0.0,0.0,0.0,312.0
Lone Mountain/USF,17677.0,3186.0,0.5447191265486225,6342.0,0.42368338063702304,0.576316619362977,0.3273415326395459,0.1543677073478398,0.3098391674550615,2.284925890886156,2.8716040193524375,0.22899813316739265,0.05266730780109747,0.5827346269163319,0.0012445550715619166,0.0005657068507099621,0.13378967019290602,0.11715788878203315,0.03971262091983934,0.05860722973355207,0.4807942524183968,0.2622051253040674,0.15868077162414437,0.1375742018289748,0.11415048933098026,0.4652655222204396,0.28300978661960535,0.2046727385868643,0.7237702503681885,0.050898379970544916,0.14397643593519882,0.0772901325478645,0.00406480117820324,0.050191458026509574,0.0,0.039116347569955814,0.011075110456553756,0.0,6900.0,1939.0,0.3144118574582151,0.6855881425417849,0.0808695652173913,0.0,0.0,0.20430107526881722,0.16129032258064516,0.6344086021505376,2003.3652007648184,2012.2248947684907,0.7183066361556064,0.02608695652173913,0.047608095676172954,0.13434782608695653,0.44115942028985505,0.18333333333333332,0.12855072463768116,0.1126086956521739,0.0,0.08768115942028985,0.28898550724637684,0.3273913043478261,0.2728985507246377,0.023043478260869565,2010.8225108225108,1908.575031525851,21.331241655540722,0.28058877644894203,0.1453541858325667,1317137.809187279,6819.0,0.4324681038275407,0.5675318961724594,0.38575550149912313,0.24645222327341532,0.10280842527582748,0.312327506899724,133445.94594594595,153911.04294478527,58990.801606607456,0.09319237761766884,128.0,238.0,142.0,259.0,110.0,169.0,74.0,96.0,55.0,224.0,305.0,601.0,670.0,296.0,1084.0,1891.0,0.06968926040341632,0.5496093040159913,0.520079956387425,10239.0,0.638831917179412,0.10489305596249633,0.21173942767848422,0.012501220822345933,0.03203437835726145,9959.0,0.32412892860728987,0.2774374937242695,0.04669143488302038,0.38467717642333565,0.06376142182950095,0.10282156843056532,0.0693844763530475,0.05522642835626067,17677.0
Marina,25375.0,97.0,0.5151527093596059,13583.0,0.3095781491570345,0.6904218508429655,0.46985202090848854,0.11021129352867555,0.22837370242214533,1.8610027239932267,2.711771700356718,0.10585221674876848,0.007763546798029557,0.8364532019704434,0.0019704433497536944,0.0009852216748768472,0.04697536945812808,0.07129064039408867,0.046147783251231526,0.049497536945812805,0.44524137931034485,0.2949753694581281,0.16413793103448276,0.06552640164049028,0.08710444144102157,0.5414083981917323,0.3059607587267558,0.15400985221674876,0.8453974549661213,0.03139976863328375,0.052759874400925465,0.06511320442902,0.0053296975706494795,0.017930920509006777,0.0009502561560072716,0.01132044290199967,0.005660221450999835,0.0,14786.0,1939.0,0.25473017742766696,0.7452698225723331,0.08136074665223861,0.05320033250207814,0.0199501246882793,0.21529509559434745,0.34413965087281795,0.36741479634247715,2003.8732394366198,2012.9984683932053,0.8057484645337402,0.013528160250491751,0.020250913760742863,0.11632625456512917,0.30068984174218855,0.13215203570945488,0.2935208981468957,0.1563641282294062,0.0009468416069254701,0.16380359799810632,0.36832138509400786,0.2633572298119843,0.1857838495874476,0.01873393750845394,2480.759297520661,2451.8469656992083,20.0914156626506,0.24271461029339128,0.10569989133656031,2000000.1427804616,13627.0,0.365524326704337,0.634475673295663,0.5370246305418719,0.2512699698152102,0.07832369942196532,0.3103822977378248,165038.2226469183,207439.56882591092,115462.13990147783,0.043626151959814896,397.0,137.0,203.0,220.0,144.0,203.0,140.0,269.0,88.0,310.0,709.0,977.0,1287.0,1078.0,2093.0,5328.0,0.026307481847837526,0.5192570767126171,0.5070504051352205,18474.0,0.7099166396016022,0.03534697412579842,0.23714409440294468,0.0047093212081844756,0.012882970661470174,18149.0,0.39925064741859057,0.3204584274615681,0.07879221995702243,0.33610667254394183,0.028872114166069756,0.0757617499586754,0.08143699377376164,0.07857182213896083,25375.0
McLaren Park,507.0,0.0,0.5857988165680473,239.0,0.47280334728033474,0.5271966527196653,0.5271966527196653,0.20920502092050208,0.6317991631799164,2.1213389121338913,3.3716814159292037,0.5088757396449705,0.22485207100591717,0.055226824457593686,0.0,0.0670611439842209,0.14398422090729784,0.1992110453648915,0.045364891518737675,0.17751479289940827,0.16173570019723865,0.21499013806706113,0.40039447731755423,0.6324324324324324,0.27837837837837837,0.02972972972972973,0.05945945945945946,0.5069033530571992,0.3181818181818182,0.15702479338842976,0.5247933884297521,0.0,0.0,0.46487603305785125,0.1384297520661157,0.32644628099173556,0.0,0.0,251.0,1973.409090909091,0.14644351464435146,0.8535564853556485,0.04780876494023904,0.0,0.0,0.0,0.0,1.0,1991.25,2006.4957264957266,0.9881656804733728,0.0,0.0,0.20318725099601595,0.11155378486055777,0.18725099601593626,0.055776892430278883,0.44223107569721115,0.0,0.0199203187250996,0.49800796812749004,0.3147410358565737,0.16733067729083664,0.0,280.35714285714283,247.85714285714286,28.165853658536584,0.3137254901960784,0.024509803921568627,708333.3333333334,125.0,0.68,0.32,0.2465483234714004,0.6861924686192469,0.0,0.803921568627451,14025.0,37083.333333333336,16943.392504930966,0.4418145956607495,39.0,100.0,5.0,31.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,43.0,0.0,5.0,0.0,0.13793103448275862,0.7586206896551724,0.3793103448275862,125.0,0.328,0.136,0.312,0.128,0.096,120.0,0.5583333333333333,0.5166666666666667,0.041666666666666664,0.35,0.0,0.09166666666666666,0.0,0.0,507.0
Mission,58770.0,1575.0,0.4530202484260677,23772.0,0.41023052330472826,0.5897694766952718,0.3432189130068989,0.1731028100286051,0.2571512704021538,2.4059818273599194,3.384126333059885,0.14954908967160116,0.039135613408201465,0.5304747320061256,0.008592819465713799,0.001854687765866939,0.27039305768249106,0.35667857750553006,0.046741534796664964,0.07435766547558278,0.34417219669899607,0.38323974817083545,0.1514888548579207,0.24816902567478605,0.1728110599078341,0.35518844634628044,0.2238314680710994,0.31647098859962564,0.5734965996108741,0.292540563697053,0.08068114881388001,0.04598111489923781,0.007300572978955072,0.0979062170894097,0.07091730182246578,0.022312264605608412,0.003980508005640541,0.0004819449154811417,26179.0,1939.0,0.24987380111055021,0.7501261988894498,0.09194392451965316,0.24844204403822184,0.017449106771915246,0.271292064810968,0.18155380141254673,0.28126298296634816,2005.5654761904761,2011.1683393296723,0.8504927296533664,0.010044104472469161,0.10542844324809332,0.14607127850567247,0.32518430803315634,0.1769739103861874,0.10302150578708125,0.24492914167844457,0.0038198556094579624,0.18556858550746783,0.25902440887734446,0.31655143435578137,0.2262882463042897,0.012567324955116697,1727.8008298755187,1650.5376344086021,22.22590909090909,0.3045648272768057,0.13217810677433828,1097368.4210526315,19121.0,0.3812562104492443,0.6187437895507557,0.32535307129487834,0.40665488810365136,0.1728956228956229,0.4845222072678331,120247.05882352941,118816.88466111771,64847.84243661732,0.11370898471053084,1057.0,1041.0,690.0,915.0,749.0,730.0,365.0,500.0,461.0,845.0,1270.0,1542.0,2125.0,1701.0,2564.0,7217.0,0.0382328369944469,0.43397709961177455,0.6042557373826724,39137.0,0.5856861793188032,0.15501954672049467,0.15701254567289266,0.03566957099419986,0.06661215729360963,38629.0,0.2502524010458464,0.2035776230293303,0.04667477801651609,0.43568303606099046,0.10062388361075876,0.1064744104170442,0.04574283569339098,0.061223433171969245,58770.0
Mission Bay,13222.0,342.0,0.5192860384208138,6312.0,0.5041191381495564,0.4958808618504436,0.3575728770595691,0.1538339670468948,0.15050697084917616,2.040557667934094,2.728786926461345,0.4485705642111632,0.024655876569354106,0.445620934805627,0.007411889275450008,0.0,0.07374073513840569,0.12600211768265013,0.05490848585690516,0.06027832400544547,0.4270155800937831,0.3610648918469218,0.09673271819694448,0.1738159486368289,0.14478459104866476,0.36037964082999907,0.3210198194845073,0.4070488579639994,0.5092829705505761,0.09635083226632522,0.2969750320102433,0.088348271446863,0.009042893725992318,0.13036171574903968,0.011523687580025609,0.08506722151088349,0.030809859154929578,0.0029609475032010245,7244.0,2006.644279203646,0.3417300380228137,0.6582699619771863,0.12865819988956378,0.4978540772532189,0.03540772532188841,0.14484978540772533,0.22854077253218885,0.09334763948497854,2011.7222222222222,2015.3809141940658,0.6949687957469759,0.05508898990677248,0.03802647412755716,0.0,0.011043622308117063,0.0,0.015875207067918277,0.9730811706239647,0.0,0.10933186085035891,0.4463003865267808,0.41068470458310324,0.03368304803975704,0.0,3131.163708086785,2922.256097560976,23.7047514619883,0.32154031287605295,0.1354993983152828,914731.0513447432,4604.0,0.42875760208514335,0.5712423979148566,0.3482075328997126,0.3718314321926489,0.18451553082985628,0.4690734055354994,167267.8088367899,184623.89380530972,89009.24973528968,0.08734472049689442,361.0,306.0,45.0,64.0,168.0,28.0,124.0,35.0,14.0,98.0,188.0,534.0,294.0,514.0,1109.0,2430.0,0.018263305322128852,0.45725490196078433,0.5610084033613445,8762.0,0.7368180780643688,0.048162519972608994,0.13067792741383247,0.02955946131020315,0.05478201323898653,8552.0,0.23854069223573432,0.20275958840037417,0.03578110383536015,0.3565247895229186,0.03987371375116932,0.24029466791393825,0.06980823199251637,0.054957904583723106,13222.0
Nob Hill,26445.0,977.0,0.4906409529211571,15247.0,0.2688397717583787,0.7311602282416213,0.5567652652980914,0.061126779038499376,0.2736931855446973,1.6703613825670625,2.5637960478165405,0.3308754017772736,0.03713367366231802,0.5439591605218378,0.003857061826432218,0.0009831726224238987,0.0831915295897145,0.10682548685951976,0.02329362828512006,0.03191529589714502,0.42851200605029305,0.31435053885422576,0.2019285309132161,0.18651974941129426,0.16665926156306926,0.40374105833740614,0.24307993068823033,0.3145017961807525,0.6584846490379032,0.05683534012156878,0.2196368423090325,0.054396221301637696,0.01064694722985791,0.11134770993844129,0.010763095745092726,0.09284137984436099,0.006001006620465368,0.0017422277285222038,17456.0,1939.0,0.13714173279989506,0.862858267200105,0.1265467461044913,0.1670439112720688,0.008601177003168854,0.08646446355817111,0.3250339520144862,0.412856496152105,2003.4855233853007,2011.8069111052494,0.7898185674785047,0.022082496875118367,0.08224384311340834,0.029903758020164987,0.090570577451879,0.11789642529789185,0.22250229147571035,0.5391269477543538,0.0,0.3413725939505041,0.3941911090742438,0.18028185151237397,0.08129010082493125,0.0028643446379468377,1745.4617205998422,1713.9127191346513,25.753587830080367,0.3587716631194892,0.1828823350562481,1084625.322997416,7228.0,0.2699225235196458,0.7300774764803541,0.2733219890338438,0.6103495769659605,0.24533715925394547,0.668364244451201,91083.86535113174,120363.50148367952,72135.65135186235,0.12791380999020568,1010.0,839.0,330.0,431.0,401.0,327.0,222.0,371.0,380.0,964.0,1240.0,1723.0,1626.0,1107.0,1595.0,2681.0,0.051029638695258873,0.5130101633586974,0.5380194753365615,17834.0,0.6093977795222608,0.12178983963216328,0.20359986542559155,0.02478412021980487,0.040428395200179434,17573.0,0.17606555511295738,0.13907699311443691,0.03698856199852046,0.2753087122289877,0.02509531667899619,0.40744323678370226,0.05741762931770329,0.058669549877653215,26445.0
Noe Valley,23407.0,102.0,0.4797710086726193,10787.0,0.48669695003244645,0.5133030499675535,0.341429498470381,0.19180495040326317,0.2811717808473162,2.1604709372392694,2.857904761904762,0.14230785662408682,0.02037851924637929,0.7321741359422395,0.002136113128551288,0.001238945614559747,0.10176442944418336,0.1154355534669116,0.05938394497372581,0.09069936343828769,0.23894561455974708,0.426154569145982,0.18481650788225745,0.07261606022584692,0.14507528230865746,0.3937160184023421,0.3885926390631535,0.24103900542572734,0.7439251487486942,0.08211836308307217,0.06072580278875415,0.10791660989235591,0.005314075487123586,0.01603306535858655,0.007040014534223554,0.008175500749420903,0.0008175500749420902,0.0,11638.0,1939.0,0.5287846481876333,0.47121535181236673,0.07312252964426877,0.055229142185663924,0.0,0.5099882491186839,0.24794359576968272,0.18683901292596944,2005.3875236294896,2012.8593661573289,0.834568864611783,0.011618329214895739,0.01573873696635845,0.40505241450421037,0.36870596322392163,0.11685856676404881,0.0298161196081801,0.07750472589792061,0.0020622100017185082,0.04158790170132325,0.24162227186801857,0.32136105860113423,0.3752362948960302,0.020192472933493726,2444.8608137044966,2359.3394077448747,20.358414464534075,0.21266968325791855,0.08754672437536888,1561728.3950617283,13276.0,0.603570352515818,0.39642964748418197,0.567180757892938,0.14953184388615925,0.08397615708274894,0.22309659649813102,175131.57894736843,205189.69204506656,108035.45947793395,0.04411198974139773,322.0,144.0,170.0,179.0,117.0,145.0,72.0,112.0,180.0,442.0,360.0,805.0,813.0,864.0,1330.0,4732.0,0.039010708822029574,0.47628760836308004,0.5627231004589495,15076.0,0.7526532236667551,0.06699389758556647,0.14758556646325285,0.01631732555054391,0.016449986733881667,14427.0,0.3939835031538088,0.34289873154501976,0.051084771608789076,0.37076315242254104,0.039578567962847436,0.028904138074443753,0.040548970679975045,0.12622166770638385,23407.0
North Beach,11854.0,17.0,0.48608064788257127,6297.0,0.3973320628870891,0.6026679371129109,0.4649833253930443,0.11291090995712244,0.3650944894394156,1.8797840241384787,2.730615507593925,0.3769191833980091,0.026067150329002867,0.5124008773409819,0.0006748776784207862,0.0018559136156571622,0.08208199763792813,0.08149147966930993,0.022355323097688545,0.07069343681457736,0.333473932849671,0.31550531466171755,0.2579719925763455,0.25918589680103,0.14281469743488165,0.3562444290383282,0.24175497672576013,0.3766661042686013,0.5537147294848563,0.06402623177150746,0.3055483648287169,0.07558892052808698,0.001121753386832341,0.15601000949175942,0.003278971438432997,0.14021917335404263,0.010613512813875226,0.0,7360.0,1939.0,0.21137049388597745,0.7886295061140226,0.14442934782608696,0.24929444967074318,0.03292568203198495,0.0,0.3330197554092192,0.3847601128880527,2006.1466666666668,2010.9992784992785,0.8815230324664287,0.04045554988951215,0.10974627466774063,0.06766304347826087,0.2847826086956522,0.22010869565217392,0.07472826086956522,0.3480978260869565,0.004619565217391305,0.22554347826086957,0.374320652173913,0.2735054347826087,0.1220108695652174,0.004619565217391305,1771.383647798742,1695.4819277108434,25.247814910025706,0.3685058397100282,0.16411598872331856,1351821.1920529802,4182.0,0.3744619799139168,0.6255380200860832,0.352792306394466,0.475305701127521,0.1652892561983471,0.558397100281917,88275.0,89491.15044247787,74216.14644845622,0.12130926269613633,447.0,398.0,281.0,252.0,276.0,331.0,214.0,69.0,107.0,124.0,384.0,500.0,603.0,236.0,651.0,1424.0,0.05254798146922568,0.48630046326935805,0.5662475181998676,7158.0,0.5887119307069014,0.14780664990220732,0.21081307627829002,0.009360156468287232,0.04330818664431405,7141.0,0.2271390561546002,0.2068337767819633,0.020305279372636886,0.2358213135415208,0.045231760257666995,0.39308220137235683,0.02730709984595995,0.07141856882789525,11854.0
Oceanview/Merced/Ingleside,27530.0,302.0,0.49723937522702505,7873.0,0.6946526101867141,0.3053473898132859,0.19306490537279308,0.2859138828908929,0.5220373428172235,3.45840213387527,4.198756628268422,0.5798038503450781,0.1063567017798765,0.18470759171812567,0.0029422448238285506,0.001452960406828914,0.12473665092626227,0.1492916818016709,0.045877224845622955,0.1179803850345078,0.26171449328005814,0.3365056302215765,0.23792226661823465,0.38012488503799796,0.25078658211917326,0.2569340239120964,0.11215450893073237,0.46305848165637487,0.3806677580233753,0.10381847946092054,0.4943465184451974,0.01248715117828454,0.00868009289222218,0.14904633189934138,0.01439068032131572,0.13400845166939507,0.0,0.0,8283.0,1944.236440231701,0.6927473644100088,0.3072526355899911,0.049498973801762644,0.18536585365853658,0.05365853658536585,0.00975609756097561,0.17317073170731706,0.5780487804878048,2001.3757476889614,2011.3920187793428,0.9321197499725847,0.008005263735058669,0.13972715998346424,0.831703489074007,0.10636242907159242,0.006640106241699867,0.004587709766992636,0.04961970300615719,0.0010865628395508873,0.03392490643486659,0.072920439454304,0.3885065797416395,0.45997826874320896,0.04466980562598093,2067.9824561403507,1849.7474747474748,31.120542635658914,0.472095907399752,0.2877221992558909,818556.7010309278,13366.0,0.762157713601676,0.2378422863983241,0.4855067199418816,0.1461958592658453,0.08654198753208654,0.28069450186027284,88697.91666666667,93992.13075060533,32314.914638576098,0.09583196586806696,292.0,276.0,222.0,288.0,307.0,157.0,127.0,276.0,184.0,506.0,644.0,1200.0,875.0,501.0,965.0,1053.0,0.04378773435017477,0.499968223705116,0.5438195106450587,15040.0,0.3891622340425532,0.2574468085106383,0.21063829787234042,0.03996010638297872,0.10279255319148936,14736.0,0.5742399565689468,0.46729098805646035,0.10694896851248643,0.3315689467969598,0.008143322475570033,0.02259771986970684,0.019136807817589578,0.044313246471226926,27530.0
