Neighborhood,Total Population,Group Quarter Population,Percent Female,Housholds,Family Households,Non-Family Households,"Single Person Households, % of Total","Households with Children, % of Total","Households with 60 years and older, % of Total",Average Household Size,Average Family Household Size,Asian,Black/African American,White,Native American Indian,Native Hawaiian/Pacific Islander,Other/Two or More Races,% Latino (of Any Race),0-4 Years,5-17 Years,18-34 Years,35-59 Years,60 and older,High School or Less,Some College/Associate Degree,College Degree,Graduate/Professional Degree,Foreign Born,English Only,Spanish Only,Asian/Pacific Islander,Other European Languages,Other Languages,% of All Households,% of Spanish-Speaking Households,% of Asian-Speaking Households,% of Other European-Speaking Households,% of Households Speaking Other Languages,Total Number of Units,Median Year Structure Built,Owner Occupied,Renter Occupied,Vacant Units,For Rent,For Sale Only,"Rented or Sold, Not Occupied","For Seasonal, Recreation or Occasional Use",Other Vacant,Median Year Moved in to Unit (Own),Median Year Moved in to Unit (Rent),Percent in Same House Last Year,Percent Abroad Last Year,Single Family Housing,2-4 Units,5-9 Units,10-19 Units,20 Units or More,Other Type,No Bedroom,1 Bedroom,2 Bedrooms,3-4 Bedrooms,5 or More Bedrooms,Median Rent,Median Contract Rent,Median Rent as % of Household Income,Median Home Value,Vehicles Available,Vehicles Homeowners,Vehicles Renters,Vehicles Per Capita,Households with no Vehicle,Percent of Homeowning Households,Percent of Renting Households,Median Household Income (B19013_001),Median Family Income (B19113_001),Per Capita Income,Percent in Poverty,Unemployment Rate,Percent Unemployment Female,Percent Unemployment Male,Employed Residents,Managerial Professional,Services,Sales and Office,Natural Resources,Production Transport Materials,Workers 16 Years and Older,Car,Drove Alone,Carpooled,Transit,Bike,Walk,Other Journey Type,Worked at Home,Population Density per Acre
Inner Richmond,22753.0,161.0,0.5477519447984881,8897.0,0.5090479937057435,0.4909520062942565,0.2739125547937507,0.24794874676857367,0.3518039788692818,2.539282904349781,3.2426584234930447,0.3926075682327605,0.019513910253592934,0.49984617413088384,0.001582208939480508,0.002505164154177471,0.08394497428910473,0.07941809871225772,0.05946468597547576,0.10323913330110315,0.31393662374192416,0.3189030018019602,0.20445655517953676,0.14813167259786478,0.1729314946619217,0.4035253558718861,0.2754114768683274,0.2983782358370325,0.6076635514018691,0.047616822429906544,0.2845794392523365,0.053130841121495326,0.007009345794392523,0.06616822429906542,0.0019158878504672897,0.05831775700934579,0.000514018691588785,0.0035514018691588786,9465.0,1939.0,0.3588850174216028,0.6411149825783972,0.06001056524035922,0.13380281690140844,0.07746478873239436,0.23415492957746478,0.20598591549295775,0.3485915492957746,1997.5394045534151,2012.3096026490066,0.8791916500111037,0.013191205862758161,0.23771790808240886,0.4729001584786054,0.14136291600633916,0.12361331220285261,0.02440570522979398,0.0,0.06001056524035922,0.23106180665610143,0.32752245113576334,0.3440042260961437,0.03740095087163233,2257.0984915705412,2147.8844589096825,22.21511524822695,1698227.6119402985,10466.0,0.40024842346646283,0.5997515765335372,0.4599832989056388,0.2147915027537372,0.15972439711869715,0.245617110799439,145792.32283464566,188504.016064257,76093.64039906826,0.05628011848445997,0.03253542440500757,0.5330169211721008,0.49951850323290686,14065.0,0.6275862068965518,0.12634198364735158,0.1756843227870601,0.018698897973693566,0.05168858869534305,13834.0,0.4217146161630765,0.3502963712592164,0.07141824490386005,0.3102501084285095,0.04756397282058696,0.04647968772589273,0.026022842272661557,0.1479687725892728,22753.0
Inner Sunset,28551.0,952.0,0.5256558439284088,12081.0,0.4686698121016472,0.5313301878983527,0.3588279115967221,0.19245095604668488,0.3215793394586541,2.2844963165300887,3.0854821617802894,0.3415291933732619,0.023326678575181253,0.5138874295121012,0.00028020034324542046,0.0015060768449441351,0.11947042135126615,0.10069699835382298,0.053132990087912856,0.0791215719239256,0.3505656544429267,0.3210745683163462,0.19610521522888866,0.11990803002038958,0.11353086633985511,0.41798620450305846,0.34857489913669687,0.28408812300795067,0.630946215876304,0.061700081379004214,0.21343493378708292,0.09036768513723459,0.0035510838203743436,0.056262484279056,0.003994969297921137,0.04564622327439521,0.006621291706739661,0.0,12985.0,1943.7942477876106,0.40352619816240376,0.5964738018375962,0.06961879091259145,0.07632743362831858,0.0,0.34845132743362833,0.28207964601769914,0.29314159292035397,1998.9148936170213,2014.1369221767116,0.8161498616334351,0.008089122259277656,0.4158644589911436,0.29957643434732384,0.11975356180207933,0.08933384674624567,0.07285329226030035,0.0026184058529072005,0.08840970350404313,0.2490566037735849,0.30858683095879863,0.3340777820562187,0.01986907970735464,2449.131513647643,2356.19285120532,22.803625954198473,1454944.6974625895,14699.0,0.5435743928158379,0.4564256071841622,0.5148331056705544,0.2126479596059929,0.10912820512820513,0.2826810990840966,135002.41312741314,163892.70976616233,75451.33620538685,0.09111559818273599,0.032881469863320634,0.5142280976921353,0.5186533721711853,17265.0,0.7491456704315088,0.10466261222125688,0.10501013611352447,0.010657399362872863,0.030524181870836952,16816.0,0.40966936251189345,0.3325404376784015,0.07712892483349192,0.32195528068506185,0.037523786869647954,0.09823977164605138,0.030090390104662225,0.10252140818268315,28551.0
Japantown,3624.0,50.0,0.5549116997792495,2312.0,0.20717993079584776,0.7928200692041523,0.6371107266435986,0.034169550173010384,0.5601211072664359,1.5458477508650519,2.405010438413361,0.3322295805739514,0.009933774834437087,0.4765452538631347,0.002207505518763797,0.0063465783664459164,0.1727373068432671,0.1291390728476821,0.017108167770419427,0.01434878587196468,0.3118101545253863,0.23178807947019867,0.4249448123620309,0.22161003979185798,0.18059381695745333,0.3464952555861647,0.251300887664524,0.35292494481236203,0.6170690623245367,0.07046603032004492,0.27091521617069064,0.041549691184727684,0.0,0.22852330151600225,0.0,0.21532846715328466,0.013194834362717574,0.0,2459.0,1970.1597744360902,0.10856401384083045,0.8914359861591695,0.05978039853599024,0.36054421768707484,0.0,0.0,0.3333333333333333,0.30612244897959184,2005.7407407407406,2013.781070745698,0.831953642384106,0.009381898454746136,0.07930052867019113,0.14762098413989427,0.036193574623830826,0.09963399755998373,0.6372509150061001,0.0,0.2598617324115494,0.45994306628710857,0.1846278975193168,0.09556730378202521,0.0,1569.8447893569844,1569.8447893569844,25.072897196261682,1281250.0,1122.0,0.18270944741532977,0.8172905525846702,0.30960264900662254,0.597318339100346,0.4262948207171315,0.6181465308102863,86482.55813953489,178253.42465753425,77498.95143487859,0.11197989388438984,0.034778465936160075,0.5354930919485469,0.49928537398761313,2026.0,0.7749259624876604,0.02171767028627838,0.1031589338598223,0.035538005923000986,0.06465942744323791,2026.0,0.29911154985192495,0.2754195459032576,0.023692003948667325,0.36031589338598224,0.02566633761105627,0.08588351431391905,0.060217176702862786,0.1688055281342547,3624.0
Lakeshore,14368.0,2673.0,0.5283268374164811,4913.0,0.43842865866069614,0.5615713413393039,0.36881742316303684,0.1394260126195807,0.38733971097089354,2.38041929574598,3.023212627669452,0.30087694877505566,0.08421492204899778,0.3896158129175947,0.0027143652561247215,0.0,0.22257795100222716,0.2497912026726058,0.01607739420935412,0.05164253897550111,0.5308324053452116,0.2183324053452116,0.1831152561247216,0.1872208436724566,0.278287841191067,0.3533498759305211,0.18114143920595532,0.37854955456570155,0.48808092240220696,0.16361321355308764,0.18837094150102568,0.15144655867581525,0.008488363867864468,0.08021503855131923,0.03352903727806465,0.03303388271910589,0.013652118554148688,0.0,5356.0,1956.2118126272912,0.04905353144718095,0.9509464685528191,0.0827109783420463,0.5056433408577878,0.0,0.2054176072234763,0.05869074492099323,0.23024830699774265,2013.375,2012.2228320526895,0.629536571747627,0.019821328866554997,0.1323749066467513,0.11538461538461539,0.037714712471994025,0.09578043315907393,0.6174383868558626,0.0013069454817027633,0.1053024645257655,0.3188946975354742,0.41056758775205376,0.16523525018670648,0.0,2058.0279232111693,1923.076923076923,33.92439393939394,1219696.9696969697,5471.0,-243709.18131968562,0.9267044416011698,0.38077672605790647,0.24262161612049665,0.0,0.2551369863013699,63920.82429501085,92748.91774891775,33529.25250556793,0.22539302802460698,0.1407987292943045,0.5869071931018833,0.5538915361924212,7573.0,0.4233460979796646,0.2149742506272283,0.25921035256833486,0.01360095074607157,0.08886834807870064,7413.0,0.4890058006205315,0.39026035343315796,0.09874544718737353,0.29852961014434104,0.005126129772022123,0.12882773506002967,0.019964926480507218,0.05854579792256846,14368.0
Lincoln Park,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2594594594594595,0.16756756756756758,0.4702702702702703,0.0,0.0,0.10270270270270271,0.10270270270270271,0.0,0.0,0.0,0.13513513513513514,0.8648648648648649,0.42702702702702705,0.12432432432432433,0.21621621621621623,0.23243243243243245,0.3945945945945946,0.6054054054054054,0.10270270270270271,0.23783783783783785,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8108108108108109,0.032432432432432434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,1.0,1.0,-3603603.6,0.0,0.0,0.0,0.0,0.0,-3603603.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0
Lone Mountain/USF,17350.0,2946.0,0.5382708933717579,6298.0,0.4174341060654176,0.5825658939345824,0.32518259765004764,0.14147348364560178,0.31343283582089554,2.287075261987933,2.8139977177634083,0.21354466858789625,0.044034582132564844,0.5772910662824208,0.01250720461095101,0.0,0.15262247838616716,0.11815561959654179,0.04057636887608069,0.05440922190201729,0.49487031700288187,0.2540634005763689,0.1560806916426513,0.12403960396039604,0.11485148514851486,0.48807920792079207,0.27302970297029705,0.21994236311239193,0.6962633665745525,0.05893307701549922,0.13943289679202212,0.09491769794545236,0.010452961672473868,0.057070767752012495,0.009972365733509552,0.03580439745284152,0.01129400456566142,0.0,6817.0,1939.0,0.3105747856462369,0.6894252143537631,0.07613319642071292,0.16570327552986513,0.0,0.16184971098265896,0.1464354527938343,0.5009633911368016,2005.4261954261954,2012.830112721417,0.7153497032468288,0.025078552310019785,0.12248789790230306,0.4355288249963327,0.18908610825876485,0.1458119407363943,0.10708522810620508,0.0,0.09256271086988412,0.30233240428340913,0.3503007187912571,0.23177350740795072,0.0230306586474989,2140.1709401709404,2022.1238938053098,21.374659863945578,1331125.8278145697,6423.0,0.41102288650163477,0.5889771134983652,0.37020172910662824,0.24325182597650047,0.08640081799591003,0.31391064025794563,143553.45911949687,185098.87005649717,64056.0288184438,0.10098205215035556,0.04912793352205278,0.5476212218062277,0.5015067117158251,10413.0,0.6477480072985691,0.12493997887256314,0.1934120810525305,0.005473926822241429,0.02842600595409584,10225.0,0.3054278728606357,0.2652322738386308,0.04019559902200489,0.3361369193154034,0.06180929095354523,0.10767726161369193,0.060929095354523226,0.12801955990220049,17350.0
Marina,25186.0,98.0,0.5235448264909076,12832.0,0.32683915211970077,0.6731608478802993,0.45012468827930174,0.13879364089775562,0.22669887780548628,1.9551122194513715,2.836432999523128,0.10219963471770031,0.0070277138092591125,0.8067577225442706,0.0022234574763757642,0.003533709203525768,0.07825776224886842,0.07115063924402446,0.0717065036131184,0.051854204716906216,0.4250774239656952,0.2966330501072024,0.15472881759707774,0.056790123456790124,0.08714596949891068,0.5317840716533527,0.3242798353909465,0.15028190264432623,0.8466210436270316,0.03635585970915312,0.049016253207869974,0.06278870829769033,0.005218135158254918,0.01514114627887083,0.0,0.006629597946963216,0.008511548331907613,0.0,14190.0,1939.0,0.27750935162094764,0.7224906483790524,0.09570119802677943,0.10824742268041238,0.027245949926362298,0.17746686303387335,0.3085419734904271,0.3784977908689249,2006.5173237753884,2014.6949958643506,0.7710004050222762,0.013365735115431349,0.1273431994362227,0.3207188160676533,0.13523608174770965,0.27653276955602535,0.13883016208597604,0.001338971106412967,0.12903453136011275,0.362861169837914,0.28745595489781534,0.19422128259337562,0.026427061310782242,2672.669491525424,2636.3510520487266,20.161326259946946,2000000.0039237668,12784.0,0.39150500625782225,0.6084949937421777,0.5075835781783531,0.25366271820448877,0.08312271833754563,0.3191672958688383,177203.64741641338,209202.70272373542,123618.64527912332,0.043916630135894474,0.02706087335293477,0.5304366764673853,0.4966241968855494,17854.0,0.7081326313431164,0.028621037302565253,0.24817967962361376,0.005937044919905903,0.009129606810798701,17570.0,0.36357427433124645,0.2881616391576551,0.07541263517359136,0.3116107000569152,0.033124644280022764,0.07370517928286853,0.07877063175867957,0.13921457029026751,25186.0
McLaren Park,153.0,0.0,0.803921568627451,122.0,0.2459016393442623,0.7540983606557377,0.7540983606557377,0.0,1.0,1.2540983606557377,2.033333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9150326797385621,0.0,0.9150326797385621,0.0,0.0,122.0,2004.2990654205607,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.3013698630136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,277.3255813953488,257.60869565217394,30.386885245901638,0.0,-666666666.0,1.0,1.0,-4357298.470588235,1.0,0.0,1.0,12409.638554216868,18000.0,9921.56862745098,0.7581699346405228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0
Mission,58424.0,1588.0,0.4498664932219636,23217.0,0.39854417022009736,0.6014558297799026,0.3416031356333721,0.17543179566696818,0.24658655295688503,2.448033768359392,3.4492596995569005,0.14526564425578528,0.047514719978091195,0.5083184992468849,0.01697932356565795,0.0016602765986580858,0.2802615363549226,0.343026838285636,0.041455566205668905,0.0805833219224976,0.33552991921128306,0.3956593180884568,0.14677187457209365,0.2253500644035401,0.16919433248846968,0.385943407986039,0.21951219512195122,0.30162262084075037,0.5949787507589015,0.27429377522231346,0.0746044784114853,0.04689118245776937,0.009231813149530374,0.08306846184064855,0.06215849433948788,0.0175708010428199,0.0026784757687225457,0.0005356951537445091,25754.0,1939.0,0.2484386440969979,0.7515613559030021,0.09850896948046906,0.303508080409933,0.027197477335435555,0.29601891998423335,0.16279069767441862,0.2104848245959795,2006.3829787234042,2012.3721492743607,0.8525154350345019,0.012313439288864293,0.1435893453444125,0.32006678574202063,0.17038129999223423,0.1107012502912169,0.2468354430379747,0.008425875592141027,0.17220625922186844,0.2693562165100567,0.315368486448707,0.22571251067795295,0.017356527141414925,1936.3182773109243,1856.2881873727088,21.63931679721497,1195884.553714591,19001.0,0.37108573232987735,0.6289142676701226,0.32522593454744625,0.38842227677994573,0.15325936199722606,0.4661585191128431,126892.34016887816,120323.42657342658,66629.67787210735,0.11751307138789667,0.05146575042035236,0.44815654165752855,0.6033092087628238,38922.0,0.6016134833770105,0.15852217255022866,0.1567750886388161,0.02792765017213915,0.05516160526180566,38235.0,0.238707990061462,0.19416764744344187,0.04454034261802014,0.39971230547927294,0.09140839544919577,0.11539165685889892,0.03528180986007585,0.11949784229109454,58424.0
Mission Bay,13330.0,321.0,0.5067516879219804,6065.0,0.5086562242374278,0.49134377576257215,0.33355317394888706,0.2049464138499588,0.15333882934872217,2.144929925803792,2.8580226904376014,0.38312078019504875,0.04793698424606151,0.46264066016504124,0.006901725431357839,0.009902475618904727,0.0894973743435859,0.10772693173293324,0.07471867966991748,0.0768192048012003,0.38807201800450114,0.3633158289572393,0.09707426856714178,0.1600424464595794,0.1332240015435076,0.3588655218985144,0.3478680300983986,0.36354088522130534,0.552456623966272,0.09031944219231393,0.22798767634181935,0.06656396951516134,0.06267228798443328,0.11585860223771688,0.01840441057240149,0.08926544511107508,0.008188746554240312,0.0,6842.0,2007.1715228147334,0.3150865622423743,0.6849134377576257,0.11356328558900906,0.2947232947232947,0.05405405405405406,0.19176319176319176,0.09266409266409266,0.3667953667953668,2013.0991379310344,2015.386212991604,0.7085242896425298,0.045753131683470824,0.011254019292604502,0.010230926629640456,0.0,0.008769365682548963,0.969745688395206,0.0,0.1172171879567378,0.35910552470038,0.44548377667348726,0.07819351066939491,0.0,2750.0,2569.0928270042195,24.49452861952862,1128891.0505836576,4792.0,0.4083889816360601,0.5916110183639399,0.35948987246811703,0.33437757625721354,0.10361067503924647,0.4405392392874338,170739.79591836734,190239.72602739726,93788.01950487623,0.07756168806211085,0.019690265486725665,0.44557522123893806,0.5741150442477876,8862.0,0.7441886707289551,0.05777476867524261,0.14974046490634169,0.005303543218235162,0.04299255247122546,8599.0,0.2532852657285731,0.22374694731945574,0.029538318409117338,0.29270845447145016,0.045005233166647285,0.2200255843702756,0.06163507384579602,0.1273403884172578,13330.0
Nob Hill,26247.0,891.0,0.47811178420390904,15225.0,0.2545155993431856,0.7454844006568144,0.5515927750410509,0.052873563218390804,0.2790804597701149,1.6654187192118226,2.5989677419354837,0.31295005143444965,0.04042366746675811,0.5390330323465539,0.0022859755400617215,0.0011048881776964986,0.10420238503448014,0.10328799481845544,0.022288261515601784,0.025907722787366177,0.4033984836362251,0.33527641254238577,0.21312911951842115,0.18031133523350143,0.16785792589344442,0.4031133523350143,0.2487173865380399,0.3026250619118375,0.6774998051593796,0.044774374561608606,0.20520614137635415,0.0585690904839841,0.013950588418673525,0.09473150962512665,0.00397474865559972,0.08241758241758242,0.005962122983399579,0.00237705556854493,17632.0,1939.0,0.1426600985221675,0.8573399014778326,0.13651315789473684,0.3768176152887412,0.013294557540506855,0.09970918155380142,0.21354383049439135,0.2966348151225592,2006.430155210643,2013.059026635975,0.7878001297858533,0.018170019467878003,0.03539019963702359,0.10089609800362977,0.1253970054446461,0.2167649727767695,0.521551724137931,0.0,0.3250907441016334,0.3852654264972777,0.20712341197822143,0.07951451905626135,0.0030058983666061707,1873.7559498052792,1804.843032159265,25.591021939953812,1245398.773006135,6573.0,0.2695877072873878,0.7304122927126122,0.25042862041376157,0.5998686371100164,0.28084714548802947,0.6529533440588371,95805.8668424522,142973.60248447204,78752.54695774755,0.10006684229151103,0.05397285817880452,0.49761732104009115,0.5563555371387133,18264.0,0.658180026281209,0.11049058256679807,0.1696233026719229,0.020094174332019273,0.04161191414805081,17989.0,0.18066596253265885,0.15376063149702596,0.026905331035632887,0.24403802323642226,0.025737950970037244,0.38879315137028186,0.06175996442270276,0.09900494746789705,26247.0
Noe Valley,22628.0,104.0,0.4608449708325968,10721.0,0.4584460404812984,0.5415539595187017,0.367689581195784,0.1772222740416006,0.30127786587072103,2.100923421322638,2.8679552390640897,0.15251016439809087,0.018119144422838962,0.694493547816864,0.00243061693477108,0.00088386070355312,0.13156266572388192,0.10540038889870956,0.04476754463496553,0.0943079370691179,0.2267102704613753,0.43468269400742443,0.19953155382711685,0.08840456144090376,0.13556431844825748,0.3805286155813706,0.39550250452946817,0.24270814919568676,0.7671987046032848,0.0755031228313671,0.06842470506592643,0.08531112653250057,0.0035623409669211198,0.016655100624566273,0.006060606060606061,0.010178117048346057,0.00041637751561415684,0.0,11609.0,1939.0,0.5009793862512826,0.4990206137487175,0.07649237660435869,0.10923423423423423,0.0,0.42567567567567566,0.2759009009009009,0.1891891891891892,2005.6812080536913,2014.23128342246,0.8472785628315428,0.011545491017697142,0.40692566112498924,0.35360496166767164,0.1124989232492032,0.0381600482384357,0.08725988457231458,0.001550521147385649,0.04789387544146783,0.2672926177965372,0.31156861056077184,0.3500732190541821,0.02317167714704109,2591.252220248668,2420.8760852407263,21.126999012833167,1729166.6666666667,12978.0,0.5881491755278163,0.4118508244721837,0.5735372105356196,0.14998600876783882,0.08638987153230311,0.2138317757009346,186157.31115731114,207890.99417409184,109888.96941841966,0.04324180925852235,0.03161146161934805,0.45274710830704523,0.5788643533123028,14735.0,0.7733288089582626,0.0658975229046488,0.12853749575839837,0.01486257210722769,0.017373600271462505,14205.0,0.35255191833861316,0.3126363956353397,0.0399155227032735,0.35156634987680396,0.04963041182682154,0.04061950017599437,0.04977120732136572,0.15586061246040125,22628.0
North Beach,11934.0,17.0,0.4827383945031004,6308.0,0.37983512999365887,0.6201648700063411,0.4766962587190869,0.14616360177552315,0.3893468611287254,1.8891883322764744,2.8267946577629384,0.3740573152337858,0.03561253561253561,0.4794704206468912,0.0006703536115300822,0.0020948550360315064,0.10809451985922575,0.10750796044913692,0.03477459359812301,0.08580526227585052,0.2947880006703536,0.3277191218367689,0.25691302161890395,0.24984771573604062,0.15451776649746193,0.3365482233502538,0.25908629441624365,0.3575498575498576,0.5981421998437364,0.05078565847729838,0.28457331365569927,0.06024828544144457,0.006250542581821339,0.1583470787394739,0.006337355673235524,0.1418525913707787,0.006163729490407153,0.0,7412.0,1949.974358974359,0.16946734305643626,0.8305326569435637,0.1489476524554776,0.2318840579710145,0.0,0.0,0.322463768115942,0.44565217391304346,2007.7254098360656,2012.0782643957828,0.8757565568258238,0.03286819098856759,0.05936319481921209,0.26524554776038856,0.22382622773880195,0.07784673502428495,0.36724230976794386,0.0064759848893685915,0.2065569347004857,0.3646788990825688,0.31084727468969237,0.11292498650836481,0.004991905018888289,1864.0939597315437,1810.308182784272,26.04424778761062,1360552.7638190954,4038.0,0.3155027241208519,0.6844972758791481,0.33836098541980897,0.4896956246036779,0.1431244153414406,0.560412292422218,78534.83606557376,94763.51351351352,68656.96329813977,0.12879168761521703,0.06873405826285407,0.45240971942542624,0.6163243388374279,6937.0,0.6223151218105809,0.14184806112152226,0.18177886694536544,0.012973908029407524,0.04108404209312383,6758.0,0.19680378810298904,0.17978691920686593,0.017016868896123114,0.25717667949097367,0.03995264871263687,0.3638650488310151,0.026931044687777447,0.11527079017460787,11934.0
Oceanview/Merced/Ingleside,27335.0,307.0,0.4982257179440278,8126.0,0.6273689392074822,0.37263106079251784,0.24538518336204776,0.2691361063253753,0.5220280580851587,3.3261137090819592,4.249901922322479,0.5601609657947686,0.09694530821291385,0.16967258094018658,0.0039875617340406075,0.00025608194622279127,0.16897750137186757,0.16389244558258642,0.04035119809767697,0.11794402780318274,0.24858240351198096,0.33766233766233766,0.25546003292482167,0.38514033064206077,0.24788542868127644,0.24879853902345253,0.1181757016532103,0.48165355770989576,0.3633348581884721,0.13403476669716377,0.4740774626410491,0.01704025617566331,0.011512656297651722,0.160224153705398,0.02039493748093931,0.13895242451967063,0.0002668496492833181,0.0,8543.0,1945.6019978969505,0.7154811715481172,0.28451882845188287,0.048811892777712744,0.2637889688249401,0.05755395683453238,0.011990407673860911,0.047961630695443645,0.6187050359712231,2000.7624448645242,2012.0164609053497,0.9458555412607976,0.008086748759419225,0.8041671543954114,0.10932927543017676,0.008779117406063444,0.002575207772445277,0.074446915603418,0.0007023293924850755,0.030668383471848297,0.09563385227671778,0.3663818330797144,0.46576144211635256,0.04155448905536697,2336.283185840708,2224.7191011235955,27.583084577114427,911629.0983606557,13249.0,0.7726620877047324,0.22733791229526756,0.48468995792939457,0.14238247600295348,0.10079119367045064,0.24697231833910036,98117.53902662994,98885.97640891219,36810.59081763307,0.08972801884362004,0.04176827361970862,0.5030951041080473,0.5386731695116613,15318.0,0.3901292596944771,0.2602820211515864,0.21745658702180443,0.03903903903903904,0.09309309309309309,15056.0,0.5694075451647184,0.47137353878852284,0.09803400637619554,0.292375132837407,0.005977683315621679,0.015010626992561105,0.025571200850159403,0.09165781083953241,27335.0
Outer Mission,24646.0,195.0,0.4964700154183235,6635.0,0.7312735493594574,0.26872645064054257,0.14845516201959308,0.28168801808590804,0.5023360964581763,3.6851544837980406,4.271846661170652,0.570680840704374,0.0161892396332062,0.20214233547025887,0.0017852795585490545,0.005842733100705997,0.20335957153290596,0.2746084557331819,0.029051367361843706,0.11786902539965917,0.23638724336606345,0.3759636452162623,0.24072871865617138,0.41795108919030005,0.22893547061241265,0.2535450061652281,0.09956843403205919,0.5351781222105007,0.28048474717927285,0.22732971165900542,0.47120768909318844,0.015169243627246134,0.005808608441287087,0.15578771416631843,0.020768909318846635,0.1308817384036774,0.0005014625992478062,0.00045967404931048894,6786.0,1939.0,0.6565184626978147,0.3434815373021854,0.022251694665487768,0.052980132450331126,0.0,0.0,0.0,0.9470198675496688,2001.5244487056568,2010.6479933110368,0.9045277607047736,0.024257324318787132,0.8107869142351901,0.12083701738874153,0.014588859416445624,0.024167403477748307,0.02961980548187445,0.0,0.0412614205717654,0.08488063660477453,0.35145888594164454,0.44282346006483936,0.07957559681697612,1777.7044854881267,1608.4905660377358,25.693621399176955,967687.074829932,11162.0,0.7547034581616198,0.2452965418383802,0.4528929643755579,0.1386586284853052,0.06496786042240588,0.2795085563843791,112013.56132075471,115458.5798816568,39639.211231031404,0.09042879960683131,0.04759379557205356,0.488731274028901,0.5588625215431526,14368.0,0.39198218262806234,0.2583518930957684,0.20044543429844097,0.04134187082405345,0.10787861915367483,13988.0,0.5069345152988276,0.41378324277952533,0.09315127251930226,0.36831569917071777,0.013869030597655133,0.0087217615098656,0.0318844724049185,0.07027452101801544,24646.0
Outer Richmond,45745.0,191.0,0.5281451524756804,18980.0,0.5378819810326659,0.462118018967334,0.3298735511064278,0.22502634351949422,0.43503688092729187,2.400105374077977,3.1235184641003038,0.4225379822931468,0.01617663132582796,0.45556891463547927,0.0013990600065580938,0.00039348562684446387,0.1039239261121434,0.06851021969614166,0.05296753743578533,0.0931467919991256,0.2502131380478741,0.34506503442999237,0.25860749808722266,0.18905626440335002,0.2179191726153673,0.3685571356303749,0.22446742735090777,0.34008088315662915,0.5707954388070726,0.03247772494344675,0.2885370019851346,0.09170860071095517,0.016481233553390887,0.10622778265084715,0.0026083744979456167,0.07164950833294861,0.026014496098979732,0.005216748995891233,20654.0,1939.0,0.40558482613277136,0.5944151738672286,0.08104967560763049,0.16367980884109917,0.07287933094384708,0.17980884109916367,0.08303464755077658,0.5005973715651135,1996.4746703678002,2011.2652499016135,0.8717982805991314,0.0058495081095453335,0.3331073883993415,0.4107194732255253,0.11232691004163842,0.0907814466931345,0.05306478164036022,0.0,0.062312385010167524,0.22615474000193667,0.357073690326329,0.3211968625932023,0.033262322068364485,1944.4565691837624,1879.9311926605506,25.311465231788077,1372365.805168986,22821.0,0.49888260812409624,0.5011173918759038,0.49887419390097276,0.20590094836670178,0.13977656534164717,0.2510193228151037,108560.72766185126,138802.08333333334,60482.935839982514,0.10052330800726939,0.04323937831633613,0.5153351145899974,0.5279042637263388,25419.0,0.5680003147252055,0.14591447342539046,0.1966245721704237,0.02930878476730005,0.060151854911680236,25156.0,0.4658530768007632,0.3819764668468755,0.08387660995388774,0.31499443472730165,0.022579106376212434,0.03760534266179043,0.0303307362060741,0.12863730322785816,45745.0
