Neighborhood,Total Population,Group Quarter Population,Percent Female,Housholds,Family Households,Non-Family Households,"Single Person Households, % of Total","Households with Children, % of Total","Households with 60 years and older, % of Total",Average Household Size,Average Family Household Size,Asian,Black/African American,White,Native American Indian,Native Hawaiian/Pacific Islander,Other/Two or More Races,% Latino (of Any Race),0-4 Years,5-17 Years,18-34 Years,35-59 Years,60 and older,High School or Less,Some College/Associate Degree,College Degree,Graduate/Professional Degree,Foreign Born,English Only,Spanish Only,Asian/Pacific Islander,Other European Languages,Other Languages,% of All Households,% of Spanish-Speaking Households,% of Asian-Speaking Households,% of Other European-Speaking Households,% of Households Speaking Other Languages,Total Number of Units,Median Year Structure Built,Owner Occupied,Renter Occupied,Vacant Units,For Rent,For Sale Only,"Rented or Sold, Not Occupied","For Seasonal, Recreation or Occasional Use",Other Vacant,Median Year Moved in to Unit (Own),Median Year Moved in to Unit (Rent),Percent in Same House Last Year,Percent Abroad Last Year,Single Family Housing,2-4 Units,5-9 Units,10-19 Units,20 Units or More,Other Type,No Bedroom,1 Bedroom,2 Bedrooms,3-4 Bedrooms,5 or More Bedrooms,Median Rent,Median Contract Rent,Median Rent as % of Household Income,Median Home Value,Vehicles Available,Vehicles Homeowners,Vehicles Renters,Vehicles Per Capita,Households with no Vehicle,Percent of Homeowning Households,Percent of Renting Households,Median Household Income (B19013_001),Median Family Income (B19113_001),Per Capita Income,Percent in Poverty,Unemployment Rate,Percent Unemployment Female,Percent Unemployment Male,Employed Residents,Managerial Professional,Services,Sales and Office,Natural Resources,Production Transport Materials,Workers 16 Years and Older,Car,Drove Alone,Carpooled,Transit,Bike,Walk,Other Journey Type,Worked at Home,Population Density per Acre
Pacific Heights,23953.0,511.0,0.5042374650356949,12860.0,0.31741835147744946,0.6825816485225505,0.5295489891135303,0.11936236391912908,0.29704510108864696,1.8228615863141524,2.8620774130328273,0.1680374065879013,0.03878428589320753,0.7035026927733478,0.002880641255792594,0.0,0.08679497348975077,0.09038533795349225,0.0440028388928318,0.07310149041873669,0.3425458188953367,0.32805911576837976,0.21229073602471507,0.06801333399671626,0.12139907458082491,0.4353947957609831,0.3751927956614757,0.19559136642591743,0.8017817371937639,0.044674439931874754,0.092886152233722,0.05511157692475654,0.00554609371588279,0.019083802786147866,0.002882221931088694,0.011703567841390454,0.0033189222236778898,0.0,14916.0,1939.0,0.29090202177293933,0.7090979782270607,0.1378385626173237,0.16828793774319067,0.0,0.23200389105058367,0.31663424124513617,0.2830739299610895,2008.1978155339805,2013.8842084639498,0.8165725364578943,0.012475764983562336,0.1423974255832663,0.14977205685170286,0.1733708769106999,0.18349423437919013,0.35022794314829714,0.0007374631268436578,0.16512469831053903,0.37831858407079644,0.2335076427996782,0.18852239206221508,0.03452668275677125,2563.5619886721206,2522.687094873306,20.687113402061854,1645284.3273231622,12032.0,0.4123171542553192,0.5876828457446809,0.5023170375318332,0.2860808709175739,0.11307137129109864,0.35705669481302776,167118.30799735626,209423.8361829026,121758.56886402538,0.052512968789863085,0.04063559854289662,0.5065946489134531,0.5340409496294435,15217.0,0.7398304527830716,0.042189656305447854,0.18039035289478872,0.019320496812775187,0.01826904120391667,15025.0,0.3335108153078203,0.273477537437604,0.060033277870216305,0.29590682196339435,0.020765391014975043,0.12006655574043261,0.09371048252911814,0.13603993344425958,23953.0
Portola,16243.0,195.0,0.49873791787231425,4901.0,0.7214854111405835,0.27851458885941643,0.20097939196082432,0.2677004692919812,0.5080595796776168,3.2744337890226483,3.945418552036199,0.5443575694145171,0.03527673459336329,0.18284799605984117,0.00517145847441975,0.0016622545096349197,0.23068398694822384,0.262205257649449,0.03946315335836976,0.1438157975743397,0.20538077941267008,0.35646124484393277,0.2548790248106877,0.4369605549729773,0.2790997822053723,0.19520851818988466,0.08873114463176575,0.4986763528904759,0.36059479553903345,0.154916036405589,0.46423535444173825,0.01910011536982438,0.0011536982438148954,0.14568645045506987,0.019228304063581593,0.12133059864119984,0.0010896038969362902,0.0,5052.0,1952.6310583580614,0.6637420934503163,0.33625790654968374,0.029889152810768014,0.31788079470198677,0.11920529801324503,0.0,0.0,0.5629139072847682,1998.7575030012006,2012.1407407407407,0.964214463840399,0.004738154613466334,0.8323436262866192,0.10649247822644498,0.015637371338083926,0.01920031670625495,0.02632620744259699,0.0,0.030087094220110848,0.09283452098178939,0.37589073634204273,0.45407759303246237,0.047110055423594616,1860.8179419525065,1756.8027210884354,35.54083333333333,958982.2024471635,8214.0,0.7770878987095203,0.22291210129047967,0.5056947608200456,0.14201183431952663,0.08607439286812173,0.2524271844660194,104451.75438596492,110598.37728194727,41454.33109647233,0.09129735082941322,0.04543459174714662,0.5103160667251976,0.5351185250219491,8698.0,0.33743389284893077,0.20820878362842032,0.2298229478040929,0.09128535295470223,0.13324902276385375,8396.0,0.6341114816579323,0.5178656503096712,0.11624583134826108,0.2898999523582658,0.004883277751310148,0.0196522153406384,0.013101476893758932,0.03835159599809433,16243.0
Potrero Hill,14845.0,6.0,0.4771977096665544,6901.0,0.48079988407477176,0.5192001159252282,0.31734531227358354,0.22214171859150847,0.19649326184610927,2.150268077090277,2.732670283303195,0.22337487369484674,0.05375547322330751,0.5700909397103402,0.0,0.0,0.15277871337150556,0.11249578982822499,0.06156955203772314,0.09875378915459751,0.32852812394745706,0.3803974402155608,0.1307510946446615,0.10953651217072358,0.12204068022674225,0.427892630876959,0.3405301767255752,0.20343550016840686,0.7567295958653363,0.0615174790036609,0.11700524011198048,0.060584308377000934,0.004163376642021391,0.029000071782355898,0.006388629674825928,0.01751489483884861,0.0030148589476706625,0.0,7531.0,1971.626984126984,0.46732357629329085,0.5326764237067092,0.08365422918603108,0.2904761904761905,0.04285714285714286,0.09523809523809523,0.19206349206349208,0.37936507936507935,2007.613981762918,2015.2975958414554,0.8589277133246379,0.013043179789936157,0.26264772274598325,0.2797769220555039,0.04408445093613066,0.09573761784623556,0.3128402602576019,0.004913026158544682,0.13703359447616517,0.23170893639622892,0.3605098924445625,0.26463949010755544,0.006108086575487983,3017.6311030741413,2962.431693989071,21.564123867069487,1285351.201478743,8384.0,0.5599952290076335,0.4400047709923664,0.5647692825867295,0.1640341979423272,0.053023255813953486,0.2614254624591948,192088.6075949367,205016.46963123645,109447.2549680027,0.09421754953497775,0.026207035581090617,0.447233141820381,0.5789738937607096,9661.0,0.7773522409688438,0.07442293758410103,0.11613704585446641,0.018321084773832937,0.013766690818755822,9445.0,0.35849655902593963,0.2937003705664373,0.06479618845950239,0.2390682901005823,0.07347803070407623,0.09285336156696665,0.06543144520910535,0.1706723133933298,14845.0
Presidio,4073.0,0.0,0.5421065553645961,1318.0,0.6267071320182094,0.37329286798179057,0.11987860394537178,0.40667678300455234,0.1418816388467375,3.090288315629742,3.3062953995157387,0.07267370488583354,0.02136017677387675,0.6221458384483182,0.014240117849251166,0.0,0.26958016204272034,0.2170390375644488,0.11981340535232016,0.13577215811441198,0.34642769457402406,0.3422538669285539,0.05573287503068991,0.08732188527584947,0.07818779685787358,0.443551333576909,0.3909389842893679,0.15615025779523692,0.8189679218967922,0.09037656903765691,0.03626220362622036,0.05383542538354254,0.0005578800557880056,0.012273361227336122,0.0,0.0,0.012273361227336122,0.0,1346.0,1941.783439490446,0.02276176024279211,0.9772382397572079,0.020802377414561663,0.0,0.0,0.0,0.0,1.0,2005.0,2014.9135802469136,0.7019577537351881,0.012107161257083977,0.2526002971768202,0.5156017830609212,0.04309063893016345,0.0,0.16716196136701336,0.021545319465081723,0.030460624071322436,0.09435364041604755,0.22808320950965824,0.62555720653789,0.021545319465081723,3498.6979166666665,3363.509749303621,23.827598566308243,2000001.0,0.0,0.0,0.0,0.0,0.04324734446130501,0.0,0.04425465838509317,198295.45454545453,208782.7864271457,76105.5978394304,0.037809968082494476,0.026907630522088354,0.5779116465863454,0.44899598393574297,2423.0,0.6099876186545604,0.11060668592653736,0.2381345439537763,0.018984729673957902,0.022286421791167972,2334.0,0.44601542416452444,0.3466152527849186,0.09940017137960583,0.20822622107969152,0.05012853470437018,0.06212510711225364,0.07883461868037704,0.1546700942587832,4073.0
Presidio Heights,10445.0,158.0,0.5154619435136429,5054.0,0.46181242580134546,0.5381875741986545,0.3961218836565097,0.20142461416699645,0.32825484764542934,2.0354174910961613,2.7690659811482434,0.19368118717089516,0.006797510770703686,0.7023456199138344,0.0,0.0004786979415988511,0.09669698420296793,0.07955959789372906,0.05648635710866443,0.10607946385830541,0.2550502632838679,0.3568214456677836,0.22556247008137864,0.07735480722303563,0.10822352367008296,0.47620790629575405,0.33821376281112736,0.1980852082336046,0.7827498731608321,0.06291222729578894,0.08361237950279046,0.06636225266362253,0.004363267376966007,0.039878234398782346,0.0,0.027701674277016742,0.0121765601217656,0.0,5505.0,1939.0,0.3816778789077958,0.6183221210922042,0.08192552225249773,0.1286031042128603,0.031042128603104215,0.5875831485587583,0.0598669623059867,0.19290465631929046,2007.418952618454,2013.4307795698924,0.8323463741384332,0.01436753713231725,0.2717529518619437,0.31371480472297913,0.11607629427792915,0.16639418710263396,0.13206176203451409,0.0,0.05940054495912807,0.2773841961852861,0.2759309718437784,0.3142597638510445,0.07302452316076294,2377.408993576017,2299.7076023391814,23.86656378600823,2000000.2792149866,5716.0,0.5117214835549335,0.4882785164450665,0.5472474868358066,0.22022160664819945,0.11456713322965267,0.28544,141360.69114470843,204342.89671361502,110307.8410722834,0.05489856744543794,0.06604795050270688,0.5081206496519721,0.5579273008507347,6038.0,0.7482610135806559,0.04637297118251076,0.16760516727393177,0.018549188473004307,0.019211659489897316,6004.0,0.41305796135909395,0.2781479013990673,0.13491005996002664,0.3141239173884077,0.02648234510326449,0.04463690872751499,0.04347101932045303,0.15822784810126583,10445.0
Russian Hill,18237.0,5.0,0.5307342216373307,9601.0,0.37183626705551504,0.6281637329444849,0.40631184251640456,0.07457556504530778,0.34767211748776167,1.8989688574106864,2.5823529411764707,0.25130229752700556,0.015079234523222022,0.6745627021988265,0.0006031693809288809,0.000767670121182212,0.057684926248834784,0.056643088227230354,0.021659264133355265,0.027965125843066294,0.42655041947688765,0.27263256017985416,0.25119263036683664,0.14246051332675222,0.10821816386969398,0.4314536031589339,0.31786771964461996,0.2547568130723255,0.7296267234614954,0.02679071852931286,0.17834323506333372,0.06260508911557,0.002634233830288084,0.05795314426633785,0.004427754736016142,0.04948996749243358,0.004035422037888129,0.0,11081.0,1939.0,0.25059889594833873,0.7494011040516613,0.13356195289233824,0.22432432432432434,0.043243243243243246,0.05337837837837838,0.3141891891891892,0.36486486486486486,2008.4233261339093,2012.475233100233,0.8053302433371958,0.025989074656513823,0.06542730800469272,0.2928436061727281,0.20422344553740637,0.19619167945131305,0.24131396083385975,0.0,0.10305929067773667,0.3857052612580092,0.3247901813915712,0.1779622777727642,0.00848298889991878,2331.9978632478633,2270.2474690663666,20.74903181189488,1342454.3946932007,7441.0,0.35559736594543745,0.6444026340545626,0.4080166694083457,0.395896260806166,0.1550290939318371,0.47644197359277274,141443.62186788156,171203.43839541546,105581.09338158688,0.0658551296814169,0.02095494686424188,0.5129471635982638,0.5080077832659782,13082.0,0.6385873719614737,0.09012383427610457,0.24644549763033174,0.002446109157621159,0.022397186974468734,12958.0,0.2339095539435098,0.1996450069455163,0.034264546997993514,0.28005865102639294,0.03928075320265473,0.22086741781139066,0.07045840407470289,0.15542521994134897,18237.0
Seacliff,2416.0,0.0,0.5161423841059603,868.0,0.7476958525345622,0.2523041474654378,0.21313364055299538,0.37327188940092165,0.4976958525345622,2.783410138248848,3.2927580893682586,0.2222682119205298,0.012003311258278146,0.6837748344370861,0.0,0.0,0.08195364238410596,0.04346026490066225,0.05753311258278146,0.19908940397350994,0.11216887417218543,0.35596026490066224,0.27524834437086093,0.06712962962962964,0.10648148148148148,0.3616898148148148,0.46469907407407407,0.1833609271523179,0.821256038647343,0.03513394817742644,0.11330698287220026,0.030303030303030304,0.0,0.03557312252964427,0.0,0.03557312252964427,0.0,0.0,1025.0,1939.0,0.7373271889400922,0.2626728110599078,0.15317073170731707,0.0,0.12738853503184713,0.10828025477707007,0.5095541401273885,0.25477707006369427,2002.1081081081081,2013.409090909091,0.9357262103505843,0.0025041736227045075,0.7726829268292683,0.14536585365853658,0.033170731707317075,0.04878048780487805,0.0,0.0,0.0,0.03024390243902439,0.20390243902439023,0.6380487804878049,0.1278048780487805,2273.5849056603774,2273.5849056603774,33.41578947368421,2000000.810408922,1591.0,0.8365807668133249,0.16341923318667503,0.6585264900662252,0.024193548387096774,0.0078125,0.07017543859649122,198198.1981981982,206617.91176470587,117776.53145695364,0.03352649006622516,0.0193929173693086,0.4806070826306914,0.5387858347386172,1163.0,0.7119518486672399,0.07738607050730868,0.17282889079965605,0.017196904557179708,0.02063628546861565,1106.0,0.5877034358047016,0.5135623869801085,0.07414104882459313,0.08047016274864376,0.02531645569620253,0.037070524412296565,0.03074141048824593,0.23869801084990958,2416.0
South of Market,25132.0,1430.0,0.4169186694254337,12788.0,0.3335939943697216,0.6664060056302784,0.5412887081639036,0.11174538629965593,0.24913981857991868,1.8534563653425087,2.920534458509142,0.41795320706668787,0.09326754734999204,0.34279006843864396,0.0042575202928537325,0.007281553398058253,0.13445010345376412,0.15438484800254657,0.0267388190354926,0.061952888747413656,0.3877526659239217,0.3499920420181442,0.17356358427502785,0.25781999616196505,0.21612934177701018,0.3118403377470735,0.21421032431395126,0.4291341715740888,0.5238348323793949,0.09811937857726902,0.29419460343417825,0.07179067865903516,0.01206050695012265,0.14325429272281276,0.024039247751430907,0.10780866721177433,0.009607522485690924,0.0005723630417007358,14623.0,1995.4565916398715,0.18063809821707852,0.8193619017829215,0.1254872461191274,0.5291553133514987,0.043596730245231606,0.09373297002724795,0.10299727520435967,0.23051771117166212,2012.9465648854962,2014.8561278863233,0.7310441205829507,0.019884208424835296,0.04595500239348971,0.05511864870409629,0.058948232236887096,0.0787116186828968,0.7612664979826301,0.0,0.37598304041578334,0.33748204882719,0.20289954181768446,0.07064213909594474,0.012993229843397387,1397.252321981424,1365.857946554149,28.402053712480253,888644.366197183,5520.0,-120772.51177536232,0.5650362318840579,0.21964029922011777,0.6004848295276822,0.19956709956709956,0.6888719221225424,84218.51289833081,116530.05464480874,66008.01766671972,0.19215749426305406,0.03828674593786964,0.3809998132353857,0.657286932702484,15406.0,0.6209269115928859,0.1820719200311567,0.13890691938205893,0.007204985070751655,0.05088926392314683,15221.0,0.1383614742789567,0.11694369620918468,0.021417778069772027,0.25563366401681886,0.048025753892648314,0.3721174692858551,0.04290125484527955,0.1429603836804415,25132.0
Sunset/Parkside,81639.0,448.0,0.5095603816803244,27762.0,0.6610474749657805,0.3389525250342194,0.21911245587493697,0.2521792378070744,0.4786398674447086,2.9245371370938695,3.5192894507410637,0.5211357316968606,0.01659745954752018,0.33885765381741567,0.0011146633349257095,0.007361677629564301,0.11493281397371355,0.08265657345141415,0.04620340768505249,0.11124585063511312,0.23106603461580863,0.3522336138365242,0.25925109322750156,0.2577748576434516,0.21311244602966023,0.36354108003253865,0.16557161629434955,0.399184213427406,0.4819756764739877,0.043201869855009185,0.40669346449715543,0.05247409043625669,0.01565489873759102,0.105628828643713,0.0010659200945201434,0.094802676358406,0.006215726816237944,0.0014897196501727304,29034.0,1945.07800063674,0.6416324472300267,0.35836755276997334,0.04381070469105187,0.1320754716981132,0.006289308176100629,0.45125786163522014,0.09512578616352202,0.31525157232704404,1999.2081319306226,2011.6830007127585,0.9135338810303293,0.007535981221817283,0.724943170076462,0.17934146173451815,0.05259351105600331,0.01935661638079493,0.02352414410690914,0.00024109664531239236,0.020734311496865745,0.09960735689191982,0.3794861197217056,0.45711923951229594,0.04305297237721292,2278.5343709468225,2129.2741451709658,26.676136363636363,1200291.4507772021,45702.0,0.6937551967091156,0.30624480329088444,0.5598059750854371,0.10521576255313017,0.08185033402571155,0.14704995476932356,118203.88349514562,133751.86474390852,51566.96921814329,0.06721396218983852,0.055813855192527156,0.500338137706581,0.5554757174859462,44657.0,0.5308238350090692,0.1771278858857514,0.1761873838368005,0.037664867769890496,0.07819602749848847,43474.0,0.5270966554722363,0.42429958135897317,0.1027970741132631,0.29412982472282284,0.023807333118645628,0.035998527855729864,0.03259419423103464,0.08637346459953076,81639.0
Tenderloin,29726.0,1544.0,0.4435511000470968,18082.0,0.22038491317332154,0.7796150868266785,0.6791837186151974,0.08677137484791506,0.3354164362349298,1.5585665302510785,2.989962358845671,0.3297113637892754,0.08517795868936284,0.38528560855816457,0.02115992733633856,0.003195855480051134,0.1754692861468075,0.19141492296306264,0.03582722196057324,0.05803000740092848,0.2910919733566575,0.37018098634192287,0.24486981093991791,0.3896756692065265,0.22120716479834046,0.2505684764830255,0.13854868951210755,0.4271681356388347,0.4849098077526953,0.14668015770559298,0.2537943546980217,0.08262098321761278,0.03199469662607725,0.2027842713094449,0.03789121105334776,0.13132828582394193,0.02177174557761418,0.010816091552981404,20473.0,1939.0,0.02991925671938945,0.9700807432806106,0.11678796463635031,0.4588038477624425,0.0,0.07235466332078629,0.05186114596403179,0.41698034295273945,2011.376404494382,2013.0328310010764,0.8351774777518357,0.01654654349812202,0.009280515801299273,0.01440922190201729,0.023152444683241343,0.06706393786938895,0.882821276803595,0.0032726029404581644,0.6383529526693694,0.27445904361842427,0.05260587114736482,0.020026376202803692,0.014555756362037806,1020.5604075691411,985.2785145888594,30.383699324324326,921626.9841269841,3620.0,-1289134.3522099447,0.9151933701657459,0.12177891408194846,0.8191571728791063,0.3678373382624769,0.8330767915170173,36821.13821138212,56256.613756613755,40237.5731682702,0.24779675020655467,0.09143686502177069,0.40838171262699563,0.683055152394775,15011.0,0.42482179734861103,0.28625674505362736,0.18046765705149556,0.039171274398774235,0.06928252614749184,14746.0,0.12206700122067002,0.11243727112437271,0.009629730096297301,0.37454224874542247,0.03831547538315475,0.36545503865455037,0.038451105384511054,0.061169130611691304,29726.0
Treasure Island,3184.0,1084.0,0.4478643216080402,646.0,0.5851393188854489,0.4148606811145511,0.11609907120743033,0.30959752321981426,0.26006191950464397,3.2507739938080493,3.3518518518518516,0.07569095477386935,0.22047738693467336,0.4670226130653266,0.008793969849246231,0.03015075376884422,0.1978643216080402,0.24591708542713567,0.023241206030150754,0.12342964824120603,0.512248743718593,0.2635050251256281,0.0775753768844221,0.2468499427262314,0.3516609392898053,0.31328751431844215,0.0882016036655212,0.30778894472361806,0.5890675241157556,0.18038585209003216,0.09421221864951769,0.10996784565916398,0.026366559485530548,0.06463022508038585,0.02282958199356913,0.0038585209003215433,0.037942122186495175,0.0,697.0,1958.867403314917,0.0,1.0,0.07317073170731707,0.7450980392156863,0.0,0.0,0.0,0.2549019607843137,0.0,2013.7435897435898,0.730453972257251,0.0037831021437578815,0.34433285509325684,0.42037302725968434,0.18220946915351507,0.04160688665710186,0.011477761836441894,0.0,0.0,0.024390243902439025,0.24103299856527977,0.6757532281205165,0.058823529411764705,2158.9595375722542,2158.9595375722542,24.73934426229508,0.0,885.0,-753295.6677966102,1.0,0.27795226130653267,0.22755417956656346,0.0,0.22755417956656346,58750.0,36630.434782608696,21553.80025125628,0.45987261146496816,0.16928535225544855,0.5402939685757729,0.6289913836796757,1639.0,0.1427699816961562,0.3227577791336181,0.2965222696766321,0.035387431360585725,0.20256253813300792,1600.0,0.394375,0.340625,0.05375,0.436875,0.02125,0.099375,0.0025,0.045625,3184.0
Twin Peaks,8068.0,993.0,0.4038175508180466,3474.0,0.4251583189407024,0.5748416810592977,0.40644789867587794,0.10995970063327576,0.38773747841105355,2.0365572826712723,2.82396750169262,0.2033961328705999,0.06593951412989589,0.5823004462072384,0.0,0.0,0.14836390679226574,0.15195835399107585,0.018096182449181954,0.06408031730292514,0.251611303916708,0.3573376301437779,0.30887456618740705,0.16482112436115842,0.18767745599091426,0.3647075525269733,0.282793867120954,0.2248388696083292,0.7477909618783135,0.09732390810401413,0.09000252461499621,0.058444837162332744,0.006437768240343348,0.02903307245645039,0.017041151224438274,0.008709921736935118,0.003281999495077001,0.0,3789.0,1963.560533841754,0.43206678180771446,0.5679332181922856,0.0831353919239905,0.3111111111111111,0.10476190476190476,0.43492063492063493,0.08888888888888889,0.06031746031746032,2002.4328358208954,2011.8333333333333,0.8207324643078833,0.010676598386095592,0.3700184745315387,0.11612562681446292,0.13064133016627077,0.2367379255740301,0.14357350224333598,0.002903140670361573,0.11427817366059646,0.2747426761678543,0.31538664555291634,0.28820269200316706,0.007389812615465822,2367.0886075949365,2241.3793103448274,21.792692307692306,1220773.381294964,5024.0,0.45621019108280253,0.5437898089171974,0.6227069905800694,0.1318364997121474,0.10859427048634245,0.14951849974657883,137872.3404255319,175207.46887966804,73266.31135349529,0.07792207792207792,0.029045643153526972,0.3649268399213802,0.6641188032321468,4446.0,0.7768780926675664,0.07107512370670266,0.1250562303193882,0.009446693657219974,0.017543859649122806,4390.0,0.5314350797266515,0.4610478359908884,0.07038724373576309,0.21207289293849657,0.01640091116173121,0.0275626423690205,0.06560364464692484,0.1469248291571754,8068.0
Visitacion Valley,19875.0,89.0,0.49459119496855347,5280.0,0.771780303030303,0.22821969696969696,0.15473484848484848,0.3808712121212121,0.48409090909090907,3.747348484848485,4.38478527607362,0.5214591194968553,0.0909182389937107,0.14968553459119496,0.0036226415094339623,0.021937106918238993,0.21237735849056605,0.24805031446540882,0.049358490566037735,0.14173584905660377,0.22762264150943395,0.3671446540880503,0.21413836477987422,0.5158724621502826,0.25709900230237914,0.17316681783297286,0.05386171771436545,0.5113459119496855,0.3001481951942416,0.16973642426167038,0.4844395046046364,0.044088070286863554,0.0015878056525881232,0.13284640626653965,0.01714830104795173,0.11315761617444692,0.0008468296813803324,0.0,5372.0,1952.0652173913043,0.5674242424242424,0.43257575757575756,0.01712583767684289,0.10869565217391304,0.0,0.0,0.32608695652173914,0.5652173913043478,1997.6061120543293,2010.605493133583,0.9261455798864558,0.0018248175182481751,0.7490692479523455,0.1141102010424423,0.08395383469843634,0.02643335815338794,0.021779597915115412,0.004653760238272524,0.01712583767684289,0.08265078183172003,0.3884959046909903,0.47096053611317945,0.040766939687267315,1380.6089743589744,1288.919413919414,32.302102803738315,833728.2780410743,9337.0,0.7052586483881332,0.29474135161186676,0.4697861635220126,0.1740530303030303,0.10347129506008011,0.26663747810858146,74376.08318890815,79282.7868852459,28109.99748427673,0.13279821174558018,0.06680757213747474,0.4854806101819518,0.5813269619555229,10139.0,0.2300029588716836,0.298550152875037,0.2171811815760923,0.08570864976822172,0.16855705690896539,9812.0,0.6019160211985324,0.4667753770892784,0.13514064410925397,0.311251528740318,0.0007134121483897269,0.013758662861801876,0.018039135752140237,0.054321239298817776,19875.0
West of Twin Peaks,38485.0,221.0,0.5108223983370144,14210.0,0.7276565798733287,0.27234342012667134,0.19247009148486982,0.276073187895848,0.5292751583391977,2.6927515833919773,3.0873307543520307,0.35250097440561257,0.02322982980381967,0.506586981941016,0.0016629855787969338,0.0018708587761465507,0.11414836949460828,0.08603351955307263,0.0471352474990256,0.12404833051838379,0.18794335455372224,0.3319215278680005,0.30895153956086785,0.13174374602324102,0.18428719734771107,0.36710090084056124,0.31686815578848665,0.29045082499675196,0.6443511221401107,0.05442993100815358,0.22066483052002944,0.07035532164380573,0.01019879468790052,0.048621526546862644,0.0014725532437075619,0.04142237735540345,0.005726595947751629,0.0,14787.0,1939.0,0.7888106966924701,0.2111893033075299,0.0390207614796781,0.03119584055459272,0.07105719237435008,0.4436741767764298,0.10398613518197573,0.35008665511265163,1998.5572259941805,2014.029017857143,0.9044664362760498,0.013666352497643733,0.8785419625346588,0.055115980252924864,0.01738013119632109,0.01704199634814364,0.0310407790626902,0.0008791506052613782,0.01399878271454656,0.04010279299384595,0.2630012849124231,0.5966051261242984,0.08629201325488604,3017.6125244618397,2710.2803738317757,20.399794661190963,1439107.1428571427,20468.0,0.8119503615399648,0.18804963846003517,0.5318435754189944,0.07086558761435609,0.048800071371219556,0.15328223925358214,162771.02062400847,184740.8829174664,80726.54540730154,0.027520308269110602,0.0302801266002173,0.4633190042042609,0.5669611223959563,20528.0,0.6588561964146532,0.0960639127045986,0.18145946999220577,0.02406469212782541,0.03955572876071707,19953.0,0.5225279406605523,0.4340199468751566,0.08850799378539569,0.2464792261815266,0.011677441988673383,0.03438079486793966,0.016188041898461385,0.1687465544028467,38485.0
Western Addition,22299.0,273.0,0.49450648011121573,11719.0,0.3271610205648946,0.6728389794351054,0.48903490058878746,0.10461643484938989,0.3863810905367352,1.8795119037460535,2.8085550339071466,0.28512489349298176,0.1668236243777748,0.41809049733171894,0.0033633795237454594,0.0005829857841158796,0.12601461948966322,0.08915197990941298,0.030270415713709135,0.06363514058926409,0.3606888201264631,0.28521458361361496,0.26019103995694876,0.18658167675021609,0.18280034572169404,0.35630942091616247,0.2743085566119274,0.3827974348625499,0.5918886422493526,0.05799112097669257,0.21073806881243062,0.1110802811690714,0.02830188679245283,0.10950795412504624,0.012948575656677765,0.06548279689234185,0.024047354790972992,0.005688124306326304,13174.0,1969.441416893733,0.2005290553801519,0.7994709446198481,0.11044481554577197,0.1979381443298969,0.018556701030927835,0.30721649484536084,0.16357388316151203,0.3127147766323024,2008.142857142857,2012.771164021164,0.8324925682370957,0.021529591928655077,0.04486109002580841,0.09776833156216791,0.10801578867466222,0.12228632154243206,0.6259298618490967,0.0011386063458327007,0.1792925459237893,0.4126309397297708,0.2686351905267952,0.13291331410353727,0.0065280097161074845,1560.0198412698412,1514.0562248995984,25.779543634907924,883304.1958041958,7660.0,0.2989556135770235,0.7010443864229765,0.34351316202520293,0.47009130471883265,0.24425531914893617,0.5267371117515209,82746.65981500514,87715.5172413793,63733.5127135746,0.168784356132288,0.03156945279615153,0.4892513529765484,0.5423180998196031,12847.0,0.6551724137931034,0.10663968241612828,0.1734257024986378,0.01922627850860123,0.04553592278352923,12672.0,0.2537878787878788,0.20415088383838384,0.04963699494949495,0.40325126262626265,0.0501104797979798,0.1373895202020202,0.057133838383838384,0.09832702020202021,22299.0
sf,874784.0,20169.0,0.4898786443281999,362141.0,0.47126671655515395,0.528733283444846,0.3626184276290174,0.1846573572172165,0.35324086474605193,2.3598957312207123,3.2742097090791904,0.34332932472473204,0.051361250320079016,0.4486547536306105,0.00434392947287559,0.003634039945860921,0.1486767019058419,0.15188320774042507,0.044805346234041775,0.08935691553572082,0.30391273731572593,0.34700680396532174,0.21491819694918973,0.23030972974912967,0.18204213473064637,0.35043031977891825,0.23721781574130568,0.3423816622160442,0.5740202420089302,0.10582355679646334,0.2491894938779711,0.06022697761698634,0.01073972969964899,0.09571092965560819,0.016218499764836542,0.07064238519176294,0.006837093355704778,0.0012111217356858455,398613.0,1944.0335443214456,0.38018064786920014,0.6198193521307999,0.09149726677253377,0.24786137310813774,0.02939241061636324,0.21144987935950865,0.197082693573152,0.313857205527528,2003.2528197488828,2013.0449696459277,0.853536845408978,0.013300671091377352,0.31152270497951645,0.2086309277419452,0.09626128600923703,0.09439230531869257,0.28707041666980254,0.0021223592808061954,0.15182896694287443,0.2505914257688535,0.30084568240373494,0.27044276027124053,0.026291164613296607,2010.4094797847386,1930.857081702544,24.707218352990584,1217417.2859374261,-3332954642.0,3.4003233497949297,1.0000629558522507,-3810.0315529319237,0.30848205533203915,0.10728578795604268,0.43189047589346974,119186.6568006608,138866.93639869924,66360.32190346417,0.10118800819027643,0.04681536749835118,0.4803338917683512,0.5664814757300001,521465.0,0.5909447422166396,0.14894384090974466,0.17555157105462496,0.028813055526257753,0.055746790292732974,509743.0,0.3722150181562081,0.3046574450262191,0.06755757312998903,0.3160121865332138,0.036734197428900446,0.11732775143552732,0.03997308447590256,0.11773776197024775,874784.0
