Category,Attribute,10101,10102,10201,10202,10300,10401,10402,10500,10600,10701,10702,10800,10901,10902,11001,11002,11101,11102,11200,11300,11700,11800,11901,11902,12001,12002,12100,12202,12203,12204,12301,12302,12403,12404,12405,12406,12502,12503,12504,12601,12602,12700,12801,12802,12901,12902,13001,13002,13101,13102,13200,13300,13401,13402,13500,15100,15201,15202,15300,15401,15402,15500,15600,15701,15702,15801,15802,15900,16000,16101,16102,16200,16300,16400,16500,16601,16602,16700,16801,16802,16900,17000,17101,17102,17602,17603,17604,17700,17801,17803,17804,17903,18000,20101,20102,20201,20202,20300,20401,20402,20500,20601,20602,20701,20702,20801,20802,20900,21000,21100,21200,21300,21400,21500,21600,21700,21800,22600,22702,22704,22801,22802,22803,22901,22902,22903,23001,23003,23102,23103,23200,23300,23400,25100,25200,25300,25401,25402,25403,25501,25502,25600,25701,25702,25800,25900,26001,26002,26003,26004,26100,26201,26202,26301,26302,26303,26401,26402,26403,26404,30101,30102,30201,30202,30301,30302,30400,30500,30600,30700,30800,30900,31000,31100,31201,31202,31301,31302,31401,31402,32601,32602,32700,32801,32802,32901,32902,33001,33002,33100,33201,33203,33204,35101,35102,35201,35202,35300,35400,40100,40200,42601,42602,42700,42800,45100,45201,45202,47600,47701,47702,47801,47802,47902,47903,47904,60100,60400,60502,60701,60702,60703,61000,61101,61102,61200,61401,61402,61501,61502,61503,61504,61505,61506,61507,61508,980200,980300,980401,980501,980600,980900,990100,990200
Population,Total Population,2118,1783,2499,1891,3996,2202,2292,3430,3277,3458,1584,4999,1948,2403,2628,2249,2528,2024,3120,2801,1800,1658,2298,2771,1834,2202,3846,2821,1834,2763,1887,2600,2591,2566,3817,1463,4371,3788,617,2241,2977,4046,2791,2012,2823,3545,1758,2800,4088,2951,4456,4483,1516,2239,2449,2817,1713,2277,2206,3349,2643,3666,2923,5327,3435,3406,3589,4829,2498,2295,2555,3365,4423,4262,5279,3180,2498,5427,4243,3709,3132,4375,4249,3671,3218,4509,2856,1989,3636,2507,4474,3185,3772,3550,2941,2168,4132,3521,3303,4419,2973,3132,2487,3073,2228,3629,2604,4402,4051,3960,3017,2692,3641,5622,4189,4512,4218,3570,2218,3565,5068,2384,4903,4573,2233,3090,5309,4195,3707,4064,3857,3930,4148,3384,5505,4441,3781,3522,4692,4443,4428,5158,5424,3979,2153,4409,6463,3660,5085,4107,7566,3825,3839,5724,5142,4818,3444,5056,3801,2760,5062,4731,4262,4013,6074,3928,5088,3676,2514,6959,6041,6767,4089,6295,6522,3239,3866,5503,2378,4788,4874,4505,6932,4042,4624,5360,4103,4200,4227,3948,4262,3320,4402,4035,4760,5497,4796,7537,7769,4342,5460,4261,2615,5361,2501,5209,3360,3396,5145,4978,3541,4550,3781,3610,4283,3111,4231,1595,3539,7621,1488,5787,4825,1856,2341,3952,3199,2537,1837,1774,3400,1443,776,4422,1940,2006,171,25,0,104,970,296,0,0
Population,Group Quarter Population,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,43,5,41,78,14,215,0,32,121,494,546,0,0,0,0,9,182,293,20,328,212,0,0,0,0,0,6,10,74,0,0,78,50,30,85,40,0,43,27,0,82,158,13,0,46,14,2173,54,109,61,75,0,0,14,33,160,180,432,63,0,106,0,133,21,0,106,21,31,152,0,8,0,84,109,951,780,201,235,25,45,19,0,0,24,0,6,27,13,49,0,87,205,0,18,0,0,79,0,0,38,0,5,0,101,519,45,16,64,0,31,1,0,0,61,0,0,33,18,65,14,4,16,15,73,15,21,62,20,71,7,388,10,5,0,73,24,22,0,95,21,16,47,0,252,598,8,29,74,0,0,924,9,0,137,35,6,6,146,0,30,0,59,51,9,63,13,122,0,22,14,24,66,26,2557,0,0,6,5,0,45,29,8,40,28,5,0,17,0,93,16,0,6,0,5,30,14,0,84,15,0,9,0,116,0,254,8,0,0,112,0,0,5,55,0,139,0,0,0,263,171,0,0,0,0,0,0,0
Population,Percent Female,0.507082153,0.572630398,0.489795918,0.492332099,0.488488488,0.509082652,0.411867365,0.497959184,0.414403418,0.573452863,0.642676768,0.478895779,0.593942505,0.536412817,0.558980213,0.520675856,0.477056962,0.470355731,0.465705128,0.51767226,0.431666667,0.547044632,0.445604874,0.513533021,0.351145038,0.356039964,0.505720229,0.383551932,0.262268266,0.489323199,0.42872284,0.473461538,0.445773832,0.397895557,0.414199633,0.55570745,0.408144589,0.46092925,0.499189627,0.580990629,0.535438361,0.510627781,0.495521319,0.491550696,0.556500177,0.574330042,0.503412969,0.627142857,0.521037182,0.570992884,0.45040395,0.523087218,0.618073879,0.492184011,0.53042058,0.528931487,0.544074723,0.397891963,0.40344515,0.477455957,0.564510026,0.545826514,0.513171399,0.597146612,0.453857351,0.474456841,0.444134857,0.462207496,0.501601281,0.559912854,0.51037182,0.350074294,0.470947321,0.492961051,0.532108354,0.372641509,0.377101681,0.422517044,0.405137874,0.485845241,0.36238825,0.3792,0.46034361,0.556251703,0.370416408,0.425149701,0.31407563,0.40925088,0.552255226,0.328679697,0.537773804,0.436420722,0.378844115,0.362535211,0.350221013,0.371771218,0.447241045,0.355296791,0.378141084,0.369993211,0.340396905,0.353128991,0.400080418,0.509925155,0.483842011,0.462386332,0.347926267,0.525215811,0.4835843,0.468434343,0.468014584,0.358098068,0.468827245,0.516186411,0.48460253,0.570478723,0.488620199,0.420448179,0.46122633,0.456381487,0.470599842,0.485318792,0.462369978,0.464684015,0.434841021,0.532686084,0.452250895,0.525387366,0.560021581,0.53617126,0.498314752,0.502035623,0.527965284,0.514775414,0.446503179,0.47579374,0.457550912,0.482396366,0.468670077,0.519468827,0.444896116,0.474796433,0.418879056,0.515456145,0.567580121,0.506917668,0.504564444,0.531967213,0.55280236,0.463355247,0.44356331,0.530980392,0.552487627,0.475716282,0.509723843,0.479867165,0.515098722,0.452136076,0.478558274,0.514855072,0.629593046,0.497357852,0.533317691,0.450286569,0.535232137,0.482433809,0.525943396,0.504896627,0.489260143,0.46271016,0.490316173,0.557115413,0.496453901,0.517553614,0.505366452,0.48193887,0.464045525,0.467563147,0.477291842,0.54197995,0.519696348,0.536293008,0.510963647,0.535625928,0.545198962,0.553544776,0.532537168,0.459285714,0.476460847,0.492401216,0.618723604,0.54186747,0.426169923,0.460966543,0.543067227,0.487720575,0.429941618,0.506302242,0.483846055,0.562874251,0.548351648,0.49823985,0.51166348,0.519679164,0.517393043,0.501823767,0.525297619,0.545053004,0.485908649,0.555443953,0.530358656,0.514505495,0.554615181,0.479778393,0.575998132,0.590485374,0.544788466,0.489028213,0.533484035,0.474609631,0.550403226,0.555037152,0.47253886,0.498383621,0.484408372,0.443066802,0.524226321,0.523452897,0.469787697,0.409808343,0.397352941,0.48024948,0.50257732,0.450927182,0.522164948,0.415254237,0,0.36,0,1,0.509278351,0.35472973,0,0
Households,Housholds,1232,870,1325,1030,2151,993,1311,1810,1792,1795,722,2472,976,1323,1376,1226,1504,1364,1736,1327,1043,717,1325,1635,1132,1273,2275,1565,1122,1655,1265,1906,1268,1599,2383,988,2170,1810,402,1375,1404,2161,1283,882,1396,1942,894,1222,2302,1540,2306,1990,790,1185,1595,1689,1071,1033,1028,1798,1263,2309,1450,1190,1342,1455,1747,2120,1803,1574,1071,1846,2077,1726,2196,1434,1015,2377,2062,2043,1665,2248,1757,1567,1643,2280,1995,783,2392,1086,2093,650,1579,1767,1343,1215,2007,2140,1611,2511,1320,1473,1299,1330,1186,1464,1109,1712,1853,1981,1430,1207,1780,2401,1979,1803,1796,1900,1060,1613,1716,743,1453,1442,736,1040,1250,1243,1138,1308,1144,1293,1086,1254,2334,1703,1357,1088,1352,1181,1282,1534,1580,1230,648,1412,1859,951,1430,1166,2094,971,1048,1379,1538,1350,1011,1307,1150,692,2029,2049,2021,2015,2467,1392,2184,1021,909,2681,2118,2350,1501,2387,1877,835,1595,1829,561,1262,1762,1590,2501,1391,1507,1603,1387,1371,1537,1362,604,1592,1739,1556,1328,1842,1823,2632,2417,1732,2404,1703,1263,2523,902,2017,1330,1467,2371,2060,1580,1752,1417,1548,1469,1389,1351,883,997,3117,895,2642,1738,929,993,1148,1537,1177,1100,1247,1492,791,407,2570,684,947,0,17,0,99,405,127,0,0
Households,Family Households,0.37012987,0.555172414,0.394716981,0.390291262,0.427708043,0.478348439,0.323417239,0.435911602,0.343191964,0.542061281,0.448753463,0.394417476,0.409836066,0.232804233,0.30377907,0.345840131,0.276595745,0.174486804,0.312788018,0.422758101,0.366251198,0.506276151,0.278490566,0.287461774,0.266784452,0.262372349,0.148131868,0.189776358,0.222816399,0.223564955,0.135968379,0.200419727,0.366719243,0.202626642,0.190096517,0.233805668,0.313364055,0.370718232,0.402985075,0.305454545,0.341880342,0.373900972,0.476227592,0.363945578,0.387535817,0.28784758,0.260626398,0.346972177,0.343179844,0.359090909,0.388117953,0.586934673,0.313924051,0.371308017,0.2169279,0.302545885,0.235294118,0.280735721,0.26848249,0.35483871,0.550277118,0.245993937,0.400689655,0.420168067,0.491058122,0.478350515,0.224384659,0.438207547,0.215196894,0.222363405,0.449112979,0.356988082,0.407799711,0.320393975,0.379781421,0.348675035,0.42364532,0.295330248,0.2628516,0.259911894,0.216216216,0.43905694,0.449060899,0.407147415,0.269020085,0.335087719,0.097744361,0.448275862,0.366220736,0.501841621,0.285714286,0.476923077,0.350221659,0.289190719,0.224125093,0.209053498,0.421026408,0.187850467,0.30726257,0.391477499,0.389393939,0.363204345,0.411855273,0.386466165,0.359190556,0.368169399,0.259693417,0.426985981,0.378305451,0.399798082,0.527972028,0.474730737,0.433707865,0.510620575,0.47347145,0.628397116,0.510022272,0.388421053,0.409433962,0.450712957,0.513403263,0.500672948,0.492773572,0.645631068,0.519021739,0.445192308,0.828,0.665325825,0.636203866,0.655963303,0.708041958,0.688321732,0.777163904,0.574162679,0.547557841,0.523194363,0.650700074,0.733455882,0.724852071,0.747671465,0.690327613,0.74315515,0.737341772,0.782926829,0.652777778,0.698300283,0.697149005,0.715036803,0.836363636,0.802744425,0.696275072,0.763130793,0.840648855,0.796229152,0.719115735,0.682222222,0.81206726,0.692425402,0.733913043,0.874277457,0.38097585,0.439238653,0.482434438,0.374689826,0.520470207,0.61637931,0.747710623,0.572967679,0.754675468,0.749347258,0.629367328,0.723829787,0.784143904,0.670297444,0.627064465,0.74251497,0.47523511,0.528157463,0.828877005,0.792393027,0.573212259,0.647798742,0.762495002,0.665708124,0.662242867,0.689332502,0.724585436,0.593727206,0.787247885,0.776064611,0.32781457,0.358668342,0.525589419,0.564267352,0.84563253,0.710640608,0.576522216,0.656155015,0.693835333,0.447459584,0.508735441,0.541984733,0.513855899,0.516052319,0.774944568,0.452652454,0.557142857,0.479890934,0.539856601,0.522815534,0.546835443,0.581050228,0.530698659,0.528423773,0.496936692,0.375809935,0.585492228,0.39184598,0.749247743,0.691369907,0.188826816,0.485238456,0.623705409,0.499461787,0.587109768,0.692508711,0.450878334,0.478334749,0.250909091,0.149959904,0.399463807,0.431099874,0.58968059,0.352918288,0.343567251,0.457233369,0,0.176470588,0,0.050505051,0.575308642,0.464566929,0,0
Households,Non-Family Households,0.62987013,0.444827586,0.605283019,0.609708738,0.572291957,0.521651561,0.676582761,0.564088398,0.656808036,0.457938719,0.551246537,0.605582524,0.590163934,0.767195767,0.69622093,0.654159869,0.723404255,0.825513196,0.687211982,0.577241899,0.633748802,0.493723849,0.721509434,0.712538226,0.733215548,0.737627651,0.851868132,0.810223642,0.777183601,0.776435045,0.864031621,0.799580273,0.633280757,0.797373358,0.809903483,0.766194332,0.686635945,0.629281768,0.597014925,0.694545455,0.658119658,0.626099028,0.523772408,0.636054422,0.612464183,0.71215242,0.739373602,0.653027823,0.656820156,0.640909091,0.611882047,0.413065327,0.686075949,0.628691983,0.7830721,0.697454115,0.764705882,0.719264279,0.73151751,0.64516129,0.449722882,0.754006063,0.599310345,0.579831933,0.508941878,0.521649485,0.775615341,0.561792453,0.784803106,0.777636595,0.550887021,0.643011918,0.592200289,0.679606025,0.620218579,0.651324965,0.57635468,0.704669752,0.7371484,0.740088106,0.783783784,0.56094306,0.550939101,0.592852585,0.730979915,0.664912281,0.902255639,0.551724138,0.633779264,0.498158379,0.714285714,0.523076923,0.649778341,0.710809281,0.775874907,0.790946502,0.578973592,0.812149533,0.69273743,0.608522501,0.610606061,0.636795655,0.588144727,0.613533835,0.640809444,0.631830601,0.740306583,0.573014019,0.621694549,0.600201918,0.472027972,0.525269263,0.566292135,0.489379425,0.52652855,0.371602884,0.489977728,0.611578947,0.590566038,0.549287043,0.486596737,0.499327052,0.507226428,0.354368932,0.480978261,0.554807692,0.172,0.334674175,0.363796134,0.344036697,0.291958042,0.311678268,0.222836096,0.425837321,0.452442159,0.476805637,0.349299926,0.266544118,0.275147929,0.252328535,0.309672387,0.25684485,0.262658228,0.217073171,0.347222222,0.301699717,0.302850995,0.284963197,0.163636364,0.197255575,0.303724928,0.236869207,0.159351145,0.203770848,0.280884265,0.317777778,0.18793274,0.307574598,0.266086957,0.125722543,0.61902415,0.560761347,0.517565562,0.625310174,0.479529793,0.38362069,0.252289377,0.427032321,0.245324532,0.250652742,0.370632672,0.276170213,0.215856096,0.329702556,0.372935535,0.25748503,0.52476489,0.471842537,0.171122995,0.207606973,0.426787741,0.352201258,0.237504998,0.334291876,0.337757133,0.310667498,0.275414564,0.406272794,0.212752115,0.223935389,0.67218543,0.641331658,0.474410581,0.435732648,0.15436747,0.289359392,0.423477784,0.343844985,0.306164667,0.552540416,0.491264559,0.458015267,0.486144101,0.483947681,0.225055432,0.547347546,0.442857143,0.520109066,0.460143399,0.477184466,0.453164557,0.418949772,0.469301341,0.471576227,0.503063308,0.624190065,0.414507772,0.60815402,0.250752257,0.308630093,0.811173184,0.514761544,0.376294591,0.500538213,0.412890232,0.307491289,0.549121666,0.521665251,0.749090909,0.850040096,0.600536193,0.568900126,0.41031941,0.647081712,0.656432749,0.542766631,0,0.823529412,0,0.949494949,0.424691358,0.535433071,0,0
Households,"Single Person Households, % of Total",0.536525974,0.36091954,0.424150943,0.417475728,0.421199442,0.355488419,0.596491228,0.477900552,0.517299107,0.441225627,0.349030471,0.358009709,0.383196721,0.458049887,0.436046512,0.424959217,0.482712766,0.629765396,0.47235023,0.543330821,0.564717162,0.414225941,0.572075472,0.557186544,0.628091873,0.493322859,0.653626374,0.745686901,0.602495544,0.552870091,0.749407115,0.716159496,0.619085174,0.706691682,0.63701217,0.744939271,0.623502304,0.575690608,0.597014925,0.551272727,0.388888889,0.349375289,0.459859704,0.35600907,0.404011461,0.50669413,0.429530201,0.411620295,0.491311903,0.503246753,0.466608846,0.322613065,0.505063291,0.493670886,0.673981191,0.554766134,0.613445378,0.510164569,0.490272374,0.483870968,0.349960412,0.640537029,0.482758621,0.306722689,0.210879285,0.335395189,0.448769319,0.349528302,0.667221298,0.673443456,0.508870215,0.468039003,0.392392874,0.357473928,0.337431694,0.359135286,0.275862069,0.286495583,0.381183317,0.53793441,0.476276276,0.327402135,0.282299374,0.328015316,0.629945222,0.59254386,0.777443609,0.287356322,0.575250836,0.372007366,0.458671763,0.158461538,0.462317923,0.353706848,0.521965748,0.564609053,0.412556054,0.607009346,0.401613904,0.466746316,0.309848485,0.441955193,0.334103156,0.277443609,0.476391231,0.398907104,0.42651037,0.331775701,0.403669725,0.423018677,0.340559441,0.202154101,0.359550562,0.278633903,0.417382516,0.302273988,0.275612472,0.350526316,0.345283019,0.341599504,0.285547786,0.253028264,0.278733655,0.19001387,0.199728261,0.211538462,0.1288,0.252614642,0.314586995,0.30733945,0.19493007,0.228151585,0.190607735,0.198564593,0.320051414,0.283617146,0.168017686,0.185661765,0.131656805,0.117696867,0.18798752,0.134289439,0.167088608,0.125203252,0.311728395,0.205382436,0.171597633,0.160883281,0.134265734,0.088336192,0.155682904,0.112255407,0.090648855,0.131979695,0.22236671,0.243703704,0.164193867,0.115531752,0.185217391,0.121387283,0.331197634,0.414348463,0.371103414,0.431265509,0.357519254,0.24066092,0.200549451,0.276199804,0.170517052,0.196195449,0.272898961,0.244255319,0.154563624,0.198156682,0.222163026,0.118562874,0.457053292,0.270092947,0.017825312,0.157686212,0.232122588,0.233333333,0.169132347,0.185478073,0.227604512,0.189644417,0.198269647,0.292487236,0.186727391,0.174008811,0.170529801,0.493718593,0.274295572,0.219794344,0.096385542,0.182410423,0.297860669,0.22112462,0.198593297,0.322170901,0.352329451,0.340575455,0.39746635,0.401902497,0.181818182,0.252850768,0.262406015,0.286980232,0.344580346,0.328640777,0.378481013,0.303082192,0.312632322,0.296511628,0.298162015,0.443484521,0.113249445,0.551528879,0.208625878,0.210458774,0.565363128,0.380772142,0.218066743,0.47255113,0.301107754,0.201219512,0.372804164,0.35768904,0.46,0.728147554,0.189008043,0.457648546,0.41031941,0.380544747,0.314327485,0.259767687,0,0.588235294,0,0.949494949,0.318518519,0.393700787,0,0
Households,"Households with Children, % of Total",0.098214286,0.255172414,0.055849057,0.06407767,0.069270107,0.247734139,0.077803204,0.118232044,0.075892857,0.097493036,0.189750693,0.05461165,0.068647541,0.023431595,0.128633721,0.084828711,0.058510638,0.046187683,0.077764977,0.125847777,0.123681687,0.10460251,0.03245283,0.06116208,0.049469965,0.0290652,0.050989011,0.049840256,0.14973262,0.082175227,0.0743083,0.039874082,0.179810726,0.105065666,0.085186739,0.050607287,0.132718894,0.18839779,0.092039801,0.119272727,0.173789174,0.093937992,0.251753702,0.225623583,0.194126074,0.085993821,0.106263982,0.184942717,0.103388358,0.153246753,0.147875108,0.271356784,0.103797468,0.140084388,0.077742947,0.039076377,0.089635854,0.169409487,0.124513619,0.071746385,0.273159145,0.069294067,0.135862069,0.081512605,0.255588674,0.149140893,0.089295936,0.170283019,0.007764836,0.036848793,0.165266106,0.036294691,0.161290323,0.16396292,0.137522769,0.09902371,0.088669951,0.129995793,0.122211445,0.077337249,0.118318318,0.115213523,0.254410928,0.210593491,0.122945831,0.182894737,0.049122807,0.19412516,0.037207358,0.178637201,0.101767797,0.303076923,0.121595947,0.089417091,0.031273269,0.095473251,0.150971599,0.040654206,0.130353818,0.060135404,0.215151515,0.130346232,0.090069284,0.132330827,0.149241147,0.174863388,0.078449053,0.206191589,0.127361036,0.17163049,0.165034965,0.207953604,0.174719101,0.225322782,0.197574533,0.269550749,0.208240535,0.132631579,0.160377358,0.209547427,0.300699301,0.179004038,0.302133517,0.382801664,0.191576087,0.203846154,0.3672,0.283990346,0.369947276,0.49235474,0.298951049,0.321732405,0.451197053,0.311004785,0.26092545,0.223135643,0.338246131,0.276654412,0.437869822,0.33784928,0.258190328,0.334419817,0.305696203,0.289430894,0.259259259,0.225212465,0.323830016,0.278654048,0.353846154,0.373070326,0.32330468,0.352214212,0.265267176,0.27991298,0.271131339,0.333333333,0.40751731,0.275439939,0.264347826,0.36416185,0.170527353,0.195705222,0.208312716,0.148883375,0.201864613,0.22341954,0.200549451,0.28403526,0.291529153,0.319283849,0.270538244,0.347659574,0.305796136,0.215333054,0.229088972,0.386826347,0.164890282,0.204483324,0.367201426,0.410459588,0.191827469,0.229559748,0.196321471,0.237958303,0.231585932,0.307548347,0.193222783,0.253829322,0.271307742,0.335535977,0.081125828,0.137562814,0.119033928,0.210796915,0.399096386,0.280673181,0.213384531,0.287234043,0.318990484,0.237297921,0.198003328,0.237815619,0.200316706,0.213634562,0.384700665,0.251363411,0.221052632,0.248807089,0.245466048,0.266990291,0.208860759,0.252283105,0.258292167,0.164082687,0.257317903,0.200863931,0.409326425,0.19592299,0.483450351,0.251523901,0.124022346,0.21006813,0.297468354,0.196986006,0.196374622,0.316202091,0.234222511,0.203058624,0.107272727,0.060946271,0,0.145385588,0.085995086,0.045914397,0.198830409,0,0,0,0,0,0.35308642,0.322834646,0,0
Households,"Households with 60 years and older, % of Total",0.324675325,0.466666667,0.316226415,0.363106796,0.40213854,0.426988922,0.418764302,0.403867403,0.368861607,0.720891365,0.494459834,0.439724919,0.255122951,0.444444444,0.316860465,0.268352365,0.375664894,0.307917889,0.322004608,0.562923888,0.254074784,0.573221757,0.277735849,0.290519878,0.287102473,0.191673213,0.112087912,0.317571885,0.406417112,0.272507553,0.384980237,0.199370409,0.249211356,0.264540338,0.156105749,0.421052632,0.567281106,0.297790055,0.684079602,0.155636364,0.186609687,0.259139287,0.347622759,0.199546485,0.172636103,0.258496395,0.162192394,0.145662848,0.164639444,0.253246753,0.369470945,0.45678392,0.263291139,0.340084388,0.248275862,0.328004737,0.486461251,0.292352372,0.249027237,0.285873192,0.249406176,0.550021654,0.556551724,0.296638655,0.205663189,0.351202749,0.238694906,0.345754717,0.413200222,0.554637865,0.516339869,0.174972914,0.251805489,0.158169177,0.234061931,0.264295676,0.038423645,0.137568363,0.180407371,0.237885463,0.199399399,0.244217082,0.227091633,0.282705807,0.293365794,0.230263158,0.087719298,0.168582375,0.592809365,0.139963168,0.178213091,0.298461538,0.121595947,0.269949066,0.314966493,0.282304527,0.218734429,0.224766355,0.249534451,0.330147352,0.232575758,0.326544467,0.395688992,0.196992481,0.330522766,0.246584699,0.148782687,0.223130841,0.237452779,0.261484099,0.313286713,0.354598177,0.269101124,0.180341524,0.402728651,0.465890183,0.270601336,0.098421053,0.141509434,0.27650341,0.203962704,0.282637954,0.328974535,0.287101248,0.364130435,0.342307692,0.6088,0.522123894,0.370826011,0.289755352,0.627622378,0.511987626,0.566298343,0.359649123,0.34361611,0.313564298,0.264554164,0.433823529,0.375,0.568162574,0.446957878,0.417209909,0.401265823,0.555284553,0.419753086,0.506373938,0.422807961,0.506834911,0.515384615,0.495711835,0.481852913,0.59938208,0.54389313,0.638143582,0.578673602,0.511111111,0.5628091,0.574598317,0.554782609,0.515895954,0.193691474,0.303074671,0.398317665,0.341935484,0.365220916,0.516522989,0.632326007,0.458374143,0.471947195,0.503170459,0.438621341,0.578297872,0.523650899,0.530791789,0.532765051,0.451497006,0.52476489,0.531437944,0.632798574,0.450079239,0.403518729,0.432704403,0.591363455,0.539180446,0.477106835,0.562694947,0.593366979,0.594456601,0.402081978,0.540381791,0.332781457,0.331030151,0.420356527,0.373393316,0.428463855,0.518458198,0.411409764,0.434650456,0.528754655,0.303117783,0.407237937,0.435114504,0.425178147,0.486325803,0.484478936,0.277640059,0.416541353,0.224948875,0.380008435,0.405825243,0.422151899,0.408675799,0.479181369,0.425064599,0.382573179,0.464362851,0.113249445,0.354473386,0.331995988,0.116137312,0.308379888,0.155185466,0.390103567,0.581270183,0.580060423,0.56010453,0.306441119,0.22259983,0.122727273,0.208500401,0.05227882,0,0.442260442,0.089105058,0.169590643,0.280887012,0,0,0,1,0.098765432,0.228346457,0,0
